Year,Full Name,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates
2016,Mono County CA,,,,,,,,,,,,,,
2016,Monona County IA,,,,,,,,,,,,,,
2016,Monongalia County WV,0,0,,,15,422.2,11,606.4,7,509,,,61,73.9
2016,Monroe County AL,0,0,,,26,354.5,0,0,0,0,,,13,128.5
2016,Monroe County AR,,,,,10,417.6,0,0,,,,,,
2016,Monroe County FL,0,0,,,80,2062.7,106,695,11,1478.3,,,364,768.5
2016,Monroe County GA,,,0,0,28,528.5,,,,,,,12,71.3
2016,Monroe County IA,,,,,,,0,0,,,,,,
2016,Monroe County IL,,,,,,,,,,,,,,
2016,Monroe County IN,0,0,,,34,800.4,25,629.6,10,439.3,,,132,121.3
2016,Monroe County KY,,,,,,,,,,,,,,
2016,Monroe County MI,,,0,0,14,511.8,6,150.7,5,331.4,,,63,53.6
2016,Monroe County MO,,,,,10,5209,,,,,,,8,117
2016,Monroe County MS,,,,,26,287.9,0,0,,,,,13,63.8
2016,Monroe County NY,,,7,31.8,886,1019.7,438,921.4,269,2830.1,,,671,144.4
2016,Monroe County OH,,,,,,,,,0,0,,,5,42.7
2016,Monroe County PA,,,0,0,55,296.5,25,123.9,11,515,,,39,39.1
2016,Monroe County TN,0,0,0,0,,,,,,,,,31,86.6
2016,Monroe County WI,0,0,,,0,0,0,0,,,,,13,37.9
2016,Monroe County WV,,,,,,,,,0,0,,,,
2016,Montague County TX,0,0,,,,,,,,,,,7,49.2
2016,Montcalm County MI,0,0,0,0,17,1270.5,5,317.6,,,,,20,40.8
2016,Monterey County CA,,,,,,,343,181.7,,,,,196,164.7
2016,Montezuma County CO,6,259.7,0,0,,,5,211.3,0,0,,,10,60.3
2016,Montgomery County AL,,,0,0,1129,1059.9,26,558.1,69,4018.5,,,180,260.3
2016,Montgomery County AR,,,0,0,,,0,0,0,0,,,7,97.6
2016,Montgomery County GA,,,,,14,708.5,,,,,,,,
2016,Montgomery County IA,,,,,,,,,,,,,8,99
2016,Montgomery County IL,,,,,,,,,,,,,,
2016,Montgomery County IN,,,0,0,,,5,407.7,0,0,,,26,87.1
2016,Montgomery County KS,0,0,0,0,,,,,,,,,6,27
2016,Montgomery County KY,,,,,,,,,,,,,,
2016,Montgomery County MD,,,62,46.3,2044,1336.1,519,340,,,,,534,131.6
2016,Montgomery County MO,,,,,0,0,0,0,0,0,,,5,55
2016,Montgomery County MS,,,,,19,511.8,,,,,,,10,216.3
2016,Montgomery County NC,,,0,0,23,547.2,9,321.3,0,0,,,16,104
2016,Montgomery County NY,0,0,0,0,,,36,730.6,7,1675.2,,,27,77.9
2016,Montgomery County OH,0,0,7,69.8,717,793.9,45,411.5,59,729.2,0,0,519,158.9
2016,Montgomery County PA,0,0,,,72,114.9,39,130.6,12,139.9,,,109,20.2
2016,Montgomery County TN,,,,,143,480.7,22,158,9,208.8,,,101,99.2
2016,Montgomery County TX,,,6,47.9,149,721.8,231,239.6,32,636.2,,,353,112.5
2016,Montgomery County VA,0,0,,,19,541.1,,,,,,,32,43.6
2016,Montmorency County MI,,,,,,,,,0,0,,,5,62.7
2016,Montour County PA,,,0,0,,,,,0,0,,,,
2016,Montrose County CO,,,0,0,0,0,11,175.7,0,0,,,14,51.1
2016,Moody County SD,,,,,,,,,,,,,,
2016,Moore County NC,0,0,,,70,713.4,6,139.2,,,,,40,62.4
2016,Moore County TN,,,,,,,,,,,,,,
2016,Moore County TX,0,0,0,0,,,10,115,,,,,5,82.3
2016,Mora County NM,,,,,,,,,,,,,,
2016,Morehouse Parish LA,,,0,0,56,568.8,0,0,,,,,,
2016,Morgan County AL,,,0,0,45,371.6,7,106.9,8,555.3,,,80,102.6
2016,Morgan County CO,,,0,0,,,12,161.5,0,0,,,10,70.7
2016,Morgan County GA,,,0,0,21,616.8,,,,,,,5,44.8
2016,Morgan County IL,,,,,,,,,,,,,,
2016,Morgan County IN,0,0,0,0,,,,,0,0,,,44,77.6
2016,Morgan County KY,,,,,,,,,,,,,,
2016,Morgan County MO,,,,,,,,,,,,,,
2016,Morgan County OH,,,,,0,0,0,0,,,,,12,102.5
2016,Morgan County TN,,,,,8,1039.5,,,0,0,,,10,57.4
2016,Morgan County UT,,,,,,,,,,,,,,
2016,Morgan County WV,,,,,,,0,0,,,,,,
2016,Morrill County NE,,,,,,,0,0,,,,,0,0
2016,Morris County KS,,,,,,,,,,,,,,
2016,Morris County NJ,,,12,28.8,148,1093.2,257,497.9,59,1280.5,,,336,108.5
2016,Morris County TX,,,,,7,305.1,,,,,,,8,114.9
2016,Morrison County MN,,,0,0,,,0,0,0,0,,,13,49.3
2016,Morrow County OH,,,,,0,0,0,0,0,0,,,17,60.1
2016,Morrow County OR,0,0,,,,,7,241.7,0,0,,,,
2016,Morton County KS,,,,,,,,,,,,,,
2016,Morton County ND,,,,,,,,,,,,,,
2016,Motley County TX,,,,,,,,,,,,,,
2016,Moultrie County IL,,,,,,,,,,,,,,
2016,Mountrail County ND,,,,,,,,,,,,,,
2016,Mower County MN,,,0,0,30,3199.5,5,167,6,1756.9,,,13,48.2
2016,Muhlenberg County KY,,,,,,,,,,,,,,
2016,Multnomah County OR,25,488.6,93,174.7,266,745.9,396,573.1,101,472.3,11,271,2246,449
2016,Murray County GA,,,0,0,0,0,6,145.5,,,,,25,90.5
2016,Murray County MN,,,,,,,,,,,,,,
2016,Murray County OK,0,0,,,0,0,0,0,,,,,,
2016,Muscatine County IA,,,0,0,,,,,0,0,,,12,42.6
2016,Muscogee County GA,0,0,,,749,1031,26,236.3,53,1829.3,,,130,189.9
2016,Muskegon County MI,,,0,0,73,374.7,10,147.7,9,350.8,,,92,81.1
2016,Muskingum County OH,0,0,0,0,6,223.5,,,,,,,53,79.4
2016,Muskogee County OK,8,82.4,0,0,26,424.1,7,246.8,,,,,43,126.9
2016,Musselshell County MT,,,,,,,,,,,,,,
2016,Nacogdoches County TX,0,0,0,0,62,642.6,12,136.1,,,,,24,70
2016,Nance County NE,,,,,,,,,,,,,0,0
2016,Nantucket County MA,,,,,,,,,,,,,,
2016,Napa County CA,,,,,,,,,,,,,170,250
2016,Nash County NC,0,0,,,203,650.4,18,407.2,9,1086.3,,,36,86.4
2016,Nassau County FL,0,0,0,0,39,986.2,9,356.5,,,,,65,107
2016,Nassau County NY,0,0,30,28.2,705,535.2,837,473.2,596,5204.7,0,0,671,92.8
2016,Natchitoches Parish LA,,,0,0,84,651.4,,,,,,,24,134.8
2016,Natrona County WY,0,0,0,0,5,677.7,,,,,,,37,63
2016,Navajo County AZ,77,209.6,,,,,8,86,6,544.9,,,32,82.7
2016,Navarro County TX,0,0,0,0,36,712.7,15,163.2,6,1598.7,0,0,30,126.1
2016,Nelson County KY,,,,,,,,,,,,,,
2016,Nelson County ND,,,,,,,,,,,,,,
2016,Nelson County VA,,,,,6,395.7,,,0,0,,,11,103.4
2016,Nemaha County KS,,,,,,,0,0,,,,,0,0
2016,Nemaha County NE,,,,,,,,,,,,,,
2016,Neosho County KS,0,0,,,0,0,0,0,0,0,,,0,0
2016,Neshoba County MS,,,0,0,19,397.4,0,0,,,,,11,75.5
2016,Ness County KS,,,,,,,0,0,,,,,0,0
2016,Nevada County AR,,,,,,,,,,,,,,
2016,Nevada County CA,,,,,,,,,,,,,85,112.4
2016,New Castle County DE,,,6,23.8,1302,1169.2,178,444.6,67,928.2,,,436,153.5
2016,New Hanover County NC,,,5,172.7,312,1230.2,38,441.2,20,782.7,,,217,140.8
2016,New Haven County CT,,,19,63,1213,1353.9,1009,877.5,94,949.9,,,889,181.7
2016,New Kent County VA,0,0,0,0,13,532,,,,,,,8,55.4
2016,New London County CT,,,5,50.7,133,1040,110,519.9,15,294.8,,,244,134.8
2016,New Madrid County MO,,,,,11,495.8,,,0,0,,,,
2016,New York County NY,9,441.6,489,267.1,7390,4100.9,8927,2460.9,1753,7689.2,9,1683.5,8551,1212.2
2016,Newaygo County MI,,,0,0,,,,,0,0,,,22,59.6
2016,Newberry County SC,0,0,0,0,69,725.2,8,423.2,,,,,23,115.2
2016,Newport County RI,,,0,0,24,899.9,13,366.3,,,,,49,76.5
2016,Newport News City VA,0,0,,,516,884.2,32,274.8,17,428,,,101,146.2
2016,Newton County AR,,,,,,,0,0,,,,,5,78.1
2016,Newton County GA,,,0,0,226,600.1,15,382.9,23,2071.6,,,44,102.8
2016,Newton County IN,,,,,,,0,0,0,0,,,7,63.9
2016,Newton County MO,0,0,0,0,0,0,,,0,0,,,6,14.1
2016,Newton County MS,,,,,22,420.4,,,5,4337.3,,,9,81.2
2016,Newton County TX,,,,,,,0,0,,,,,,
2016,Nez Perce County ID,,,,,,,,,,,,,,
2016,Niagara County NY,0,0,,,58,491.7,26,601.3,32,1160.7,,,92,57.8
2016,Nicholas County KY,,,,,,,,,,,,,,
2016,Nicholas County WV,,,,,,,0,0,0,0,,,7,33.3
2016,Nicollet County MN,,,0,0,6,777.6,0,0,,,,,7,27.2
2016,Niobrara County WY,,,,,,,,,,,,,0,0
2016,Noble County IN,,,0,0,0,0,5,146.4,,,,,17,48.9
2016,Noble County OH,,,,,18,4789.9,,,,,,,8,67.2
2016,Noble County OK,,,,,,,,,0,0,,,8,100.6
2016,Nobles County MN,,,,,9,1191,7,172.3,0,0,,,,
2016,Nodaway County MO,,,0,0,,,,,0,0,,,8,43.5
2016,Nolan County TX,,,,,,,5,118.8,,,,,10,139
2016,Nome Census Area AK,,,,,,,,,,,,,,
2016,Norfolk City VA,,,6,76.9,1000,1198.3,74,483.9,42,794.5,,,295,310.1
2016,Norfolk County MA,,,,,,,,,,,,,,
2016,Norman County MN,,,,,,,,,,,,,,
2016,North Slope Borough AK,,,,,,,,,,,,,,
2016,Northampton County NC,,,,,64,642.8,,,,,,,6,84.9
2016,Northampton County PA,0,0,,,13,103.4,29,98.9,5,166,,,45,21.8
2016,Northampton County VA,,,,,18,514.5,,,0,0,,,,
2016,Northumberland County PA,,,0,0,8,426.2,15,700.6,0,0,,,11,14.8
2016,Northumberland County VA,,,,,10,398.7,,,0,0,,,6,75.9
2016,Northwest Arctic Borough AK,,,,,,,,,,,,,,
2016,Norton City VA,,,,,0,0,0,0,,,,,0,0
2016,Norton County KS,,,,,,,0,0,,,,,,
2016,Nottoway County VA,,,,,47,888.7,,,,,,,16,218.1
2016,Nowata County OK,,,,,0,0,0,0,0,0,,,8,131.7
2016,Noxubee County MS,,,,,29,457.9,0,0,,,,,,
2016,Nuckolls County NE,,,,,,,,,,,,,0,0
2016,Nueces County TX,0,0,,,36,337,402,220.5,38,1640.9,,,131,138.7
2016,Nye County NV,0,0,0,0,8,688.9,9,186.8,5,627.7,0,0,38,126.2
2016,O'brien County IA,,,,,,,,,,,,,,
2016,Oakland County MI,,,24,31.4,883,598.8,121,323.7,73,445.1,,,808,103.1
2016,Obion County TN,,,,,13,500.3,,,0,0,,,18,81.9
2016,Ocean County NJ,0,0,,,121,829.5,120,301.5,50,1245.4,,,353,84
2016,Oceana County MI,0,0,,,0,0,,,0,0,,,,
2016,Ochiltree County TX,,,,,,,5,129.5,,,,,0,0
2016,Oconee County GA,,,0,0,5,335.7,,,,,,,9,34.7
2016,Oconee County SC,0,0,0,0,21,433.9,11,383.3,,,,,42,74.3
2016,Oconto County WI,0,0,0,0,,,0,0,,,,,7,22.7
2016,Ogemaw County MI,0,0,0,0,,,0,0,0,0,,,9,51.8
2016,Oglala Lakota County SD,,,,,,,,,,,,,,
2016,Ogle County IL,,,,,,,,,,,,,,
2016,Oglethorpe County GA,,,0,0,6,283.2,,,,,,,5,52.1
2016,Ohio County IN,,,,,,,,,,,,,,
2016,Ohio County KY,,,,,,,,,,,,,,
2016,Ohio County WV,,,0,0,7,581.3,,,,,,,29,84.4
2016,Okaloosa County FL,,,6,111.4,162,1040.7,34,254.5,10,221.3,,,172,135.2
2016,Okanogan County WA,,,0,0,0,0,8,144.1,,,,,13,53.8
2016,Okeechobee County FL,0,0,0,0,54,1807.8,29,376.7,,,,,40,174.8
2016,Okfuskee County OK,,,,,6,729.7,0,0,0,0,,,,
2016,Oklahoma County OK,,,29,124.8,622,652.5,222,241.7,104,445.8,,,1089,286.3
2016,Okmulgee County OK,,,0,0,11,406.6,,,,,,,20,94.2
2016,Oktibbeha County MS,,,0,0,52,340.7,,,,,,,12,47.6
2016,Oldham County KY,,,,,,,,,,,,,,
2016,Oldham County TX,,,,,,,0,0,,,,,0,0
2016,Oliver County ND,,,,,,,,,,,,,,
2016,Olmsted County MN,,,,,68,1065,54,1034.8,15,890.2,,,51,49
2016,Oneida County ID,,,,,,,,,,,,,,
2016,Oneida County NY,,,6,89.1,162,1457,206,2201.1,72,2954.3,,,147,89
2016,Oneida County WI,,,0,0,0,0,0,0,0,0,,,11,37.1
2016,Onondaga County NY,,,16,112.6,363,924.5,175,1078.2,149,2022.4,,,421,134.3
2016,Onslow County NC,0,0,,,141,616.4,35,195.5,11,271.6,,,91,85.9
2016,Ontario County NY,,,0,0,13,676.6,21,588.7,14,1362,,,56,65.3
2016,Ontonagon County MI,,,,,,,,,,,,,,
2016,Orange County CA,,,424,77.3,,,3109,369.1,157,277.8,,,2489,214.5
2016,Orange County FL,,,50,81.3,3451,1595.1,2017,608,219,1329.3,,,2338,487.1
2016,Orange County IN,,,,,,,0,0,0,0,,,12,76.5
2016,Orange County NC,,,10,105.1,114,794.3,31,360.6,14,662.9,,,97,109.9
2016,Orange County NY,0,0,,,232,743.7,363,628.9,141,2942.9,,,213,103
2016,Orange County TX,,,0,0,25,440,20,451.2,5,679.2,,,77,134.2
2016,Orange County VA,0,0,0,0,19,491.5,,,0,0,,,19,79.5
2016,Orange County VT,,,,,,,,,,,,,,
2016,Orangeburg County SC,,,0,0,382,841.3,12,978.3,7,1044.2,,,32,124.4
2016,Oregon County MO,0,0,,,,,0,0,0,0,,,9,106.2
2016,Orleans County NY,,,0,0,78,3409.8,109,7251.3,8,1901.4,,,33,106.8
2016,Orleans County VT,,,,,,,,,,,,,,
2016,Orleans Parish LA,,,18,177.5,3191,1660.2,242,1407.1,110,3098,,,1186,1083.2
2016,Osage County KS,,,,,,,,,0,0,,,,
2016,Osage County MO,,,,,,,,,,,,,,
2016,Osage County OK,5,92.6,0,0,15,325.7,,,7,296.9,,,23,87.7
2016,Osborne County KS,,,,,,,,,,,,,0,0
2016,Osceola County FL,,,6,76.5,223,848.7,621,432.5,19,613.6,,,248,255.6
2016,Osceola County IA,,,,,,,,,,,,,,
2016,Osceola County MI,0,0,,,,,,,,,,,11,59
2016,Oscoda County MI,,,,,,,,,,,,,,
2016,Oswego County NY,0,0,0,0,,,10,451.8,10,992.6,,,62,64.6
2016,Otero County CO,0,0,0,0,0,0,,,0,0,,,9,104
2016,Otero County NM,,,0,0,5,264.3,21,109.9,,,,,25,87.7
2016,Otoe County NE,,,,,,,,,,,,,,
2016,Otsego County MI,0,0,0,0,,,,,0,0,,,13,65.7
2016,Otsego County NY,0,0,0,0,,,10,552.3,6,1027.9,,,35,71.3
2016,Ottawa County KS,,,,,,,5,4136.7,,,,,11,234.2
2016,Ottawa County MI,0,0,,,18,539.7,14,70.2,,,,,82,40.8
2016,Ottawa County OH,,,0,0,,,,,,,,,7,21.2
2016,Ottawa County OK,,,0,0,,,,,,,0,0,,
2016,Otter Tail County MN,0,0,0,0,,,,,,,,,10,21.8
2016,Ouachita County AR,,,,,30,384.1,,,,,,,19,164.9
2016,Ouachita Parish LA,,,,,443,977.1,12,464.5,16,1490.5,,,113,145.5
2016,Ouray County CO,,,,,,,0,0,,,,,0,0
2016,Outagamie County WI,,,,,11,642,17,318.2,5,319.4,,,68,49.5
2016,Overton County TN,,,,,0,0,,,,,,,18,100.2
2016,Owen County IN,,,,,,,0,0,,,,,14,81.4
2016,Owen County KY,,,,,,,,,,,,,,
2016,Owsley County KY,,,,,,,,,,,,,,
2016,Owyhee County ID,,,,,,,,,,,,,,
2016,Oxford County ME,,,,,,,,,,,,,,
2016,Ozark County MO,,,,,,,,,,,,,,
2016,Ozaukee County WI,0,0,,,,,,,0,0,,,22,31.6
2016,Pacific County WA,0,0,0,0,0,0,,,,,,,25,157.3
2016,Page County IA,,,0,0,,,0,0,,,,,7,57.7
2016,Page County VA,,,,,,,0,0,0,0,,,12,62.2
2016,Palm Beach County FL,,,25,73.8,4692,2198.9,1156,456.1,190,1501.9,,,1715,233.1
2016,Palo Alto County IA,,,,,,,,,,,,,,
2016,Palo Pinto County TX,0,0,0,0,,,,,0,0,,,19,104.1
2016,Pamlico County NC,,,,,17,773.2,0,0,,,,,,
2016,Panola County MS,,,,,49,363.9,,,5,2595.5,,,18,130.8
2016,Panola County TX,,,0,0,10,328.6,,,,,,,14,95.8
2016,Park County CO,0,0,0,0,,,,,,,,,19,136.2
2016,Park County MT,0,0,,,,,0,0,,,,,,
2016,Park County WY,,,0,0,,,,,0,0,,,,
2016,Parke County IN,,,,,7,1936.9,0,0,,,,,13,95.7
2016,Parker County TX,0,0,,,,,22,192.3,,,,,67,73.5
2016,Parmer County TX,,,,,,,,,,,,,,
2016,Pasco County FL,,,8,77.7,175,822,162,279,28,485.1,,,643,189.3
2016,Pasquotank County NC,0,0,0,0,56,470.1,,,5,1078,,,12,64.2
2016,Passaic County NJ,,,10,44,832,1901.2,1023,636.9,147,3759,,,314,170.1
2016,Patrick County VA,,,,,,,0,0,0,0,,,7,49.5
2016,Paulding County GA,0,0,,,83,361.1,9,126.9,12,690.2,,,67,72.2
2016,Paulding County OH,,,,,,,,,0,0,,,6,40.9
2016,Pawnee County KS,,,,,,,,,,,,,7,139
2016,Pawnee County NE,,,,,,,,,,,,,0,0
2016,Pawnee County OK,,,,,0,0,0,0,,,,,8,73.9
2016,Payette County ID,,,,,,,,,,,,,,
2016,Payne County OK,,,,,11,413.1,12,412.7,6,200,,,30,54.6
2016,Peach County GA,,,0,0,83,838.4,,,,,,,11,103.3
2016,Pearl River County MS,,,0,0,43,774,,,6,1104.4,,,45,117.9
2016,Pecos County TX,,,0,0,0,0,6,70.2,,,,,6,167.8
2016,Pembina County ND,,,,,,,,,,,,,,
2016,Pemiscot County MO,,,,,16,466.6,0,0,,,,,6,60.5
2016,Pend Oreille County WA,0,0,,,,,0,0,0,0,,,8,78.2
2016,Pender County NC,,,0,0,38,484.1,10,360.1,8,1289.5,,,47,124.3
2016,Pendleton County KY,,,,,,,,,,,,,,
2016,Pendleton County WV,,,,,,,,,,,,,,
2016,Pennington County MN,,,,,,,,,,,,,,
2016,Pennington County SD,,,,,,,,,,,,,,
2016,Penobscot County ME,,,,,,,,,,,,,,
2016,Peoria County IL,,,,,,,,,,,,,,
2016,Pepin County WI,,,,,,,,,,,,,,
2016,Perkins County NE,,,,,,,,,,,,,0,0
2016,Perkins County SD,,,,,,,,,,,,,,
2016,Perquimans County NC,,,,,13,488.3,0,0,0,0,,,7,82.4
2016,Perry County AL,,,,,18,341,,,,,,,,
2016,Perry County AR,,,,,0,0,,,0,0,,,8,98.8
2016,Perry County IL,,,,,,,,,,,,,,
2016,Perry County IN,,,,,,,,,,,,,17,111.5
2016,Perry County KY,,,,,,,,,,,,,,
2016,Perry County MO,,,,,,,0,0,,,,,,
2016,Perry County MS,,,,,13,688.6,,,,,,,5,63.4
2016,Perry County OH,,,,,,,,,,,,,28,96.2
2016,Perry County PA,,,0,0,0,0,0,0,0,0,,,6,16
2016,Perry County TN,,,,,,,0,0,0,0,,,5,81.5
2016,Pershing County NV,0,0,,,,,,,,,,,,
2016,Person County NC,0,0,,,58,650,,,,,,,25,110.2
2016,Petersburg Census Area AK,,,,,,,,,,,,,,
2016,Petersburg City VA,,,0,0,116,566.5,5,482.4,,,,,13,311.6
2016,Petroleum County MT,,,,,,,,,,,,,0,0
2016,Pettis County MO,0,0,0,0,,,,,0,0,,,15,49.6
2016,Phelps County MO,0,0,0,0,,,0,0,0,0,,,10,29.5
2016,Phelps County NE,,,,,,,,,,,,,,
2016,Philadelphia County PA,28,932.3,164,166.6,11110,2084.5,2722,1599.4,616,3023.9,7,1937.8,2840,576.5
2016,Phillips County AR,,,,,43,460.1,,,,,,,,
2016,Phillips County CO,,,,,,,,,,,,,,
2016,Phillips County KS,,,,,,,,,,,,,,
2016,Phillips County MT,0,0,,,,,,,0,0,,,0,0
2016,Piatt County IL,,,,,,,,,,,,,,
2016,Pickaway County OH,0,0,,,79,3823,8,1379.4,,,,,62,136.6
2016,Pickens County AL,,,,,35,511.2,0,0,,,,,11,114.9
2016,Pickens County GA,,,0,0,,,,,,,,,26,104.7
2016,Pickens County SC,0,0,0,0,41,577.4,8,245.5,,,,,75,81.2
2016,Pickett County TN,,,,,,,,,,,,,,
2016,Pierce County GA,,,,,7,534.6,,,,,,,9,66.9
2016,Pierce County ND,,,,,,,,,,,,,,
2016,Pierce County NE,,,,,,,,,,,,,,
2016,Pierce County WA,16,190.4,32,67.3,300,616.6,209,321.6,136,405.4,12,120.2,680,136.5
2016,Pierce County WI,0,0,0,0,,,0,0,0,0,,,10,29.8
2016,Pike County AL,0,0,,,80,761.7,,,,,,,19,113.9
2016,Pike County AR,,,,,0,0,,,,,,,,
2016,Pike County GA,,,,,,,0,0,0,0,,,,
2016,Pike County IL,,,,,,,,,,,,,,
2016,Pike County IN,,,,,,,,,,,,,,
2016,Pike County KY,,,,,,,,,,,,,17,33.9
2016,Pike County MO,,,,,7,544.5,0,0,0,0,,,6,43.7
2016,Pike County MS,0,0,,,111,670.7,,,5,2961.9,,,13,88.7
2016,Pike County OH,0,0,,,,,0,0,,,,,20,88.7
2016,Pike County PA,,,0,0,16,611.8,10,209.6,6,1072.2,,,29,72.8
2016,Pima County AZ,,,21,77.9,270,950.1,778,264.9,64,475.3,,,1181,247.3
2016,Pinal County AZ,,,9,146.3,73,478.8,486,507.1,12,236,,,253,121.7
2016,Pine County MN,0,0,0,0,5,902.5,,,,,,,10,44.7
2016,Pinellas County FL,0,0,37,131.4,1331,1642.6,439,607.7,137,1209.9,0,0,2381,365.4
2016,Pipestone County MN,,,,,,,,,,,,,,
2016,Piscataquis County ME,,,,,,,,,,,,,,
2016,Pitkin County CO,,,0,0,0,0,6,415.4,0,0,,,14,100.2
2016,Pitt County NC,,,,,390,776.1,33,424.3,11,545.9,,,103,119.8
2016,Pittsburg County OK,,,,,10,766,,,,,,,22,81.8
2016,Pittsylvania County VA,0,0,0,0,53,458,,,,,,,19,47.5
2016,Piute County UT,,,,,,,,,,,,,0,0
2016,Placer County CA,,,,,,,,,,,,,219,90.9
2016,Plaquemines Parish LA,0,0,0,0,20,527.9,,,,,,,13,103.7
2016,Platte County MO,0,0,,,26,500.3,14,314.3,,,0,0,60,88.3
2016,Platte County NE,,,,,,,,,,,,,,
2016,Platte County WY,,,,,,,,,,,,,,
2016,Pleasants County WV,,,,,,,,,,,,,8,127.9
2016,Plumas County CA,,,,,,,,,,,,,,
2016,Plymouth County IA,,,0,0,,,,,0,0,,,10,51.5
2016,Plymouth County MA,,,,,,,,,,,,,,
2016,Pocahontas County IA,,,,,,,,,,,,,,
2016,Pocahontas County WV,,,,,,,,,,,,,,
2016,Poinsett County AR,,,,,,,0,0,,,,,17,96.3
2016,Pointe Coupee Parish LA,,,,,38,599.4,,,,,,,11,95
2016,Polk County AR,0,0,0,0,,,,,0,0,,,11,73
2016,Polk County FL,,,7,66.9,1028,1325.2,432,398.9,65,1003.3,,,694,195.5
2016,Polk County GA,,,0,0,6,141.6,,,,,,,25,98.7
2016,Polk County IA,0,0,30,171.1,162,687.8,72,267.3,48,885.6,0,0,423,135.3
2016,Polk County MN,0,0,,,,,,,0,0,,,9,38.6
2016,Polk County MO,,,,,0,0,,,,,,,17,68.3
2016,Polk County NC,,,,,,,0,0,,,,,16,98.8
2016,Polk County NE,,,,,,,,,,,,,,
2016,Polk County OR,0,0,0,0,,,7,86.9,,,0,0,52,94.4
2016,Polk County TN,,,,,,,0,0,,,,,12,86.4
2016,Polk County TX,,,0,0,68,1591.7,23,406.6,17,4535.5,,,62,211.2
2016,Polk County WI,0,0,0,0,0,0,,,0,0,,,7,19.8
2016,Pondera County MT,0,0,,,,,,,,,,,0,0
2016,Pontotoc County MS,,,,,9,234.2,0,0,,,,,12,60.1
2016,Pontotoc County OK,,,0,0,,,0,0,,,,,19,86.5
2016,Pope County AR,0,0,0,0,,,,,,,,,42,91.8
2016,Pope County IL,,,,,,,,,,,,,,
2016,Pope County MN,,,,,,,,,,,,,8,89
2016,Poquoson City VA,,,0,0,0,0,0,0,0,0,,,5,52.7
2016,Portage County OH,0,0,0,0,14,236.4,,,6,307.8,,,71,55.5
2016,Portage County WI,0,0,,,,,,,,,,,24,42.5
2016,Porter County IN,0,0,,,23,482.9,17,133.4,,,,,95,79
2016,Portsmouth City VA,,,,,376,920.5,17,563.1,13,857.2,,,62,198.1
2016,Posey County IN,,,0,0,0,0,0,0,,,,,9,43.2
2016,Pottawatomie County KS,0,0,0,0,,,,,0,0,,,11,64.9
2016,Pottawatomie County OK,6,85.9,0,0,11,629.9,,,7,232.1,,,48,106.8
2016,Pottawattamie County IA,,,0,0,6,544.3,5,97.8,,,,,71,102.1
2016,Potter County PA,,,,,,,,,,,,,,
2016,Potter County SD,,,,,,,,,,,,,,
2016,Potter County TX,,,15,304.7,52,548.5,92,271.8,13,1210.5,,,86,186.4
2016,Powder River County MT,,,,,,,,,,,,,0,0
2016,Powell County KY,,,,,,,,,,,,,,
2016,Powell County MT,,,,,,,,,,,,,5,91.5
2016,Power County ID,,,,,,,,,,,,,,
2016,Poweshiek County IA,,,0,0,,,,,0,0,,,8,54.5
2016,Powhatan County VA,,,0,0,44,1610.5,,,,,,,27,127.2
2016,Prairie County AR,,,,,,,,,,,,,7,115.8
2016,Prairie County MT,,,,,,,,,,,,,,
2016,Pratt County KS,,,,,,,,,,,,,,
2016,Preble County OH,,,0,0,,,,,0,0,,,16,47.6
2016,Prentiss County MS,,,,,,,0,0,,,,,9,50.7
2016,Presidio County TX,,,0,0,,,5,103.4,,,,,0,0
2016,Presque Isle County MI,,,,,,,,,,,,,,
2016,Preston County WV,,,,,9,2623.7,,,,,,,12,42.8
2016,Price County WI,,,,,,,,,,,,,,
2016,Prince Edward County VA,,,0,0,29,457.3,9,1897,,,,,,
2016,Prince George County VA,0,0,0,0,62,605.3,12,522.6,,,,,18,99.4
2016,Prince George's County MD,,,,,4804,996.5,513,432.6,,,,,284,264.9
2016,Prince William County VA,0,0,9,27.6,482,635.7,149,190.3,27,258.3,0,0,145,86.8
2016,Prince of Wales-Hyder Census Area AK,,,,,,,,,,,,,,
2016,Providence County RI,,,31,131.7,467,1053.9,597,553.6,50,545.4,,,670,189.6
2016,Prowers County CO,,,,,,,,,,,,,,
2016,Pueblo County CO,0,0,,,15,598,89,159.5,,,0,0,96,126.5
2016,Pulaski County AR,,,,,1004,873.5,100,595.1,112,2457.9,,,592,326.1
2016,Pulaski County GA,,,,,17,557.6,,,,,,,7,111.6
2016,Pulaski County IL,,,,,,,,,,,,,,
2016,Pulaski County IN,,,,,,,0,0,,,,,,
2016,Pulaski County KY,,,,,,,,,,,,,36,70.3
2016,Pulaski County MO,0,0,0,0,19,374.7,,,,,,,13,42.2
2016,Pulaski County VA,,,0,0,7,472.3,,,0,0,,,13,47.3
2016,Pushmataha County OK,,,,,,,,,,,,,,
2016,Putnam County FL,,,0,0,151,1664.9,17,331.3,6,936.2,,,55,120.5
2016,Putnam County GA,,,,,16,346.9,,,,,,,6,48
2016,Putnam County IL,,,,,,,,,,,,,,
