Year,Full Name,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates
2014,Morris County KS,,,,,,,,,,,,,,
2014,Morris County NJ,,,9,22.6,154,1172.3,231,464.1,63,1475.4,,,327,104.6
2014,Morris County TX,,,,,,,,,,,,,8,112.8
2014,Morrison County MN,,,0,0,,,0,0,0,0,,,10,37.8
2014,Morrow County OH,,,0,0,0,0,,,0,0,,,16,56.8
2014,Morrow County OR,0,0,,,,,6,218.2,0,0,,,,
2014,Morton County KS,,,,,,,0,0,,,,,0,0
2014,Morton County ND,,,,,,,,,,,,,,
2014,Motley County TX,,,,,,,,,,,,,,
2014,Moultrie County IL,,,,,,,,,,,,,,
2014,Mountrail County ND,,,,,,,,,,,,,,
2014,Mower County MN,,,,,15,1642.2,7,245.9,6,2069.7,,,11,40.1
2014,Muhlenberg County KY,,,,,,,,,,,,,,
2014,Multnomah County OR,22,436,76,157.6,266,779,338,529.6,98,495.7,11,292.8,2280,466.1
2014,Murray County GA,,,0,0,0,0,,,0,0,,,28,101
2014,Murray County MN,,,,,,,,,,,,,,
2014,Murray County OK,,,,,,,,,,,,,,
2014,Muscatine County IA,,,,,,,,,0,0,,,12,42.1
2014,Muscogee County GA,0,0,,,687,937.6,32,296,44,1561.8,,,127,176.8
2014,Muskegon County MI,,,0,0,59,303.6,11,176.4,,,,,71,62.7
2014,Muskingum County OH,0,0,0,0,6,221.7,,,,,,,51,76.4
2014,Muskogee County OK,10,104.3,0,0,27,431.8,,,5,132.6,,,43,123.8
2014,Musselshell County MT,,,,,,,,,,,,,,
2014,Nacogdoches County TX,0,0,0,0,63,663.5,18,214,,,,,21,61
2014,Nance County NE,,,,,,,,,,,,,,
2014,Nantucket County MA,,,,,,,,,,,,,,
2014,Napa County CA,,,,,,,,,,,,,126,183.3
2014,Nash County NC,0,0,,,164,536,14,331.4,9,1151,,,30,70.7
2014,Nassau County FL,0,0,0,0,33,845.7,,,,,,,52,89.7
2014,Nassau County NY,0,0,24,24.3,675,525.4,799,469.7,568,5276.2,0,0,653,88.4
2014,Natchitoches Parish LA,,,0,0,74,573.9,,,,,,,24,133.8
2014,Natrona County WY,0,0,0,0,,,,,,,,,22,37.1
2014,Navajo County AZ,71,196.6,,,,,6,67.2,5,487.3,,,25,64.7
2014,Navarro County TX,0,0,0,0,34,660.6,14,161.3,7,2033,0,0,35,145.6
2014,Nelson County KY,,,,,,,,,,,,,,
2014,Nelson County ND,,,,,,,,,,,,,,
2014,Nelson County VA,,,,,,,,,0,0,,,13,121.7
2014,Nemaha County KS,,,,,,,,,,,,,,
2014,Nemaha County NE,,,,,,,,,,,,,,
2014,Neosho County KS,0,0,,,0,0,0,0,0,0,,,0,0
2014,Neshoba County MS,,,,,24,515.2,0,0,,,,,18,122.3
2014,Ness County KS,,,,,,,0,0,,,,,0,0
2014,Nevada County AR,,,,,6,272.1,0,0,,,,,0,0
2014,Nevada County CA,,,,,,,,,,,,,64,84.7
2014,New Castle County DE,,,,,1311,1217.1,165,438.7,64,955.4,,,449,156.1
2014,New Hanover County NC,,,,,272,1084.3,32,399,21,905.3,0,0,195,132.8
2014,New Haven County CT,,,21,72.9,1171,1337.5,940,858.9,95,1018.8,,,882,176.2
2014,New Kent County VA,0,0,0,0,10,422.2,,,,,,,8,58.1
2014,New London County CT,,,,,119,933.4,118,585.8,16,326.4,0,0,230,125
2014,New Madrid County MO,,,,,10,447.9,0,0,0,0,,,5,40.1
2014,New York County NY,11,539.2,465,263.3,7282,4013.4,8567,2377.1,1750,8036.8,6,1079.4,8565,1209.1
2014,Newaygo County MI,,,0,0,,,,,,,,,16,43.4
2014,Newberry County SC,,,0,0,50,523.7,6,328.4,,,,,15,75.6
2014,Newport County RI,0,0,,,19,756.5,10,299.5,,,,,51,79.3
2014,Newport News City VA,0,0,,,487,840,28,251.1,19,502.6,,,100,140.2
2014,Newton County AR,,,,,,,0,0,,,,,,
2014,Newton County GA,,,0,0,200,573.8,15,437.9,13,1273.4,,,47,108.7
2014,Newton County IN,,,,,,,,,,,,,7,63
2014,Newton County MO,0,0,0,0,,,,,0,0,0,0,13,30.5
2014,Newton County MS,,,,,29,549.8,,,8,7785.2,,,10,88.8
2014,Newton County TX,,,,,,,0,0,,,,,,
2014,Nez Perce County ID,,,,,,,,,,,,,,
2014,Niagara County NY,0,0,,,50,428.6,26,651.1,36,1421.7,,,81,50.3
2014,Nicholas County KY,,,,,,,,,,,,,,
2014,Nicholas County WV,,,,,,,0,0,0,0,,,6,28.1
2014,Nicollet County MN,,,0,0,7,1102.2,0,0,,,,,10,38.9
2014,Niobrara County WY,,,,,,,,,,,,,0,0
2014,Noble County IN,,,0,0,0,0,,,0,0,,,16,46
2014,Noble County OH,,,,,21,5505.8,,,,,,,7,58.2
2014,Noble County OK,0,0,,,0,0,,,0,0,,,8,99.3
2014,Nobles County MN,,,,,14,2069.5,10,259.3,0,0,,,,
2014,Nodaway County MO,,,0,0,,,0,0,0,0,,,10,53.2
2014,Nolan County TX,,,,,,,6,147.1,,,,,14,188.3
2014,Nome Census Area AK,,,,,,,,,,,,,,
2014,Norfolk City VA,,,5,65.8,1052,1250.5,74,511.5,55,1112.4,,,341,354.9
2014,Norfolk County MA,,,,,,,,,,,,,,
2014,Norman County MN,,,,,,,,,,,,,,
2014,North Slope Borough AK,,,,,,,,,,,,,,
2014,Northampton County NC,,,,,57,555,,,,,,,6,83.5
2014,Northampton County PA,0,0,,,41,346.2,94,345.2,18,646.9,,,111,53.4
2014,Northampton County VA,,,,,20,563.1,,,0,0,,,,
2014,Northumberland County PA,0,0,0,0,14,758.6,14,719.8,,,,,31,41
2014,Northumberland County VA,,,,,11,442.5,,,,,,,6,75.9
2014,Northwest Arctic Borough AK,,,,,,,,,,,,,,
2014,Norton City VA,,,,,,,,,,,,,,
2014,Norton County KS,,,,,,,,,,,,,,
2014,Nottoway County VA,,,,,30,579.8,,,0,0,,,12,161.8
2014,Nowata County OK,,,,,0,0,0,0,0,0,,,8,129.7
2014,Noxubee County MS,,,,,33,514.7,,,,,,,,
2014,Nuckolls County NE,,,,,,,,,,,,,0,0
2014,Nueces County TX,,,,,30,285.8,364,206.5,35,1660.1,0,0,138,143.4
2014,Nye County NV,,,0,0,9,778.7,7,152.8,,,0,0,42,140.3
2014,O'brien County IA,,,,,,,,,,,,,,
2014,Oakland County MI,,,27,39.6,842,571,110,319.4,82,529.2,,,800,101.9
2014,Obion County TN,,,,,8,305.5,,,0,0,,,17,76.1
2014,Ocean County NJ,0,0,,,118,828.9,126,331.4,56,1486.1,,,365,87.2
2014,Oceana County MI,0,0,,,0,0,,,0,0,,,,
2014,Ochiltree County TX,,,,,,,,,,,,,,
2014,Oconee County GA,,,0,0,5,347.8,0,0,0,0,,,7,28.2
2014,Oconee County SC,,,0,0,9,191.2,6,228.6,0,0,,,23,41.3
2014,Oconto County WI,0,0,0,0,,,0,0,,,,,,
2014,Ogemaw County MI,0,0,,,,,0,0,0,0,,,7,40
2014,Oglala Lakota County SD,,,,,,,,,,,,,,
2014,Ogle County IL,,,,,,,,,,,,,,
2014,Oglethorpe County GA,,,,,,,0,0,,,,,,
2014,Ohio County IN,,,,,,,,,,,,,,
2014,Ohio County KY,,,,,,,,,,,,,,
2014,Ohio County WV,,,0,0,7,569.3,,,0,0,,,22,62.9
2014,Okaloosa County FL,,,6,116.6,168,1130.5,32,265,10,237.7,,,166,132.5
2014,Okanogan County WA,,,,,,,9,169.6,0,0,,,17,70.1
2014,Okeechobee County FL,0,0,0,0,43,1540.4,29,398.1,,,,,33,146.9
2014,Okfuskee County OK,,,,,,,0,0,0,0,,,5,76.9
2014,Oklahoma County OK,,,21,97.9,575,619.4,185,216.9,99,455.4,,,1069,282
2014,Okmulgee County OK,0,0,0,0,10,366.3,,,,,,,17,79.2
2014,Oktibbeha County MS,,,0,0,47,315.8,,,,,,,15,59.6
2014,Oldham County KY,,,,,,,,,,,,,,
2014,Oldham County TX,,,,,,,,,,,,,,
2014,Oliver County ND,,,,,,,,,,,,,,
2014,Olmsted County MN,,,,,66,1144.8,49,1006.3,12,821.7,,,54,52.4
2014,Oneida County ID,,,,,,,,,,,,,,
2014,Oneida County NY,,,6,95.1,170,1534.3,187,2118.8,61,2646.8,,,135,80.2
2014,Oneida County WI,,,0,0,0,0,0,0,0,0,,,9,30.2
2014,Onondaga County NY,,,13,95.3,329,840.7,153,988.8,142,2054.2,,,400,126
2014,Onslow County NC,0,0,,,125,553.7,26,151.6,9,238.4,,,71,66.8
2014,Ontario County NY,,,0,0,8,425.9,13,388.5,10,1004.5,,,49,57
2014,Ontonagon County MI,,,,,,,,,,,,,,
2014,Orange County CA,,,366,70.7,,,2889,350.7,170,320.9,,,2587,220.9
2014,Orange County FL,5,209.6,40,70.4,3299,1617.2,1760,588.9,192,1270.7,6,509.1,2217,468.2
2014,Orange County IN,,,,,,,0,0,0,0,,,14,88.1
2014,Orange County NC,,,8,89.9,124,875.3,29,355.8,10,506.1,,,97,111.5
2014,Orange County NY,0,0,,,220,740.1,329,601.8,137,3006.3,,,203,97.2
2014,Orange County TX,0,0,0,0,27,483.8,18,442.2,,,,,81,141.7
2014,Orange County VA,0,0,0,0,17,457.1,0,0,,,,,21,88.3
2014,Orange County VT,,,,,,,,,,,,,,
2014,Orangeburg County SC,,,0,0,169,365.5,7,585.1,5,807.9,,,16,61.2
2014,Oregon County MO,0,0,,,,,0,0,0,0,,,7,81.1
2014,Orleans County NY,,,0,0,81,3614.8,112,7648.1,9,2183.7,,,30,95.2
2014,Orleans County VT,,,,,,,,,,,,,,
2014,Orleans Parish LA,,,16,165.1,3038,1613,224,1330.4,110,3370.8,,,1135,1063.3
2014,Osage County KS,,,,,,,,,0,0,,,,
2014,Osage County MO,,,,,,,,,,,,,0,0
2014,Osage County OK,,,0,0,19,423.8,6,530.7,6,258.8,,,34,128.4
2014,Osborne County KS,,,,,,,,,,,,,,
2014,Osceola County FL,,,5,69,178,735.6,574,457,16,569.5,,,230,241
2014,Osceola County IA,,,,,,,0,0,,,,,0,0
2014,Osceola County MI,0,0,,,,,,,,,,,9,48.3
2014,Oscoda County MI,,,,,,,,,,,,,,
2014,Oswego County NY,0,0,0,0,,,14,672.2,12,1291.5,,,59,60.6
2014,Otero County CO,,,0,0,0,0,5,85.2,0,0,,,6,68.4
2014,Otero County NM,,,0,0,,,24,130.3,,,,,22,75.7
2014,Otoe County NE,,,,,,,,,,,,,,
2014,Otsego County MI,0,0,0,0,,,,,,,,,9,45.8
2014,Otsego County NY,,,0,0,,,10,568.9,7,1241.1,,,28,56.2
2014,Ottawa County KS,,,,,,,,,,,,,17,355.3
2014,Ottawa County MI,0,0,,,14,439.8,15,80.2,,,,,73,36.9
2014,Ottawa County OH,,,0,0,,,,,,,,,9,27.1
2014,Ottawa County OK,,,0,0,,,,,,,0,0,7,38.5
2014,Otter Tail County MN,0,0,0,0,0,0,,,,,,,5,10.8
2014,Ouachita County AR,,,,,24,298.3,,,,,,,13,109.7
2014,Ouachita Parish LA,,,,,421,937.5,8,324.1,12,1188,,,108,139.2
2014,Ouray County CO,,,,,,,0,0,,,,,0,0
2014,Outagamie County WI,,,,,8,526.8,19,375.6,,,,,58,42.7
2014,Overton County TN,,,,,0,0,0,0,0,0,,,12,67.1
2014,Owen County IN,,,,,,,0,0,,,,,15,86.7
2014,Owen County KY,,,,,,,,,,,,,,
2014,Owsley County KY,,,,,,,,,,,,,,
2014,Owyhee County ID,,,,,,,,,,,,,,
2014,Oxford County ME,,,,,,,,,,,,,,
2014,Ozark County MO,,,,,,,0,0,0,0,,,6,76.8
2014,Ozaukee County WI,0,0,0,0,,,0,0,0,0,,,24,34.5
2014,Pacific County WA,0,0,0,0,0,0,,,,,,,26,168.6
2014,Page County IA,,,0,0,,,0,0,,,,,9,73.1
2014,Page County VA,,,,,0,0,,,0,0,,,11,56.8
2014,Palm Beach County FL,,,17,55.3,4606,2289.8,1080,465.2,174,1482.3,,,1614,221.9
2014,Palo Alto County IA,,,,,,,,,,,,,,
2014,Palo Pinto County TX,0,0,0,0,,,,,0,0,,,21,115.3
2014,Pamlico County NC,,,,,12,529.6,0,0,,,,,,
2014,Panola County MS,,,,,43,321,,,6,3417.7,,,18,129.3
2014,Panola County TX,,,0,0,7,224.4,,,,,,,16,108.3
2014,Park County CO,0,0,0,0,,,,,0,0,,,14,105.9
2014,Park County MT,,,,,,,,,,,,,,
2014,Park County WY,0,0,0,0,,,,,0,0,,,,
2014,Parke County IN,,,,,7,1712.2,0,0,,,,,11,79.2
2014,Parker County TX,0,0,,,,,16,161.2,,,,,63,72
2014,Parmer County TX,,,,,,,,,,,,,,
2014,Pasco County FL,,,7,77,141,750,138,272.9,25,499.4,,,581,176.5
2014,Pasquotank County NC,0,0,0,0,55,452,5,393.1,,,,,12,64.5
2014,Passaic County NJ,,,11,49.7,858,1919.7,961,616.7,152,3903.2,,,303,160.2
2014,Patrick County VA,,,,,5,566.8,0,0,0,0,,,10,69.2
2014,Paulding County GA,,,0,0,57,279.7,8,129.8,5,325.9,,,63,70.1
2014,Paulding County OH,,,,,,,,,0,0,,,9,60.9
2014,Pawnee County KS,,,,,0,0,,,,,,,6,117.4
2014,Pawnee County NE,,,,,,,,,,,,,0,0
2014,Pawnee County OK,5,296.6,,,0,0,0,0,,,,,,
2014,Payette County ID,,,,,,,,,,,,,,
2014,Payne County OK,,,,,12,471.3,18,662.4,,,,,23,42.3
2014,Peach County GA,,,0,0,81,801.4,,,,,,,12,112.6
2014,Pearl River County MS,,,0,0,40,716.8,,,8,1497.9,,,50,131.1
2014,Pecos County TX,,,0,0,,,6,71.2,,,,,6,162.1
2014,Pembina County ND,,,,,,,,,,,,,,
2014,Pemiscot County MO,,,,,14,400.8,0,0,,,,,6,58.4
2014,Pend Oreille County WA,0,0,,,,,0,0,0,0,,,7,69.3
2014,Pender County NC,,,0,0,36,460.6,6,246.5,5,849.1,,,33,92.1
2014,Pendleton County KY,,,,,,,,,,,,,,
2014,Pendleton County WV,,,,,,,,,,,,,,
2014,Pennington County MN,,,,,,,,,,,,,,
2014,Pennington County SD,,,,,,,,,,,,,,
2014,Penobscot County ME,,,,,,,,,,,,,,
2014,Peoria County IL,,,,,,,,,,,,,,
2014,Pepin County WI,,,,,,,,,,,,,,
2014,Perkins County NE,,,,,,,,,,,,,0,0
2014,Perkins County SD,,,,,,,,,,,,,,
2014,Perquimans County NC,,,,,11,403.1,,,,,,,,
2014,Perry County AL,,,,,15,275.8,,,,,,,,
2014,Perry County AR,,,,,0,0,0,0,0,0,,,5,61.2
2014,Perry County IL,,,,,,,,,,,,,,
2014,Perry County IN,,,,,0,0,,,,,,,,
2014,Perry County KY,,,,,,,,,,,,,,
2014,Perry County MO,,,,,,,,,,,,,,
2014,Perry County MS,,,,,7,363.6,0,0,,,,,5,63.8
2014,Perry County OH,,,,,0,0,,,,,,,26,89.5
2014,Perry County PA,,,0,0,,,,,0,0,,,25,66.9
2014,Perry County TN,,,,,0,0,0,0,0,0,,,7,113.4
2014,Pershing County NV,0,0,,,5,1923.1,,,,,,,,
2014,Person County NC,0,0,,,53,593.3,,,,,,,17,75.7
2014,Petersburg Census Area AK,,,,,,,,,,,,,,
2014,Petersburg City VA,,,0,0,244,1156.4,8,797.4,15,3509,,,24,545.1
2014,Petroleum County MT,,,,,,,,,,,,,0,0
2014,Pettis County MO,0,0,0,0,,,,,0,0,,,13,42.9
2014,Phelps County MO,0,0,0,0,,,0,0,0,0,,,13,38
2014,Phelps County NE,,,,,,,,,,,,,,
2014,Philadelphia County PA,23,766.6,138,147.2,10545,1977,2519,1565.4,585,2987.8,8,2115.9,2711,544.3
2014,Phillips County AR,,,,,40,411.3,,,,,,,,
2014,Phillips County CO,,,,,,,,,,,,,,
2014,Phillips County KS,,,,,,,0,0,,,,,0,0
2014,Phillips County MT,,,,,,,,,,,,,,
2014,Piatt County IL,,,,,,,,,,,,,,
2014,Pickaway County OH,,,0,0,94,4831.6,6,1081.5,8,1793.5,,,67,149.5
2014,Pickens County AL,,,,,31,453.2,,,,,,,8,83.1
2014,Pickens County GA,,,0,0,,,,,,,,,18,74.9
2014,Pickens County SC,0,0,0,0,18,263.8,,,,,,,31,34.1
2014,Pickett County TN,,,,,,,,,,,,,,
2014,Pierce County GA,,,,,,,,,,,,,7,52.5
2014,Pierce County ND,,,,,,,,,,,,,,
2014,Pierce County NE,,,,,,,,,,,,,,
2014,Pierce County WA,10,124.3,28,63.8,260,567.8,178,302.7,127,411.3,9,99.1,624,127.9
2014,Pierce County WI,,,0,0,0,0,0,0,0,0,,,10,30
2014,Pike County AL,0,0,,,76,737.1,,,,,,,17,102.2
2014,Pike County AR,,,,,,,0,0,,,,,,
2014,Pike County GA,,,,,,,0,0,0,0,,,,
2014,Pike County IL,,,,,,,,,,,,,,
2014,Pike County IN,,,,,,,0,0,,,,,7,68.1
2014,Pike County KY,,,,,,,,,,,,,11,21.1
2014,Pike County MO,,,,,15,1179.2,0,0,,,,,8,57.9
2014,Pike County MS,0,0,,,123,751.3,,,7,4489.9,,,16,106.4
2014,Pike County OH,0,0,,,,,0,0,0,0,,,18,79.7
2014,Pike County PA,,,0,0,27,1065.1,14,305.6,9,1617,,,45,111.3
2014,Pima County AZ,,,19,74.7,225,809,692,246.4,57,447.6,,,1151,240.2
2014,Pinal County AZ,,,6,104.2,66,470.2,442,498.8,17,365.9,,,219,111.1
2014,Pine County MN,0,0,0,0,6,1059.6,,,,,,,10,44.5
2014,Pinellas County FL,0,0,29,110.8,1205,1538.3,359,550,119,1140.1,0,0,2244,349.9
2014,Pipestone County MN,,,,,,,,,,,,,,
2014,Piscataquis County ME,,,,,,,,,,,,,,
2014,Pitkin County CO,,,0,0,,,8,564.2,0,0,,,19,137.8
2014,Pitt County NC,0,0,,,327,670.9,27,375.7,12,635.6,,,92,106.9
2014,Pittsburg County OK,,,,,10,746.8,,,,,,,28,102
2014,Pittsylvania County VA,0,0,0,0,53,450.6,,,6,1555.2,,,17,42.2
2014,Piute County UT,,,,,,,,,,,,,0,0
2014,Placer County CA,,,,,,,,,,,,,155,65.2
2014,Plaquemines Parish LA,0,0,,,16,432.3,,,,,,,20,156.9
2014,Platte County MO,0,0,,,24,508.9,9,228.7,,,0,0,62,93.6
2014,Platte County NE,,,,,,,,,,,,,,
2014,Platte County WY,,,,,,,,,,,,,,
2014,Pleasants County WV,,,,,,,,,,,,,6,94.5
2014,Plumas County CA,,,,,,,,,,,,,,
2014,Plymouth County IA,,,0,0,,,0,0,0,0,,,6,30.9
2014,Plymouth County MA,,,,,,,,,,,,,,
2014,Pocahontas County IA,,,,,,,,,,,,,,
2014,Pocahontas County WV,,,,,,,,,,,,,,
2014,Poinsett County AR,,,,,,,0,0,,,,,8,44.7
2014,Pointe Coupee Parish LA,,,,,36,565.6,,,,,,,10,85.3
2014,Polk County AR,0,0,0,0,,,,,0,0,,,8,52.5
2014,Polk County FL,,,6,63.1,919,1247.6,355,377.2,56,962.8,,,653,188
2014,Polk County GA,,,0,0,9,221.8,,,,,,,22,88
2014,Polk County IA,0,0,19,120.7,140,631.1,68,272.9,43,876.5,0,0,387,126.1
2014,Polk County MN,0,0,,,,,,,0,0,,,7,29.7
2014,Polk County MO,,,,,0,0,,,,,,,14,56.8
2014,Polk County NC,,,,,,,0,0,,,,,14,86.7
2014,Polk County NE,,,,,,,,,,,,,,
2014,Polk County OR,0,0,,,,,,,,,0,0,39,73.4
2014,Polk County TN,,,,,,,0,0,,,,,8,58
2014,Polk County TX,,,0,0,59,1360.8,23,440.8,10,3053.7,,,58,205.2
2014,Polk County WI,0,0,0,0,0,0,,,,,,,6,17
2014,Pondera County MT,0,0,,,,,,,,,,,0,0
2014,Pontotoc County MS,,,,,6,161.4,0,0,,,,,11,56
2014,Pontotoc County OK,,,0,0,,,,,,,,,19,85.5
2014,Pope County AR,0,0,,,,,,,,,,,36,78.5
2014,Pope County IL,,,,,,,,,,,,,,
2014,Pope County MN,,,,,,,,,,,,,6,66.6
2014,Poquoson City VA,,,0,0,,,0,0,0,0,,,,
2014,Portage County OH,0,0,0,0,13,220.3,,,,,,,72,56.2
2014,Portage County WI,0,0,,,,,0,0,,,,,21,37.2
2014,Porter County IN,0,0,0,0,16,357.1,15,126.5,,,,,98,81.2
2014,Portsmouth City VA,,,,,459,1122,20,706.5,17,1141.2,,,82,254.3
2014,Posey County IN,,,,,0,0,0,0,0,0,,,10,47.9
2014,Pottawatomie County KS,0,0,0,0,0,0,,,0,0,,,10,61.2
2014,Pottawatomie County OK,,,0,0,10,590,,,5,175.6,,,41,91.8
2014,Pottawattamie County IA,,,0,0,7,655.6,7,147.2,,,,,84,120.3
2014,Potter County PA,,,,,,,,,,,,,,
2014,Potter County SD,,,,,,,,,,,,,,
2014,Potter County TX,,,14,306.4,43,451.1,83,250.1,13,1270.7,,,78,162.5
2014,Powder River County MT,,,,,,,,,,,,,0,0
2014,Powell County KY,,,,,,,,,,,,,,
2014,Powell County MT,0,0,,,,,0,0,,,,,11,198.5
2014,Power County ID,,,,,,,,,,,,,,
2014,Poweshiek County IA,,,,,,,,,,,,,,
2014,Powhatan County VA,,,0,0,65,1979.2,,,,,,,25,120.9
2014,Prairie County AR,,,,,,,,,,,,,,
2014,Prairie County MT,,,,,,,,,,,,,,
2014,Pratt County KS,,,,,,,,,,,,,,
2014,Preble County OH,,,0,0,,,,,0,0,,,15,44.3
2014,Prentiss County MS,,,,,5,171.3,0,0,,,,,9,50.5
2014,Presidio County TX,,,0,0,,,5,103.5,,,,,0,0
2014,Presque Isle County MI,,,,,,,,,,,,,,
2014,Preston County WV,,,,,20,5182.1,6,2464.9,,,,,12,42.4
2014,Price County WI,,,,,,,,,,,,,,
2014,Prince Edward County VA,,,0,0,28,444.9,8,1706.9,,,,,7,53.8
2014,Prince George County VA,,,0,0,77,771.3,12,566.2,6,1086.4,,,17,93.8
2014,Prince George's County MD,,,,,4010,837.9,397,358.6,,,,,232,206.6
2014,Prince William County VA,0,0,7,23.6,365,505.7,106,147.3,16,167.3,0,0,128,75.7
2014,Prince of Wales-Hyder Census Area AK,,,,,,,,,,,,,,
2014,Providence County RI,,,30,133.3,442,1032.3,557,550.8,47,534.2,,,671,186.3
2014,Prowers County CO,,,,,,,5,153.6,0,0,,,,
2014,Pueblo County CO,0,0,,,9,373.9,70,129.8,,,0,0,72,96.2
2014,Pulaski County AR,,,,,869,777,90,550.3,112,2634.2,,,549,298.4
2014,Pulaski County GA,,,,,20,654.8,,,,,,,9,140.3
2014,Pulaski County IL,,,,,,,,,,,,,,
2014,Pulaski County IN,,,,,,,0,0,,,,,5,48.3
2014,Pulaski County KY,,,,,,,,,,,,,27,52.9
2014,Pulaski County MO,0,0,0,0,19,365.1,,,,,0,0,19,60.2
2014,Pulaski County VA,,,0,0,8,525.8,,,,,,,14,50.9
2014,Pushmataha County OK,,,,,,,0,0,,,,,,
2014,Putnam County FL,0,0,0,0,156,1727.3,10,204.7,,,,,57,125.1
2014,Putnam County GA,,,,,16,356.1,,,,,,,,
2014,Putnam County IL,,,,,,,,,,,,,,
2014,Putnam County IN,,,0,0,16,1092.9,,,,,,,37,123.9
2014,Putnam County MO,,,,,,,,,,,,,,
2014,Putnam County NY,,,0,0,13,632,30,291.2,24,3103.9,,,55,78
2014,Putnam County OH,,,,,,,,,,,,,,
2014,Putnam County TN,0,0,,,6,473.3,13,435.7,,,,,61,105.9
2014,Putnam County WV,0,0,0,0,0,0,0,0,,,,,20,43.8
2014,Quay County NM,,,,,,,,,,,,,,
2014,Queen Anne's County MD,,,,,,,,,,,,,,
2014,Queens County NY,9,141.7,512,102.8,4908,1376.8,6244,1192.5,1239,3823.8,5,226.5,1959,364.7
2014,Quitman County GA,,,,,,,,,,,,,0,0
2014,Quitman County MS,,,,,23,532.7,,,,,,,,
2014,Rabun County GA,,,0,0,,,,,0,0,,,7,54.9
2014,Racine County WI,,,0,0,78,466.4,25,146.1,8,398,,,81,65.5
2014,Radford City VA,,,0,0,,,,,0,0,,,8,60.2
2014,Rains County TX,,,,,,,,,0,0,,,,
2014,Raleigh County WV,,,0,0,33,613.9,5,532.5,14,1791.1,,,69,118.5
2014,Ralls County MO,,,,,,,,,,,,,,
2014,Ramsey County MN,,,31,57,506,1134,129,459.4,43,472.4,,,470,155.9
2014,Ramsey County ND,,,,,,,,,,,,,,
2014,Randall County TX,0,0,,,10,360.9,24,128.8,7,634.3,,,57,69.9
2014,Randolph County AL,,,,,8,221.3,0,0,0,0,,,,
2014,Randolph County AR,,,,,0,0,0,0,0,0,,,7,49.6
2014,Randolph County GA,,,,,26,703.6,,,,,,,,
2014,Randolph County IL,,,,,,,,,,,,,,
2014,Randolph County IN,,,,,0,0,,,0,0,,,17,83.9
2014,Randolph County MO,,,0,0,12,930.4,,,0,0,,,9,47.4
2014,Randolph County NC,0,0,,,52,746.9,22,209,8,828.3,,,108,109.4
2014,Randolph County WV,,,,,,,0,0,0,0,,,18,73.6
2014,Rankin County MS,0,0,,,271,1125.8,13,450.6,20,2473.2,,,120,128.6
2014,Ransom County ND,,,,,,,,,,,,,,
2014,Rapides Parish LA,,,,,309,935.1,11,381.9,9,717.9,,,96,139.2
2014,Rappahannock County VA,,,,,,,,,,,,,5,85.8
2014,Ravalli County MT,0,0,0,0,,,0,0,,,,,15,45.4
2014,Rawlins County KS,,,,,,,,,,,,,,
2014,Ray County MO,0,0,,,0,0,0,0,,,,,7,38.4
2014,Reagan County TX,,,,,,,,,,,,,,
2014,Real County TX,,,,,,,,,,,,,,
2014,Red Lake County MN,,,,,,,,,,,,,,
2014,Red River County TX,0,0,,,,,0,0,0,0,,,7,87.8
2014,Red River Parish LA,,,,,12,440.4,0,0,,,,,,
2014,Red Willow County NE,,,,,,,,,,,,,,
2014,Redwood County MN,,,,,,,,,,,,,,
2014,Reeves County TX,,,0,0,,,90,1019.1,,,,,,
2014,Refugio County TX,,,,,,,,,,,,,,
2014,Reno County KS,0,0,0,0,,,,,,,,,24,52.1
2014,Rensselaer County NY,0,0,,,56,684.9,38,757,39,2019.6,,,114,96.5
2014,Renville County MN,,,,,,,,,,,,,,
2014,Renville County ND,,,,,,,,,,,,,,
2014,Republic County KS,,,,,,,,,,,,,,
2014,Reynolds County MO,,,,,,,,,,,,,,
2014,Rhea County TN,0,0,0,0,,,0,0,0,0,,,14,55.6
2014,Rice County KS,,,,,0,0,,,0,0,,,,
2014,Rice County MN,0,0,0,0,21,972.5,10,283.2,,,,,18,38.4
2014,Rich County UT,,,,,,,,,,,,,,
2014,Richardson County NE,0,0,,,,,0,0,0,0,,,0,0
2014,Richland County IL,,,,,,,,,,,,,,
2014,Richland County MT,,,,,,,,,,,,,,
2014,Richland County ND,,,,,,,,,,,,,,
2014,Richland County OH,,,0,0,65,670.6,10,656,6,459.9,,,57,63.6
2014,Richland County SC,0,0,,,1692,1112,61,404.9,51,1037.8,,,285,184.2
2014,Richland County WI,,,,,,,,,,,,,,
2014,Richland Parish LA,,,,,35,597.8,,,,,,,,
2014,Richmond City VA,0,0,6,136,1425,1588.5,86,851.1,89,3207.2,0,0,373,470.9
2014,Richmond County GA,0,0,,,983,1102.4,35,494.4,43,1570.1,,,157,247.8
2014,Richmond County NC,,,,,80,684,11,581.5,,,,,22,96.1
2014,Richmond County NY,,,16,49.7,636,1722.4,672,1028.7,152,3546.9,,,500,193.5
2014,Richmond County VA,,,,,28,1185.4,,,,,,,,
2014,Riley County KS,,,0,0,,,,,,,0,0,7,13.4
