Year,Full Name,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates
2010,Clay County TX,,,,,,,,,,
2010,Clay County WV,,,,,,,,,,
2010,Clayton County GA,100,208.6,238,598.5,271,681.8,275,767.5,116,278.5
2010,Clayton County IA,0,0,0,0,,,,,0,0
2010,Clear Creek County CO,,,,,,,5,270.6,8,270.5
2010,Clearfield County PA,,,6,64.4,15,133.8,23,175.4,,
2010,Clearwater County ID,,,,,,,,,,
2010,Clearwater County MN,,,,,,,,,,
2010,Cleburne County AL,0,0,0,0,,,,,,
2010,Cleburne County AR,,,,,8,284.8,10,260.5,,
2010,Clermont County OH,,,17,71.2,21,77.3,27,84.9,,
2010,Cleveland County AR,,,22,2229,26,2400.7,9,720,,
2010,Cleveland County NC,12,75.6,34,327.3,52,398.7,57,387.2,18,64.5
2010,Cleveland County OK,17,32.1,53,132.9,99,307.5,90,263.6,34,62.7
2010,Clinch County GA,,,,,5,588.2,9,955.4,6,343.1
2010,Clinton County IA,,,,,11,190.9,11,142.5,6,41
2010,Clinton County IL,,,,,,,,,,
2010,Clinton County IN,,,,,5,121.2,5,104.6,,
2010,Clinton County KY,,,,,,,,,,
2010,Clinton County MI,,,,,13,135.3,9,76.6,5,25.9
2010,Clinton County MO,,,5,223.1,18,688.1,13,388.8,,
2010,Clinton County NY,5,31.1,9,88.6,47,446.9,87,651.6,54,256.3
2010,Clinton County OH,,,,,6,115.9,5,76.3,,
2010,Clinton County PA,0,0,,,,,,,,
2010,Cloud County KS,,,,,,,,,,
2010,Coahoma County MS,14,276,18,567.5,37,1274.5,39,1126.5,19,313.2
2010,Coal County OK,,,,,,,,,,
2010,Cobb County GA,75,66.8,263,261.4,408,375.5,383,364.9,118,86.8
2010,Cochise County AZ,,,35,210,41,279,47,268.4,,
2010,Cochran County TX,,,,,,,,,,
2010,Cocke County TN,,,9,237.8,13,277.7,13,234.5,,
2010,Coconino County AZ,,,23,126.9,28,181.8,47,263.6,,
2010,Codington County SD,,,,,,,,,,
2010,Coffee County AL,5,64,6,86.2,21,317.6,18,261.9,5,37.6
2010,Coffee County GA,,,10,168.5,23,385.5,27,461.5,,
2010,Coffee County TN,,,5,81.2,6,89.6,19,242.7,,
2010,Coffey County KS,,,,,,,,,,
2010,Coke County TX,,,,,,,,,,
2010,Colbert County AL,,,6,98.1,19,276.2,11,133.5,,
2010,Cole County MO,5,42.3,14,132.9,35,342.2,33,287.5,11,57.8
2010,Coleman County TX,0,0,,,,,0,0,,
2010,Coles County IL,,,,,,,,,,
2010,Colfax County NE,0,0,,,,,,,,
2010,Colfax County NM,0,0,,,,,,,,
2010,Colleton County SC,8,134,15,360.4,23,492.9,17,294.8,11,94.7
2010,Collier County FL,20,49.7,101,309.6,203,571.7,268,654.7,208,161.5
2010,Collin County TX,57,47.9,267,242.5,405,296.8,393,326.9,127,91.7
2010,Collingsworth County TX,,,,,,,,,,
2010,Colonial Heights City VA,,,6,302.3,,,5,202.5,0,0
2010,Colorado County TX,,,7,336.1,6,274.1,,,,
2010,Colquitt County GA,,,9,151.5,15,251.3,15,256.1,,
2010,Columbia County AR,5,91.7,6,222.1,6,219.9,8,248.3,6,89
2010,Columbia County FL,14,128.4,31,375,82,1021.4,69,678.5,39,202.1
2010,Columbia County GA,13,63.9,24,156,42,233.3,76,392,41,146.5
2010,Columbia County NY,6,67.5,6,101.6,30,389.2,51,482.3,51,238.2
2010,Columbia County OR,,,,,8,122.2,10,127.1,5,34.8
2010,Columbia County PA,,,5,76.5,8,101.4,15,157.1,,
2010,Columbia County WA,0,0,,,,,,,,
2010,Columbia County WI,,,,,6,77.7,10,107.1,,
2010,Columbiana County OH,0,0,6,50,22,157.9,24,141.1,10,30.1
2010,Columbus County NC,15,170,32,457.7,38,515.3,56,657.5,32,191.2
2010,Colusa County CA,,,,,,,,,,
2010,Comal County TX,6,38.9,17,155.9,20,144.3,44,248.8,27,80.8
2010,Comanche County KS,0,0,0,0,0,0,0,0,0,0
2010,Comanche County OK,13,51.7,38,181.5,56,364.3,55,340.3,16,65.3
2010,Comanche County TX,,,0,0,,,,,,
2010,Concho County TX,0,0,0,0,,,,,,
2010,Concordia Parish LA,,,8,289.4,7,294.1,14,471.1,,
2010,Conecuh County AL,,,7,527.1,6,403.2,7,349.8,,
2010,Conejos County CO,,,,,,,,,,
2010,Contra Costa County CA,83,50.4,209,160.5,422,284.2,671,408.3,433,165.5
2010,Converse County WY,0,0,0,0,,,,,,
2010,Conway County AR,,,,,,,5,157.3,,
2010,Cook County GA,,,6,281.6,5,223.4,7,302.9,,
2010,Cook County IL,797,92.1,2135,256.3,3460,487.7,4094,571.5,2333,194.9
2010,Cook County MN,,,,,,,,,,
2010,Cooke County TX,,,,,,,8,146.2,5,44.5
2010,Cooper County MO,,,,,11,532.4,10,383.6,,
2010,Coos County NH,,,,,,,,,,
2010,Coos County OR,,,,,6,94.8,20,212.8,13,54.1
2010,Coosa County AL,,,,,,,,,,
2010,Copiah County MS,6,112,18,516.8,42,1266.6,17,397.7,12,155.4
2010,Corson County SD,,,,,,,,,,
2010,Cortland County NY,,,5,95.2,10,179.6,12,171.9,,
2010,Coryell County TX,5,34.2,21,150.9,25,231.8,21,235,10,86.7
2010,Coshocton County OH,0,0,,,8,176.9,7,125.8,,
2010,Costilla County CO,,,,,,,,,,
2010,Cottle County TX,0,0,0,0,0,0,0,0,0,0
2010,Cotton County OK,,,,,,,,,,
2010,Cottonwood County MN,,,,,,,,,,
2010,Covington City VA,0,0,,,,,5,546.4,,
2010,Covington County AL,,,,,8,177.5,8,142.1,,
2010,Covington County MS,,,11,459.3,12,514.8,9,336.2,,
2010,Coweta County GA,8,40.8,24,147.8,24,120.5,37,191.9,14,50.2
2010,Cowley County KS,,,5,121.4,10,238.1,10,196.7,,
2010,Cowlitz County WA,6,38.4,9,77.3,25,199.5,30,199.6,16,53.2
2010,Craig County OK,,,6,358.9,10,544.4,13,547.4,,
2010,Craig County VA,,,,,,,,,,
2010,Craighead County AR,6,31.9,22,157,35,292.3,41,337,14,63.8
2010,Crane County TX,,,,,,,,,,
2010,Craven County NC,14,73.2,26,188.2,54,473.8,70,518.6,39,137.7
2010,Crawford County AR,,,5,67.2,12,147.8,14,153,,
2010,Crawford County GA,,,5,378.5,16,927,7,318.8,,
2010,Crawford County IA,0,0,0,0,,,,,,
2010,Crawford County IL,,,,,,,,,,
2010,Crawford County IN,0,0,0,0,0,0,0,0,0,0
2010,Crawford County KS,,,,,,,,,,
2010,Crawford County MI,0,0,,,0,0,,,,
2010,Crawford County MO,,,0,0,5,170.6,8,210.6,,
2010,Crawford County OH,,,,,,,9,140.1,5,36.4
2010,Crawford County PA,,,7,76.4,16,148.5,20,150.5,,
2010,Crawford County WI,,,,,,,,,5,89
2010,Creek County OK,,,11,138.8,31,356.1,28,262.2,,
2010,Crenshaw County AL,0,0,,,,,7,331.9,,
2010,Crisp County GA,11,293.7,16,584.6,25,886.2,22,673.2,12,185.2
2010,Crittenden County AR,14,158.9,26,392.7,59,910.1,57,774.8,20,179.5
2010,Crittenden County KY,,,,,,,,,,
2010,Crockett County TN,0,0,,,,,,,0,0
2010,Crockett County TX,,,,,,,,,,
2010,Crook County OR,0,0,,,,,,,,
2010,Crook County WY,,,,,,,,,,
2010,Crosby County TX,,,,,,,,,,
2010,Cross County AR,0,0,,,7,309.6,8,300.3,,
2010,Crow Wing County MN,,,,,,,,,,
2010,Crowley County CO,,,,,,,,,,
2010,Culberson County TX,,,,,,,,,,
2010,Cullman County AL,,,5,52.2,14,135.8,11,93.2,,
2010,Culpeper County VA,,,6,104.2,29,437.9,32,433.8,,
2010,Cumberland County IL,,,,,,,,,,
2010,Cumberland County KY,,,,,,,,,,
2010,Cumberland County ME,,,,,,,,,,
2010,Cumberland County NC,101,148.3,208,396,253,628,298,718.5,149,242.6
2010,Cumberland County NJ,30,118,51,227.4,148,673.9,221,992.5,134,358.1
2010,Cumberland County PA,10,25.2,32,112.8,72,237.8,116,328.6,53,78.1
2010,Cumberland County TN,,,5,98.3,10,164.1,15,200.5,,
2010,Cumberland County VA,0,0,,,6,489,,,,
2010,Cuming County NE,,,,,,,,,,
2010,Currituck County NC,0,0,,,7,205.6,5,116.7,,
2010,Curry County NM,0,0,,,6,103.5,7,114.3,,
2010,Curry County OR,,,0,0,,,8,240.4,6,56.2
2010,Custer County CO,,,,,,,,,,
2010,Custer County ID,,,,,,,,,,
2010,Custer County MT,,,,,,,,,,
2010,Custer County NE,,,,,0,0,,,,
2010,Custer County OK,,,,,,,,,,
2010,Custer County SD,,,,,,,,,,
2010,Cuyahoga County OH,187,92.9,473,299.2,942,597,1318,671.7,669,183.8
2010,Dade County GA,0,0,,,,,,,0,0
2010,Dade County MO,0,0,0,0,,,,,,
2010,Daggett County UT,0,0,0,0,0,0,0,0,0,0
2010,Dakota County MN,15,24.5,64,117.8,73,129,87,131.2,44,51
2010,Dakota County NE,0,0,,,9,357.3,,,,
2010,Dale County AL,8,99.6,17,233,32,520.2,28,400.7,24,188.2
2010,Dallam County TX,0,0,,,,,,,,
2010,Dallas County AL,,,14,278.9,22,441.8,27,416.5,,
2010,Dallas County AR,,,,,,,,,,
2010,Dallas County IA,,,9,84.8,10,96.1,15,168,,
2010,Dallas County MO,0,0,,,,,,,,
2010,Dallas County TX,722,176.7,2421,628.9,3942,1148.4,4279,1344.2,1803,414.1
2010,Dane County WI,30,32.6,87,110.3,151,233.6,200,291.2,103,95.9
2010,Daniels County MT,0,0,0,0,0,0,0,0,0,0
2010,Danville City VA,5,75.5,16,341.5,31,665.4,33,542.3,18,126.9
2010,Dare County NC,,,5,122.9,6,132,19,330.4,,
2010,Darke County OH,,,,,8,123.1,6,75.8,5,31.8
2010,Darlington County SC,,,12,158.7,14,159.9,17,169.1,,
2010,Dauphin County PA,31,75.2,74,211.8,210,610.8,290,698.4,191,263
2010,Davidson County NC,14,59.8,37,202.8,95,401.4,93,365.1,30,67.3
2010,Davidson County TN,156,147.1,511,448.7,1028,1198,1206,1416.9,559,418.3
2010,Davie County NC,,,,,7,123.1,8,122.5,6,47.4
2010,Daviess County IN,,,,,,,7,162.5,,
2010,Daviess County KY,,,,,,,,,,
2010,Daviess County MO,,,,,,,,,,
2010,Davis County IA,,,,,,,,,,
2010,Davis County UT,7,12.7,23,47.9,47,121.8,43,121.9,15,29.2
2010,Davison County SD,,,,,,,,,,
2010,Dawes County NE,0,0,0,0,0,0,0,0,0,0
2010,Dawson County GA,0,0,,,,,,,,
2010,Dawson County MT,,,,,,,,,,
2010,Dawson County NE,,,,,5,165.9,,,,
2010,Dawson County TX,0,0,0,0,,,,,,
2010,Day County SD,,,,,,,,,,
2010,De Baca County NM,,,,,,,,,,
2010,De Soto Parish LA,,,17,551.2,,,10,243.3,6,80.7
2010,De Witt County IL,,,,,,,,,,
2010,Deaf Smith County TX,,,,,,,5,216.1,0,0
2010,Dearborn County IN,,,6,110.3,,,,,,
2010,Decatur County GA,,,13,389.8,16,452.7,9,221.9,,
2010,Decatur County IA,0,0,0,0,0,0,,,,
2010,Decatur County IN,0,0,,,,,5,126.8,,
2010,Decatur County KS,,,,,,,,,,
2010,Decatur County TN,,,,,,,5,299.9,,
2010,Deer Lodge County MT,0,0,,,,,,,0,0
2010,Defiance County OH,0,0,0,0,6,126.9,6,104.3,6,54.4
2010,Dekalb County AL,0,0,7,77.9,11,113.9,15,154.3,5,26.9
2010,Dekalb County GA,368,327.3,980,828.5,1378,1287.4,1381,1430.3,605,443.4
2010,Dekalb County IL,,,,,,,,,,
2010,Dekalb County IN,,,,,5,90,5,76.9,,
2010,Dekalb County MO,,,,,,,,,,
2010,Dekalb County TN,,,,,,,8,284.5,6,108.5
2010,Del Norte County CA,,,,,,,,,,
2010,Delaware County IA,0,0,0,0,5,243.4,0,0,0,0
2010,Delaware County IN,,,12,93.5,23,178.8,40,267.7,,
2010,Delaware County NY,,,,,6,116.5,11,148.1,14,83.3
2010,Delaware County OH,,,16,83.8,38,127.1,36,130.8,,
2010,Delaware County OK,,,0,0,,,7,116.9,,
2010,Delaware County PA,67,68.2,140,209.3,265,381,392,456.2,265,179.3
2010,Delta County CO,0,0,,,,,,,,
2010,Delta County MI,,,,,6,145.3,5,85.5,5,38.5
2010,Delta County TX,,,,,,,,,,
2010,Denali Borough AK,,,,,,,,,,
2010,Dent County MO,,,,,,,7,290.8,,
2010,Denton County TX,40,33.7,134,133.3,265,244.1,283,292.2,105,97
2010,Denver County CO,84,92.3,559,450.1,1234,1363.3,2065,2839.9,1325,1060.8
2010,Des Moines County IA,,,,,,,8,135.6,,
2010,Deschutes County OR,,,13,65.4,31,146.4,33,145.2,,
2010,Desha County AR,,,0,0,6,419.9,7,367.5,,
2010,Desoto County FL,11,185.5,22,472.6,39,939.5,45,1034.2,33,322
2010,Desoto County MS,23,87.5,52,236.5,62,247.6,70,307.7,32,95.9
2010,Deuel County NE,,,,,,,,,,
2010,Deuel County SD,,,,,,,,,,
2010,Dewey County OK,,,,,,,,,,
2010,Dewey County SD,,,,,,,,,,
2010,Dewitt County TX,,,,,,,,,,
2010,Dickens County TX,,,,,,,,,,
2010,Dickenson County VA,,,,,,,,,,
2010,Dickey County ND,,,,,,,,,,
2010,Dickinson County IA,0,0,0,0,,,,,0,0
2010,Dickinson County KS,,,,,,,,,,
2010,Dickinson County MI,,,,,,,,,,
2010,Dickson County TN,,,7,115.9,14,203,13,168.1,,
2010,Dillingham Census Area AK,,,,,,,,,,
2010,Dillon County SC,,,,,7,180.1,8,175.1,,
2010,Dimmit County TX,0,0,,,0,0,,,,
2010,Dinwiddie County VA,,,,,11,290.5,11,230.1,11,145.8
2010,District Of Columbia DC,588,519.5,2088,1646.5,3611,4443.4,4812,6340.9,2952,2208.8
2010,Divide County ND,,,,,,,,,,
2010,Dixie County FL,,,6,324.9,14,736.1,14,546.2,,
2010,Dixon County NE,,,,,,,,,,
2010,Doddridge County WV,,,,,,,,,,
2010,Dodge County GA,,,14,528.5,13,428.6,28,882.4,,
2010,Dodge County MN,,,,,,,,,,
2010,Dodge County NE,0,0,,,,,7,135.8,,
2010,Dodge County WI,,,21,183.8,45,372.5,51,343.9,,
2010,Dolores County CO,,,,,,,,,,
2010,Doniphan County KS,,,,,,,,,,
2010,Donley County TX,0,0,,,,,,,,
2010,Dooly County GA,,,11,529.9,16,784.3,26,1143.9,,
2010,Door County WI,0,0,,,5,174.7,,,,
2010,Dorchester County MD,,,,,,,,,,
2010,Dorchester County SC,12,53.8,22,117.5,41,207.4,48,235.8,30,101.6
2010,Dougherty County GA,24,127.6,39,310.6,44,408.2,43,355.3,29,129.1
2010,Douglas County CO,7,17.7,18,54.4,30,58.3,46,96.6,22,42.5
2010,Douglas County GA,20,90.7,36,206.8,51,232.2,44,224.7,25,99.8
2010,Douglas County IL,,,,,,,,,,
2010,Douglas County KS,6,18.1,13,74.2,25,208.2,26,210.5,11,53.4
2010,Douglas County MN,,,,,,,,,,
2010,Douglas County MO,0,0,0,0,,,,,,
2010,Douglas County NE,20,22.7,89,108.9,190,283.1,179,254,65,58.4
2010,Douglas County NV,0,0,10,234,7,138.1,14,182.8,11,62.5
2010,Douglas County OR,,,,,13,115.7,29,186.7,17,42.6
2010,Douglas County SD,,,,,,,,,,
2010,Douglas County WA,0,0,,,,,,,,
2010,Douglas County WI,,,,,5,94.8,6,87.4,5,40.3
2010,Doña Ana County NM,13,29.7,57,206.2,83,354.4,63,238.4,44,90.5
2010,Drew County AR,0,0,,,5,238.8,,,,
2010,Dubois County IN,,,0,0,6,111.6,,,,
2010,Dubuque County IA,0,0,9,80.3,6,55.1,15,109.6,6,23.1
2010,Duchesne County UT,,,,,,,,,,
2010,Dukes County MA,,,,,,,,,,
2010,Dundy County NE,0,0,0,0,0,0,0,0,0,0
2010,Dunklin County MO,,,0,0,6,153.7,9,203.1,,
2010,Dunn County ND,,,,,,,,,,
2010,Dunn County WI,0,0,,,,,6,102.2,,
2010,Dupage County IL,,,,,,,,,,
2010,Duplin County NC,10,112.2,35,479.5,39,514.3,67,817.1,34,216.6
2010,Durham County NC,70,149.2,204,409.2,378,974.6,482,1387.3,259,467.3
2010,Dutchess County NY,27,50,57,179.1,166,421.6,323,643.4,199,255.3
2010,Duval County FL,303,207.3,951,734.2,1269,1087.9,1554,1212.6,759,384.5
2010,Duval County TX,0,0,,,7,517,11,682,,
2010,Dyer County TN,,,,,12,236.8,8,139.5,6,57.2
2010,Eagle County CO,0,0,5,51.6,15,166.1,17,222.8,10,115.8
2010,Early County GA,0,0,,,,,,,0,0
2010,East Baton Rouge Parish LA,242,265.2,759,1127,785,1544.2,855,1476.3,470,477.9
2010,East Carroll Parish LA,,,9,777.2,,,13,1203.7,5,276.5
2010,East Feliciana Parish LA,,,19,733,38,1465.5,47,1365.1,,
2010,Eastland County TX,0,0,,,,,,,6,96.9
2010,Eaton County MI,0,0,8,63.6,20,150.9,25,146.5,11,36.4
2010,Eau Claire County WI,0,0,6,45.4,5,46.1,13,100.9,6,24.8
2010,Echols County GA,,,,,,,,,,
2010,Ector County TX,5,19.7,27,136.5,48,293,51,282,29,104.3
2010,Eddy County ND,,,,,,,,,,
2010,Eddy County NM,,,,,6,95.9,,,,
2010,Edgar County IL,,,,,,,,,,
2010,Edgecombe County NC,19,210.1,49,750,87,1290.4,101,1184.9,66,412.1
2010,Edgefield County SC,,,,,11,288.6,20,463.5,21,284.7
2010,Edmonson County KY,,,,,,,,,,
2010,Edmunds County SD,,,,,,,,,,
2010,Edwards County IL,,,,,,,,,,
2010,Edwards County KS,,,,,,,,,,
2010,Edwards County TX,,,,,,,0,0,0,0
2010,Effingham County GA,,,,,5,63.3,7,86.5,7,67.4
2010,Effingham County IL,,,,,,,,,,
2010,El Dorado County CA,,,,,,,,,,
2010,El Paso County CO,20,17.6,67,75.4,170,207.7,228,245.8,131,100
2010,El Paso County TX,68,42.8,253,234.9,518,493.8,508,499.1,259,163.7
2010,Elbert County CO,0,0,0,0,,,,,7,115.9
2010,Elbert County GA,,,6,269.7,9,369.2,,,6,98.3
2010,Elk County KS,,,,,,,,,,
2010,Elk County PA,0,0,,,0,0,,,,
2010,Elkhart County IN,,,27,106.8,38,147.3,51,191.6,,
2010,Elko County NV,,,,,0,0,12,163.3,6,61
2010,Elliott County KY,,,,,,,,,,
2010,Ellis County KS,0,0,,,,,,,,
2010,Ellis County OK,0,0,0,0,0,0,0,0,0,0
2010,Ellis County TX,16,61.1,30,162.9,43,204.7,55,247.4,24,75.2
2010,Ellsworth County KS,0,0,,,,,,,0,0
2010,Elmore County AL,6,46.6,19,180.1,26,223.9,34,277,16,84.1
2010,Elmore County ID,,,,,,,,,,
2010,Emanuel County GA,6,163.8,14,472.3,11,407.7,20,634.1,7,117.7
2010,Emery County UT,,,,,,,,,,
2010,Emmet County IA,,,,,,,,,,
2010,Emmet County MI,0,0,,,,,6,116.5,,
2010,Emmons County ND,,,,,,,,,,
2010,Emporia City VA,0,0,0,0,,,5,636.1,,
2010,Erath County TX,,,,,,,,,,
2010,Erie County NY,74,46.7,222,203.9,394,352.6,642,453.9,315,120.2
2010,Erie County OH,5,45.2,6,75.1,22,238.7,21,172.7,12,48.4
2010,Erie County PA,6,11.6,47,142.7,71,210.5,98,238.4,45,58.7
2010,Escambia County AL,,,6,119.5,8,153.4,11,197.1,,
2010,Escambia County FL,60,106.3,148,385.1,263,776.4,366,849.9,185,231.2
2010,Esmeralda County NV,,,,,,,0,0,0,0
2010,Essex County MA,,,,,,,,,,
2010,Essex County NJ,318,246,781,726.3,1750,1511,2772,2403.2,1857,1051.3
2010,Essex County NY,,,5,109.6,14,284.8,34,527.5,,
2010,Essex County VA,0,0,,,,,7,413,,
2010,Essex County VT,,,,,,,,,,
2010,Estill County KY,,,,,,,,,,
2010,Etowah County AL,6,37.4,8,66.3,19,136.3,22,147.9,10,32.5
2010,Eureka County NV,,,,,,,,,,
2010,Evangeline Parish LA,,,11,260.2,18,436,14,290.5,,
2010,Evans County GA,,,6,401.9,11,784,13,864.4,,
2010,Fairbanks North Star Borough AK,,,,,,,,,,
2010,Fairfax City VA,,,18,546.9,35,1125.8,58,1685.1,,
2010,Fairfax County VA,56,35.7,249,156.3,437,264.7,515,294.6,306,127.4
2010,Fairfield County CT,39,27.6,94,88.3,177,135.7,325,217.2,228,98
2010,Fairfield County OH,,,28,161.2,55,265.8,46,204.7,,
2010,Fairfield County SC,,,,,5,172.9,9,233,5,68.7
2010,Fall River County SD,,,,,,,,,,
2010,Fallon County MT,0,0,0,0,0,0,0,0,0,0
2010,Falls Church City VA,,,9,537,40,2149.4,53,2594.2,,
2010,Falls County TX,,,,,,,,,5,98.3
2010,Fannin County GA,0,0,,,,,,,,
2010,Fannin County TX,,,16,389.9,18,419.7,22,430,,
2010,Faribault County MN,0,0,0,0,,,,,,
2010,Faulk County SD,,,,,,,,,,
2010,Faulkner County AR,15,58.7,16,97.9,35,242.6,35,236.8,19,84.3
2010,Fauquier County VA,,,,,13,145.1,22,186,15,87.5
2010,Fayette County AL,0,0,,,,,5,195.8,0,0
2010,Fayette County GA,5,28.5,18,224.7,23,160.3,20,100.8,8,27.4
2010,Fayette County IA,0,0,0,0,0,0,5,157.4,0,0
2010,Fayette County IL,,,,,,,,,,
2010,Fayette County IN,0,0,,,,,,,0,0
2010,Fayette County KY,19,32.9,,,,,,,103,162
2010,Fayette County OH,0,0,,,7,185.1,9,212.5,,
2010,Fayette County PA,,,15,99.9,20,113,30,141.6,,
2010,Fayette County TN,10,199.6,22,492.9,15,317.6,21,340.4,5,42.9
2010,Fayette County TX,0,0,,,5,197.8,6,159.7,,
2010,Fayette County WV,0,0,5,93.3,13,223.4,12,174.7,5,33.5
2010,Fentress County TN,0,0,0,0,,,5,191.3,,
2010,Fergus County MT,,,,,,,,,,
2010,Ferry County WA,,,,,,,,,,
2010,Fillmore County MN,,,,,,,,,0,0
2010,Fillmore County NE,,,,,,,,,,
2010,Finney County KS,,,,,,,8,160.8,,
2010,Fisher County TX,,,,,,,,,,
2010,Flagler County FL,,,16,177.7,24,223.2,37,291.4,,
2010,Flathead County MT,,,5,46.2,6,55.3,7,48.8,,
2010,Fleming County KY,,,,,,,,,,
2010,Florence County SC,16,70.5,28,163.5,55,310,43,220.9,27,75.3
2010,Florence County WI,,,,,,,,,,
2010,Floyd County GA,,,10,85.6,21,167.7,18,134,,
2010,Floyd County IA,0,0,,,,,0,0,0,0
2010,Floyd County IN,5,42.2,15,168,22,222.3,40,334.4,20,103
2010,Floyd County KY,,,,,,,,,,
2010,Floyd County TX,,,,,,,,,,
2010,Floyd County VA,,,,,,,,,,
2010,Fluvanna County VA,,,7,224.6,9,234.1,18,447,,
2010,Foard County TX,,,,,,,,,,
2010,Fond Du Lac County WI,,,8,65,10,78.1,11,69.3,,
2010,Ford County IL,,,,,,,,,,
2010,Ford County KS,,,,,7,165.8,,,,
2010,Forest County PA,0,0,,,,,5,432.9,0,0
2010,Forest County WI,0,0,0,0,0,0,0,0,0,0
2010,Forrest County MS,24,143.8,59,518.5,80,924.6,109,1190.9,51,315.5
2010,Forsyth County GA,,,14,72.7,16,48.8,15,54,,
2010,Forsyth County NC,56,95.5,169,375.1,291,618.5,397,778.4,249,284.2
2010,Fort Bend County TX,55,56.4,157,212.7,337,361.2,281,303.4,135,123.9
2010,Foster County ND,,,,,,,,,,
2010,Fountain County IN,,,,,,,,,,
2010,Franklin City VA,0,0,,,,,9,722.3,,
2010,Franklin County AL,0,0,,,,,6,139.5,0,0
2010,Franklin County AR,,,,,,,,,,
2010,Franklin County FL,0,0,,,6,407.1,,,5,136.2
2010,Franklin County GA,,,0,0,6,217.4,7,219.4,,
2010,Franklin County IA,0,0,0,0,0,0,0,0,0,0
2010,Franklin County ID,,,,,,,,,,
2010,Franklin County IL,,,,,,,,,,
2010,Franklin County IN,,,,,,,,,,
2010,Franklin County KS,,,,,5,158.5,,,,
2010,Franklin County KY,,,,,,,,,,
2010,Franklin County MA,,,,,,,,,,
2010,Franklin County ME,,,,,,,,,,
2010,Franklin County MO,,,8,67.4,13,99.6,29,174.6,,
2010,Franklin County MS,,,,,,,5,425.5,,
2010,Franklin County NC,,,19,271.1,35,395.9,44,461.5,,
2010,Franklin County NE,0,0,0,0,0,0,0,0,0,0
2010,Franklin County NY,5,57.7,9,126.3,44,646.5,115,1381.2,62,465.4
2010,Franklin County OH,241,113.5,628,327.8,1068,675.4,1163,727.5,477,199.1
2010,Franklin County PA,,,11,63.4,41,209.1,44,203.4,,
2010,Franklin County TN,,,,,,,10,167.2,,
2010,Franklin County TX,0,0,,,,,,,0,0
2010,Franklin County VA,,,8,150.1,13,188.1,20,226.3,,
2010,Franklin County VT,,,,,,,,,,
2010,Franklin County WA,5,34,16,124.7,21,204.2,9,106.5,8,64.5
2010,Franklin Parish LA,,,8,329.2,,,10,338.3,,
2010,Frederick County MD,,,,,,,,,51,94.7
2010,Frederick County VA,,,,,11,97,17,134.6,8,41.1
2010,Fredericksburg City VA,7,103.4,9,237,21,767.5,38,1376.3,11,239.3
2010,Freeborn County MN,,,,,,,,,5,47.5
2010,Freestone County TX,,,,,6,233.1,7,239.5,6,101.3
2010,Fremont County CO,,,15,234.1,28,435.1,41,550.1,,
2010,Fremont County IA,0,0,,,0,0,,,0,0
2010,Fremont County ID,,,,,,,,,,
2010,Fremont County WY,,,,,7,156,5,87.5,,
2010,Fresno County CA,55,29.4,233,174.7,336,293.7,445,386.8,248,135.2
2010,Frio County TX,,,11,370.7,20,900.9,6,292.1,,
2010,Frontier County NE,,,,,,,,,,
2010,Fulton County AR,,,0,0,,,,,,
2010,Fulton County GA,505,319.4,1626,1053.5,2283,1600.5,2674,2059.3,1242,691.6
2010,Fulton County IL,,,,,,,,,,
2010,Fulton County IN,0,0,,,,,,,,
2010,Fulton County KY,,,,,,,,,,
2010,Fulton County NY,,,8,126.8,14,194,19,215.3,,
2010,Fulton County OH,,,,,6,110.5,6,88.5,,
2010,Fulton County PA,0,0,0,0,,,,,,
2010,Furnas County NE,,,,,,,,,,
2010,Gadsden County FL,23,315.7,62,999.8,96,1541.2,82,1136.7,36,282.4
2010,Gage County NE,,,,,,,,,,
2010,Gaines County TX,,,,,,,,,,
2010,Galax City VA,0,0,,,,,5,526.3,0,0
2010,Gallatin County IL,,,,,,,,,,
2010,Gallatin County KY,,,,,,,,,,
2010,Gallatin County MT,,,,,11,98.4,10,84.6,0,0
2010,Gallia County OH,0,0,,,8,218.5,0,0,,
2010,Galveston County TX,28,59.9,111,291.9,193,492.6,257,557.5,133,192.3
2010,Garden County NE,0,0,0,0,0,0,0,0,0,0
2010,Garfield County CO,,,11,128.8,6,73.8,13,156.4,,
2010,Garfield County MT,0,0,0,0,0,0,0,0,0,0
2010,Garfield County NE,0,0,0,0,0,0,0,0,0,0
2010,Garfield County OK,,,10,119.8,12,176.7,16,186.6,,
2010,Garfield County UT,,,,,,,,,,
2010,Garfield County WA,,,,,,,,,,
2010,Garland County AR,,,19,182.6,40,367.1,54,402.6,,
2010,Garrard County KY,,,,,,,,,,
2010,Garrett County MD,,,,,,,,,,
2010,Garvin County OK,,,,,0,0,9,231.4,0,0
2010,Garza County TX,0,0,,,13,1724.1,,,,
2010,Gasconade County MO,0,0,0,0,0,0,,,,
2010,Gaston County NC,22,69.4,46,186.7,136,446.7,177,573.9,79,147.8
2010,Gates County NC,,,,,,,,,,
2010,Geary County KS,,,14,214.1,8,194.8,8,223.8,,
2010,Geauga County OH,,,0,0,5,43.7,9,55.9,,
2010,Gem County ID,,,,,,,,,,
