Year,Full Name,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates
2008,United States,32936,64.4,108363,264.6,240102,568.4,263589,595.9,126048,174
2009,United States,35225,68.8,111323,267.8,229044,551.5,279575,627,143169,192.5
2010,United States,37160,71.5,115693,280.7,219522,535.7,293221,651.8,161910,209.6
2011,United States,38210,73.4,119974,287,210441,517.8,302421,676.1,182285,229.5
2012,United States,38830,74.3,124187,293.6,203600,502.4,307862,695.5,204198,249.9
2013,United States,38283,73.1,128985,301.1,197644,488.5,311180,711,226683,270.1
2014,United States,37600,71.8,135061,310.8,192890,477.2,311493,718.5,250537,290.8
2015,United States,36416,70,141112,320.3,188772,466.5,309969,720.2,276436,312.6
2016,United States,35032,67.8,147615,329.9,187564,463.3,304232,711.9,303050,334.4
2017,United States,33494,65.1,153298,338.6,188511,462.2,294760,697.4,331655,357.8
2008,Alabama,535,68.1,1809,295.9,3324,532.9,3059,455,1267,107.5
2008,Alaska,21,15.7,65,63.2,185,199.8,184,173.8,92,74
2008,Arizona,361,34.2,1649,174.4,3574,410.7,3719,440.1,1588,104.6
2008,Arkansas,186,39.7,703,183.2,1366,366.8,1298,327.4,539,73.2
2008,California,2959,46.5,12345,232.1,31103,589.1,35351,688.1,17753,229.5
2008,Colorado,198,24.2,1107,154.6,3024,424.1,3741,506.3,1893,178.2
2008,Connecticut,313,54.1,869,214.6,2582,510,3578,643.1,1834,206.8
2008,Delaware,115,81.3,325,285.8,735,611.5,998,780.9,458,203.4
2008,District of Columbia,559,551.2,1697,1580.2,3477,4041.2,4146,5323.2,2101,1552.9
2008,Florida,3589,127.5,12079,519,26393,1060.9,28917,1107.1,14234,270.3
2008,Georgia,1944,117.5,5721,414.8,10326,710.4,9680,711.2,3953,199.8
2008,Hawaii,45,21.9,180,96.3,518,302.4,770,432.1,456,135.6
2008,Idaho,28,10.3,116,56.2,226,118.1,243,118.2,89,25.6
2008,Illinois,1392,63.5,4274,241.7,8681,484.3,9070,485.8,4226,143.6
2008,Indiana,338,31.1,1283,154,2750,316.8,2571,274.9,988,64.9
2008,Iowa,53,10.1,251,69.7,470,124.8,494,112.1,213,27.2
2008,Kansas,96,19.1,409,113.9,745,209.5,691,170.8,276,41.2
2008,Kentucky,243,34.7,800,139.8,1494,251.6,1512,239,557,52.5
2008,Louisiana,887,112,3225,533.8,4715,822.3,4665,726.2,1934,186.6
2008,Maine,22,10.8,115,77.4,276,153.7,376,172.5,185,48.8
2008,Maryland,1270,135.9,3274,441,7406,896.4,8854,1011.4,4112,311.8
2008,Massachusetts,500,46.1,1565,186.2,5027,525.5,6366,627.9,2743,167.6
2008,Michigan,744,43.3,1857,153.3,4005,290,3996,259.5,1868,75.1
2008,Minnesota,234,26.4,964,140.4,1965,275.3,1991,247,840,68
2008,Mississippi,482,91.1,1551,398.8,2525,670.7,2106,517.8,856,124.4
2008,Missouri,458,45.6,1598,207.2,3347,425.1,3360,379.5,1265,85.1
2008,Montana,4,2.4,56,48.3,93,81.2,110,73.6,44,16.7
2008,Nebraska,47,14.7,279,123.3,532,238.5,421,165.1,158,36.5
2008,Nevada,204,50,817,209,2135,564.1,1947,544.7,969,166
2008,New Hampshire,26,11.8,104,69.9,358,187.1,410,185.4,134,39.7
2008,New Jersey,1189,88.7,3354,304.3,9542,741.7,12851,952.2,6490,305.2
2008,New Mexico,78,22.9,312,115.4,716,288.5,699,250.4,344,71.4
2008,New York,4846,150.5,12180,465.3,31607,1138.5,41075,1409.7,23934,498
2008,North Carolina,1126,73.3,3641,297.9,7127,535.6,6977,530.4,2896,131.5
2008,North Dakota,2,1.5,28,35.8,60,81.8,45,48.7,28,16.9
2008,Ohio,758,40.3,2319,157.6,5253,336.6,5147,293.1,2013,68.8
2008,Oklahoma,165,26.1,705,143.8,1535,336.1,1456,285.1,513,57.4
2008,Oregon,139,22.8,597,116.2,1441,285.2,1520,274.5,828,84.6
2008,Pennsylvania,1313,63.9,3451,227.6,8338,491.8,9712,503.2,4798,140.2
2008,Rhode Island,62,34.3,211,160.4,598,404.6,731,449.8,282,104.2
2008,South Carolina,609,81.2,2043,345.6,4395,720,4289,671.2,1924,168.5
2008,South Dakota,15,10.5,58,58.4,128,134.5,110,94.7,53,25.5
2008,Tennessee,707,71,2521,300,4684,535.3,3926,432.3,1542,99.5
2008,Texas,2723,63.9,10785,302.3,19526,573.8,18063,552.4,7118,148
2008,Utah,54,9.8,361,83.6,715,218.9,723,233,285,61
2008,Vermont,9,8.2,35,51.5,102,123.3,157,153.3,79,46.2
2008,Virginia,789,59.7,2554,240.5,5764,510.1,6033,523.8,2885,159.6
2008,Washington,231,21.4,1238,134.5,3235,353.6,3327,338.4,1520,97.8
2008,West Virginia,56,19.9,208,92.8,409,171.7,461,169.4,200,38.1
2008,Wisconsin,202,20.7,643,92.4,1519,198.9,1591,182.8,668,48
2008,Wyoming,10,10.5,32,45.3,51,79.6,72,89,23,17.8
2009,Alabama,619,78.9,1847,298.2,3226,523.6,3253,482,1457,121
2009,Alaska,19,14.6,63,59.4,170,186.6,207,194.6,95,72.2
2009,Arizona,373,35.1,1685,176.1,3414,392.5,4003,466.3,1858,118.5
2009,Arkansas,204,43.6,719,184.8,1344,366.3,1376,344.6,612,81.5
2009,California,3010,47.1,12956,240.6,29534,565.9,37664,724.4,20131,252.4
2009,Colorado,193,23.4,1119,152.4,2800,393.7,3905,524.3,2171,196.3
2009,Connecticut,306,52.6,865,210.4,2397,490.7,3654,650,2064,227.3
2009,Delaware,122,86.3,338,292.7,676,576.1,1059,815.6,504,217.3
2009,District of Columbia,547,532.6,1804,1600.7,3373,3955.3,4369,5566.4,2448,1789.3
2009,Florida,3792,135.4,12067,512,25248,1038.2,30893,1168.9,16085,298.9
2009,Georgia,2128,127.3,6159,442.1,10243,712.4,10537,760.1,4614,225.2
2009,Hawaii,48,23.6,181,94.6,482,285.6,795,450.5,521,151.7
2009,Idaho,26,9.5,123,58.6,220,115.5,267,129.9,102,28.4
2009,Illinois,1548,70.6,4408,247.2,8371,475.1,9623,512.3,4816,159.9
2009,Indiana,366,33.6,1304,155.4,2617,307.8,2787,296.8,1137,72.8
2009,Iowa,64,12.2,262,71.4,459,124.9,529,120.3,261,32.7
2009,Kansas,100,20,418,113.3,718,205.9,760,187.9,327,47.8
2009,Kentucky,258,36.8,841,145.2,1439,246.7,1666,262.3,638,58.8
2009,Louisiana,962,121.8,3325,532.4,4599,818.6,5016,780.3,2187,205.9
2009,Maine,19,9.4,125,83.5,249,144.1,404,186,213,54.7
2009,Maryland,1356,145.2,3452,456,7027,878.2,9334,1052.8,4720,348
2009,Massachusetts,509,46.8,1554,181.6,4651,499.2,6752,656.8,3147,187.6
2009,Michigan,815,48,1984,165,3833,287.3,4250,276.4,2112,82.8
2009,Minnesota,265,30.2,1009,144.2,1874,269.8,2180,268.7,951,74.7
2009,Mississippi,537,101.9,1545,393,2454,665.7,2273,559.3,975,138.8
2009,Missouri,498,49.8,1622,206.4,3135,407.9,3620,406.8,1444,95
2009,Montana,9,5.4,61,50.8,90,80.6,115,77.8,56,20.6
2009,Nebraska,61,19.1,290,124.9,529,241.1,458,180.1,183,41.4
2009,Nevada,210,51.4,892,226.3,1998,532.1,2114,584,1087,180.7
2009,New Hampshire,23,10.5,103,68.8,315,171.2,442,198.2,165,47.3
2009,New Jersey,1259,93.7,3369,303.4,8822,703.9,13242,968.8,7323,336.6
2009,New Mexico,81,23.9,330,118.7,676,275.7,765,274.4,405,81.8
2009,New York,4996,155.3,12198,460.5,29407,1088.1,42233,1435,26678,544.6
2009,North Carolina,1212,78,3707,300.1,6970,528.7,7550,565.8,3345,147.2
2009,North Dakota,2,1.5,26,31.8,60,83.5,54,59,32,18.9
2009,Ohio,872,46.6,2405,162.7,5074,333.8,5517,314.5,2345,78.4
2009,Oklahoma,198,31.3,721,142.8,1473,325.7,1577,307.9,587,64.3
2009,Oregon,133,21.8,634,120.7,1368,271.8,1642,298.6,925,91.6
2009,Pennsylvania,1475,72,3549,230.7,7914,479.9,10248,530.1,5439,155.9
2009,Rhode Island,73,40.5,216,163.9,563,394.2,788,482.8,326,117.9
2009,South Carolina,655,87,2068,345.2,4147,689.6,4603,711.5,2175,184.3
2009,South Dakota,11,7.7,60,58.4,121,129.6,124,107.2,63,29.5
2009,Tennessee,750,74.9,2569,302.7,4553,528.5,4259,465.4,1781,111.8
2009,Texas,3055,71,11222,307.6,19206,562.1,19434,584.1,8201,165
2009,Utah,45,8.1,365,82.7,713,213.5,762,243.3,343,70.7
2009,Vermont,13,12,26,37.6,102,128.3,161,157.8,91,51.7
2009,Virginia,858,64.8,2579,237.8,5437,489.8,6437,552.7,3294,177
2009,Washington,257,23.7,1259,132.7,3068,338.5,3584,363.1,1714,106.6
2009,West Virginia,53,18.9,205,91,402,171.5,488,180.7,228,42.7
2009,Wisconsin,228,23.6,661,93.4,1431,193,1724,197.2,764,53.4
2009,Wyoming,12,12.6,33,44.1,52,81,78,97.5,29,21.7
2010,Alabama,638,79.2,1880,307.9,3076,497.6,3454,498.2,1688,134.7
2010,Alaska,18,14.2,78,74.7,192,206.4,250,225.8,104,73.1
2010,Arizona,400,36.9,1769,206,3404,413.7,4390,520.6,2199,135.7
2010,Arkansas,215,44.5,683,181.1,1283,350.6,1418,348.4,665,85.8
2010,California,3072,46.2,13595,254.9,27952,540,38840,739.2,22227,266.3
2010,Colorado,222,27,1134,155.3,2428,346.7,3696,498.4,2250,194.3
2010,Connecticut,322,55.5,946,224.2,2345,487.9,4026,699.6,2372,248.2
2010,Delaware,119,79.4,334,298.4,701,607.2,1197,895.6,593,245
2010,District of Columbia,588,519.5,2088,1646.5,3611,4443.4,4812,6340.9,2952,2208.8
2010,Florida,3839,131.7,11700,508.4,23199,956.5,31640,1152.5,18017,319.9
2010,Georgia,2388,143.4,7322,547.4,11587,830.6,12886,923.8,5989,282.5
2010,Hawaii,61,28.3,233,124.9,521,296,927,479.8,644,172.6
2010,Idaho,32,11.9,123,58.8,215,112.2,354,170,145,38.4
2010,Illinois,1586,73.6,4711,264.9,8231,478.1,10107,540.9,5332,171.9
2010,Indiana,413,37.3,1366,164.8,2619,312.2,2987,316,1345,83
2010,Iowa,77,15.1,312,81.2,542,149,720,164.2,336,40.5
2010,Kansas,118,24.2,437,115.2,734,212,911,224.9,396,55.7
2010,Kentucky,263,37.5,888,156.5,1496,259.9,1834,285.4,835,74.3
2010,Louisiana,990,126,3243,512.5,4145,734.6,4904,750.4,2422,219.9
2010,Maine,25,12.5,137,94.6,280,164.7,504,231.3,307,75.7
2010,Maryland,1464,153.6,3826,498.7,6923,873.3,9864,1092,5375,380.3
2010,Massachusetts,497,44.8,1591,186.9,4347,492.5,6980,688.9,3676,214.1
2010,Michigan,822,48.9,2004,172.2,3563,280.6,4482,297.8,2379,90.5
2010,Minnesota,289,33.5,1076,149.9,1804,265.9,2278,282.4,1028,77.8
2010,Mississippi,543,104.8,1494,384.8,2218,592.3,2449,588.3,1150,157.1
2010,Missouri,559,56.2,1524,195.7,2798,374.8,3640,410.5,1555,99
2010,Montana,13,8.2,55,44.6,117,103.8,160,107.5,75,26.1
2010,Nebraska,79,25.8,316,128.3,562,254.7,571,221.4,222,48
2010,Nevada,238,55,957,247.3,1923,503.2,2353,624.6,1227,190.3
2010,New Hampshire,34,16,115,79.3,297,167.3,449,199.1,198,55.1
2010,New Jersey,1242,90.2,3333,299.7,7716,626.2,12661,917.7,7818,348.3
2010,New Mexico,99,28.4,378,140.6,766,308.3,1025,352.2,590,110.7
2010,New York,5032,154.2,12557,470.3,27159,1044.8,42625,1480.6,28908,584.2
2010,North Carolina,1324,83.6,3759,300.3,6720,506.9,8291,604.8,4089,171
2010,North Dakota,9,7.3,23,25.2,74,98.4,60,62.4,35,19.4
2010,Ohio,955,50.3,2505,177.3,4731,321.2,5942,342.1,2742,88.7
2010,Oklahoma,224,35.4,767,150.9,1429,310.1,1706,325.3,725,76.1
2010,Oregon,146,24.1,717,136.6,1536,307.3,2008,373.6,1235,117.6
2010,Pennsylvania,1528,72.8,3784,249.1,7707,479.6,10968,566.3,6213,172.6
2010,Rhode Island,74,39.3,235,183.9,556,408.8,835,514.9,388,136.6
2010,South Carolina,758,97.3,2038,343.2,3780,630.2,4814,729.5,2545,207.7
2010,South Dakota,8,5.8,70,66,104,111.8,118,101.3,61,28.3
2010,Tennessee,763,74.1,2582,312.7,4459,523.5,4661,503.3,2142,129.8
2010,Texas,3439,77.2,11845,326.2,19355,558.4,20958,609.2,9539,181.9
2010,Utah,56,10.4,315,70.6,630,187.9,737,240,384,77.7
2010,Vermont,13,12.4,35,50.2,113,145.3,177,173.2,114,62.6
2010,Virginia,955,71.9,2504,228.3,4719,426.4,6338,521.6,3544,182.1
2010,Washington,283,25.8,1368,145.8,3065,337.5,3833,388.4,1915,114.2
2010,West Virginia,55,19.6,215,97.3,423,178.5,551,200.2,291,51.6
2010,Wisconsin,263,28.1,693,95.8,1290,178.7,1728,198.1,894,60.1
2010,Wyoming,10,10.8,33,42.3,77,115.1,102,122.9,35,24.2
2011,Alabama,686,85.3,1978,322,3001,491.4,3630,529.1,1939,151.2
2011,Alaska,23,18.1,87,80.5,170,184.7,256,235.6,123,82.8
2011,Arizona,409,37.3,1818,209.4,3290,399.8,4532,538.2,2499,149.2
2011,Arkansas,231,47.4,687,180.5,1230,337.2,1471,364.6,746,94.4
2011,California,3124,47.1,14147,261.5,26769,519.3,39809,758.4,24857,288.5
2011,Colorado,228,27.5,1156,154.4,2317,329.5,3824,520.8,2498,207.4
2011,Connecticut,331,56.8,924,215.8,2093,448.5,3976,694.1,2654,271.1
2011,Delaware,135,89.9,338,296,647,572.1,1225,918.7,684,273.7
2011,District of Columbia,560,511.1,2094,1542.6,3365,4041.3,4902,6424.5,3196,2334.1
2011,Florida,3833,130.5,11825,501.5,21966,911.1,32684,1185.1,20349,351.2
2011,Georgia,2474,147.5,7709,572.1,11061,799.8,13369,954.1,6851,312.3
2011,Hawaii,49,22.8,227,118.5,492,281.2,909,476.9,709,184.7
2011,Idaho,30,11.1,130,61.7,214,111.1,356,172.8,177,45.3
2011,Illinois,1637,76.3,4957,277.3,8016,470.5,10371,560.3,6017,189.1
2011,Indiana,460,41.3,1411,169.4,2563,308.4,3136,335.5,1503,90.5
2011,Iowa,78,15.1,314,80.8,554,153.6,741,171.8,372,44
2011,Kansas,121,24.8,434,113.5,746,217.1,934,234.8,448,61.6
2011,Kentucky,276,39.1,909,160,1459,255.9,1929,302.6,963,83.7
2011,Louisiana,1080,138,3377,523.4,4186,746.3,5100,790.1,2773,244.9
2011,Maine,22,11.1,133,90.7,244,147.6,534,248.7,335,80.5
2011,Maryland,1484,155.6,4016,511.8,6662,853.6,10241,1134.3,6033,414.3
2011,Massachusetts,506,45.5,1676,191.7,4128,477.3,7222,713.7,4250,241.4
2011,Michigan,910,54,2091,178.9,3351,270.2,4602,310.5,2638,97.9
2011,Minnesota,287,33.3,1099,150.8,1768,263.8,2387,298.7,1188,87.2
2011,Mississippi,574,110.7,1577,404.5,2227,599.8,2561,623.3,1303,173.9
2011,Missouri,578,58.3,1626,206.3,2685,364.6,3760,430.7,1814,112.9
2011,Montana,9,5.6,62,49.6,121,107.7,192,133,94,31.8
2011,Nebraska,78,25.4,315,126.3,538,244.5,621,244.9,252,53.3
2011,Nevada,279,64.8,1028,265.3,1805,477.5,2440,648.9,1374,206.5
2011,New Hampshire,33,15.5,113,76.7,275,160.1,468,209.6,224,60.4
2011,New Jersey,1219,88.5,3319,296.3,7146,591.2,12515,909.8,8717,379.3
2011,New Mexico,98,27.9,394,143.9,743,300.3,1063,372.1,658,120.1
2011,New York,4980,153.4,12960,476.4,25226,985.5,42858,1493.7,31758,627.4
2011,North Carolina,1382,86.9,3884,308.3,6457,490.5,8598,626.2,4742,192.4
2011,North Dakota,11,8.8,31,32.6,64,84.9,72,76.5,36,19.5
2011,Ohio,1018,53.7,2635,185.1,4503,311.4,6187,362.1,3172,100.4
2011,Oklahoma,231,36.2,801,155.2,1353,293.3,1780,344.9,839,86.3
2011,Oregon,160,26.3,721,135.7,1483,294.9,2122,400.6,1365,126.4
2011,Pennsylvania,1560,74.6,3927,253,7303,464.2,11254,588.3,6952,189.3
2011,Rhode Island,64,34.1,237,182.5,515,389.7,842,524.8,450,155.4
2011,South Carolina,860,110.3,2446,408.7,4237,714.5,5798,880.8,3239,256.2
2011,South Dakota,7,5.1,70,64.8,105,112.9,134,117.3,69,31.2
2011,Tennessee,779,75.2,2628,315.6,4352,515.5,4900,532.1,2435,143.8
2011,Texas,3690,81.8,12342,333.4,19192,548.8,22212,643.7,10906,200.6
2011,Utah,53,9.8,345,77.4,621,179.4,772,252,430,83.9
2011,Vermont,16,15.2,33,46.6,107,141.5,201,201.1,133,71
2011,Virginia,960,72.2,2561,228.8,4463,407.4,6504,536.5,3978,198.3
2011,Washington,257,23.3,1404,146.4,2886,317.6,3932,402.5,2184,126.1
2011,West Virginia,59,20.9,222,100.4,437,186.2,586,216.9,334,58.3
2011,Wisconsin,272,29.1,727,99.7,1242,175.6,1811,209.7,975,63.9
2011,Wyoming,9,9.8,29,36.7,63,94.2,98,122,50,33.5
2012,Alabama,715,88.7,2044,331.5,2895,475.6,3701,548.4,2181,166.1
2012,Alaska,23,17.9,78,70.1,159,172.2,256,241.9,134,86.5
2012,Arizona,436,39.2,1843,210.2,3243,391.6,4743,565.3,2849,164.4
2012,Arkansas,243,49.7,725,189.3,1197,328.5,1506,379.3,863,107.1
2012,California,3191,48.1,14652,267,25728,499.2,40662,777.9,27663,311
2012,Colorado,232,27.7,1224,159.9,2230,314.1,3855,531.3,2769,221
2012,Connecticut,319,54.5,923,213.2,1959,429.4,3880,685.8,2923,291.3
2012,Delaware,152,101.3,326,280.3,615,553.1,1211,914.7,775,299.9
2012,District of Columbia,599,562,2258,1571.3,3278,3817.4,5045,6617.8,3561,2539
2012,Florida,3880,131.7,12095,501.7,21763,903.7,33892,1233,23284,390.3
2012,Georgia,2547,150,8134,599.5,10972,796.6,14119,1008.4,7801,343.1
2012,Hawaii,42,19.5,231,117.4,439,249.7,911,486.2,751,190.5
2012,Idaho,32,11.7,137,65,207,106.6,376,185.5,209,51.8
2012,Illinois,1666,78,5150,287.8,7742,457.5,10512,576.4,6729,206.2
2012,Indiana,499,44.6,1463,175.3,2468,298.9,3250,353.5,1719,101
2012,Iowa,80,15.4,323,83,567,157.6,746,176.6,445,51.5
2012,Kansas,116,23.5,449,116.6,708,205.9,943,243.2,508,68.2
2012,Kentucky,311,43.7,930,164.1,1453,256.2,1959,311.7,1102,93.5
2012,Louisiana,1081,138.3,3358,513.7,4197,748.7,5035,794.2,3092,265.8
2012,Maine,17,8.6,122,82.5,246,152.6,527,250.8,376,88
2012,Maryland,1440,151.7,4080,509.4,6408,826.9,10221,1138.6,6849,456.1
2012,Massachusetts,532,47.9,1742,194,3944,462.7,7401,735.9,4888,270.1
2012,Michigan,976,57.7,2246,191.3,3202,262.5,4708,324.1,2939,106.2
2012,Minnesota,299,34.7,1155,156.9,1753,262.9,2468,314.3,1350,96.1
2012,Mississippi,593,114.2,1557,399.8,2159,582.6,2612,647.9,1479,192.9
2012,Missouri,602,60.7,1713,216.4,2583,352.9,3859,451.6,2033,123.5
2012,Montana,11,6.8,59,46.9,115,101.6,203,145.6,103,33.9
2012,Nebraska,75,24.3,319,126.9,527,238.3,630,253.4,288,59.5
2012,Nevada,291,67.2,1101,281.3,1746,461.2,2486,659.5,1531,221.4
2012,New Hampshire,29,13.6,112,75,246,147.5,466,212,272,70.8
2012,New Jersey,1234,89.7,3428,305.5,6586,552.8,12381,908.3,9648,409.5
2012,New Mexico,86,24.4,409,147.9,682,276.8,1045,375.2,722,128.5
2012,New York,4818,149.6,13463,487.6,23646,933.3,42445,1494,34754,670.4
2012,North Carolina,1382,86.1,4040,319.1,6449,491,9019,657.7,5414,212.7
2012,North Dakota,13,10.2,39,39.3,66,85.6,83,89.6,38,20.1
2012,Ohio,1079,57,2810,196.3,4330,303.5,6396,382.7,3525,109
2012,Oklahoma,265,41.1,820,157,1342,289,1802,356.1,959,96.4
2012,Oregon,145,23.8,747,139.8,1457,287,2163,415.4,1507,135.8
2012,Pennsylvania,1559,75.1,4110,260.1,6973,450.4,11375,605.7,7785,207.5
2012,Rhode Island,56,30.1,244,184.1,505,390.6,857,542.6,501,169.1
2012,South Carolina,828,105.6,2251,373.2,3613,609.8,5310,812.2,3371,258.1
2012,South Dakota,7,5.1,68,61.7,103,109.5,155,138,83,36.5
2012,Tennessee,823,78.7,2731,324.9,4203,498.6,5141,563.9,2810,161.6
2012,Texas,3871,84.5,12958,343.1,19259,543.3,23040,667.4,12416,220.1
2012,Utah,61,11,336,76,588,163.9,810,265.4,482,90.7
2012,Vermont,15,14.3,36,50.7,103,139.4,218,224.1,174,90.5
2012,Virginia,940,70.4,2698,236.9,4410,403.2,6889,571.8,4553,220
2012,Washington,287,26,1459,149.7,2819,309,4032,418.1,2454,137.1
2012,West Virginia,70,24.8,217,98.6,440,189,616,233.5,366,62.8
2012,Wisconsin,256,27.4,743,101.8,1214,173.9,1816,213.8,1104,70.5
2012,Wyoming,6,6.4,31,38.3,63,92.2,86,109.7,66,42.7
2013,Alabama,723,89.4,2156,347.9,2796,460.4,3787,569.6,2453,182.8
2013,Alaska,22,16.9,80,69.6,150,162.9,237,231.7,154,96.3
2013,Arizona,465,41.4,1920,216,3173,381.6,4869,582,3213,179.5
2013,Arkansas,264,53.8,774,201.5,1140,312.7,1567,400.7,969,118.3
2013,California,3154,47.8,15067,269.5,24709,479.8,41198,790.7,30557,333.2
2013,Colorado,207,24.4,1281,163.9,2100,292.5,3883,539.8,3048,234.4
2013,Connecticut,326,55.5,960,220.1,1848,413.5,3836,689.7,3278,319
2013,Delaware,127,85.2,352,294.6,559,505.7,1164,890.1,878,327.8
2013,District of Columbia,567,542.7,2153,1431.8,3111,3493.1,5029,6566.6,3902,2718.6
2013,Florida,3752,126.8,12466,506.4,20904,866.5,34234,1250.9,25859,421.3
2013,Georgia,2561,150,9005,660.9,11543,841,15138,1083.5,9044,385.1
2013,Hawaii,41,19.1,246,122.2,425,241.2,894,485,824,204
2013,Idaho,34,12.4,138,65.1,223,113.3,385,192.3,230,55.2
2013,Illinois,1693,79.5,5343,297.6,7428,441.2,10621,591.9,7443,222.7
2013,Indiana,556,49.4,1514,180.2,2390,289.9,3354,371.4,1919,110.1
2013,Iowa,84,16,330,84.6,563,155.8,744,180.1,511,58.1
2013,Kansas,117,23.5,428,111,702,203.7,936,247.9,575,75.5
2013,Kentucky,298,41.5,1036,182.8,1537,272.3,2088,337.4,1281,106.3
2013,Louisiana,1110,142.2,3456,522,4345,773.8,5193,833.2,3473,291.3
2013,Maine,15,7.7,120,80.2,239,151,529,258.2,425,97
2013,Maryland,1357,143.4,4238,520.9,6166,801.8,10093,1135.9,7604,492.2
2013,Massachusetts,534,48,1782,193.8,3688,437,7477,750.3,5465,294.1
2013,Michigan,971,57.3,2386,201.4,3107,258,4741,333.7,3237,114.2
2013,Minnesota,296,34.3,1165,156.9,1720,257.7,2515,326.4,1528,105.6
2013,Mississippi,575,110,1563,401.2,2129,576.2,2601,656.3,1671,213.5
2013,Missouri,585,58.9,1726,216.7,2555,349.8,3869,463,2299,136.5
2013,Montana,12,7.4,62,48.5,126,109.9,209,155,119,38.1
2013,Nebraska,79,25.4,303,119.9,516,231.2,635,260.9,341,69
2013,Nevada,316,72.8,1179,297.3,1693,447.1,2512,664.6,1729,241.3
2013,New Hampshire,34,15.9,105,69.3,231,142.2,479,222.8,296,74.6
2013,New Jersey,1189,86.3,3617,321.7,6277,533.9,12332,915.8,10689,443.4
2013,New Mexico,88,24.9,394,141.1,636,258.7,995,366.4,802,139.5
2013,New York,4546,142.5,13814,493.2,22255,887.3,41684,1485.1,37682,710.9
2013,North Carolina,1321,81.5,4188,327.4,6388,487.6,9104,664.8,6094,232.3
2013,North Dakota,12,9.1,46,44,65,81.3,81,88.7,48,24.9
2013,Ohio,1115,58.9,2970,204.9,4156,293.5,6547,401.1,3997,120.9
2013,Oklahoma,267,41,849,160.3,1325,282.9,1861,374.4,1084,106.8
2013,Oregon,138,22.7,718,133.6,1416,276.6,2178,424.4,1610,141.5
2013,Pennsylvania,1469,71.4,4241,263.8,6562,429.5,11482,624.7,8534,223
2013,Rhode Island,63,34.3,247,182.1,469,368.7,834,537.4,585,193.1
2013,South Carolina,796,101,2305,376.8,3327,560.9,5261,809.7,3652,271.2
2013,South Dakota,7,5,74,66.2,107,112.9,168,153.1,99,42.4
2013,Tennessee,824,78.4,2780,327.6,4081,484.9,5215,578.4,3099,174
2013,Texas,3925,84.4,13684,355.5,19351,539.8,23851,691.2,14039,240.7
2013,Utah,67,11.9,373,84.7,610,163.9,872,286.5,546,99.1
2013,Vermont,16,15.2,50,69.8,93,127.6,229,243.1,205,104
2013,Virginia,948,70.7,2786,241.6,4224,386.7,6828,572.1,4989,234.2
2013,Washington,283,25.5,1467,147.9,2752,300.6,4201,440.7,2765,150
2013,West Virginia,66,23.4,192,87.8,421,182.1,607,236.2,400,67.6
2013,Wisconsin,261,27.8,826,113.1,1249,180.2,1956,235,1363,84.7
2013,Wyoming,7,7.4,30,36.8,64,92.4,77,101.4,76,47.8
2014,Alabama,696,86.6,2291,366.9,2810,465.1,3808,580.2,2734,199.5
2014,Alaska,18,14,79,67.7,138,151.2,221,223.3,166,101.2
2014,Arizona,520,45.8,2037,224.8,3178,379.9,4943,589.9,3642,196.7
2014,Arkansas,293,59.8,822,213,1150,315.7,1650,428.2,1095,131.2
2014,California,3217,49,15716,275.2,24006,466.6,41094,789.7,33542,354.9
2014,Colorado,212,24.6,1297,162.2,2085,287.6,3841,536.5,3406,253
2014,Connecticut,298,50.5,936,213.7,1687,385.3,3565,652.8,3498,333.2
2014,Delaware,108,73.4,376,306.7,542,491.5,1089,841.9,950,342.4
2014,District of Columbia,494,477,2090,1359.9,2913,3154.8,4661,6083.5,4075,2780.3
2014,Florida,3705,125.2,13083,517.1,20554,847.6,34786,1271.9,29121,459.7
2014,Georgia,2388,139,9074,658.4,10858,793.9,14735,1054.2,9933,409.3
2014,Hawaii,38,17.8,256,126,397,225.6,880,484.3,893,216.1
2014,Idaho,25,9,128,59.7,213,106.7,387,194.5,254,59
2014,Illinois,1670,79,5544,309.2,7292,436,10662,604.2,8159,238.9
2014,Indiana,580,51.4,1615,191.2,2333,283.6,3372,379.5,2183,122.5
2014,Iowa,85,16,353,90.1,556,153.2,749,184.9,586,65.4
2014,Kansas,116,23.2,438,113.5,670,194.2,951,257.9,653,84
2014,Kentucky,297,41.4,1061,187,1526,272.2,2147,352.1,1438,116.7
2014,Louisiana,1154,149.1,3677,549.3,4469,792.6,5344,874.3,3874,317.4
2014,Maine,20,10.4,113,74.2,246,157.9,538,268.9,482,107.3
2014,Maryland,1263,134.1,4520,550.2,6124,800.4,10254,1168.7,8499,534.9
2014,Massachusetts,517,46.3,1823,194.5,3447,411.4,7393,749.1,6117,320.8
2014,Michigan,924,54.7,2538,211.6,2996,251.6,4640,332.9,3452,119.1
2014,Minnesota,274,31.7,1181,158.2,1726,258,2545,336.5,1720,115.6
2014,Mississippi,557,107.3,1659,424.1,2038,553,2683,688.9,1871,234.2
2014,Missouri,580,58.7,1825,227.7,2495,342,3878,473.9,2606,151.4
2014,Montana,9,5.5,72,55.6,114,98.4,215,164,132,41.3
2014,Nebraska,85,26.9,304,119.8,518,230.4,670,280.9,379,75
