Year,Full Name,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
2008,United States,198986,129675,377059,53476,11842
2009,United States,207207,128542,396415,53851,12321
2010,United States,215621,128187,416426,54398,12874
2011,United States,222657,126951,435787,54703,13233
2012,United States,228941,125651,455566,55013,13506
2013,United States,234919,124193,474770,55110,13783
2014,United States,240788,122629,494900,55179,14085
2015,United States,246636,121420,515113,55210,14328
2016,United States,252679,120127,534878,55255,14554
2017,United States,258162,119245,554159,55318,14834
2008,Alabama,3315,1110,4833,624,112
2008,Alaska,146,70,272,53,7
2008,Arizona,1322,1295,6964,1189,122
2008,Arkansas,1053,529,2143,320,48
2008,California,11432,8703,68279,10096,1002
2008,Colorado,1073,882,6663,1264,81
2008,Connecticut,2580,3732,2317,347,200
2008,Delaware,857,741,834,163,37
2008,District of Columbia,3390,2267,5474,706,145
2008,Florida,33472,9591,36624,4221,1305
2008,Georgia,8967,3397,16977,1939,344
2008,Hawaii,220,167,1404,154,24
2008,Idaho,131,100,363,95,13
2008,Illinois,5489,4590,15020,2111,433
2008,Indiana,1756,754,4682,634,104
2008,Iowa,346,157,816,130,32
2008,Kansas,453,199,1285,250,29
2008,Kentucky,977,506,2766,308,49
2008,Louisiana,5786,2194,6126,1080,241
2008,Maine,153,127,617,62,16
2008,Maryland,8440,7534,7117,1380,445
2008,Massachusetts,3920,4642,6465,823,350
2008,Michigan,2726,1662,7087,770,226
2008,Minnesota,1383,553,3528,445,85
2008,Mississippi,2755,862,3343,422,138
2008,Missouri,1783,825,6444,867,109
2008,Montana,49,40,170,44,4
2008,Nebraska,369,146,769,126,26
2008,Nevada,907,699,3787,622,57
2008,New Hampshire,237,191,512,66,27
2008,New Jersey,10250,10809,10004,1633,729
2008,New Mexico,288,230,1337,269,26
2008,New York,30372,31428,42821,6292,2730
2008,North Carolina,7492,3254,9653,1084,285
2008,North Dakota,34,19,97,10,3
2008,Ohio,3585,1426,9349,901,228
2008,Oklahoma,709,522,2541,543,59
2008,Oregon,562,477,2992,437,57
2008,Pennsylvania,8769,7374,9404,1622,443
2008,Rhode Island,532,497,728,100,28
2008,South Carolina,5087,1719,5554,727,173
2008,South Dakota,116,60,146,28,15
2008,Tennessee,4068,1349,7182,626,155
2008,Texas,13489,7901,31311,4947,568
2008,Utah,264,257,1263,325,29
2008,Vermont,61,54,224,34,10
2008,Virginia,5247,2376,9055,1073,274
2008,Washington,1320,830,6246,1040,115
2008,West Virginia,282,223,729,82,19
2008,Wisconsin,940,576,2654,370,83
2008,Wyoming,34,35,93,22,4
2009,Alabama,3419,1104,5139,627,113
2009,Alaska,150,69,275,53,7
2009,Arizona,1404,1321,7283,1204,122
2009,Arkansas,1086,529,2268,320,52
2009,California,11939,8794,71297,10238,1028
2009,Colorado,1122,868,6834,1282,82
2009,Connecticut,2657,3648,2444,341,196
2009,Delaware,887,728,883,162,39
2009,District of Columbia,3629,2271,5788,703,151
2009,Florida,34567,9519,38419,4217,1364
2009,Georgia,9526,3452,18365,1970,367
2009,Hawaii,232,173,1446,153,24
2009,Idaho,130,104,393,98,13
2009,Illinois,5772,4550,15870,2114,460
2009,Indiana,1840,745,4878,640,108
2009,Iowa,372,165,875,132,32
2009,Kansas,493,196,1349,256,29
2009,Kentucky,1034,517,2925,313,53
2009,Louisiana,6143,2201,6424,1074,247
2009,Maine,164,131,635,66,15
2009,Maryland,8988,7396,7666,1376,462
2009,Massachusetts,4058,4587,6770,836,363
2009,Michigan,2839,1647,7498,776,234
2009,Minnesota,1450,552,3732,454,92
2009,Mississippi,2848,853,3522,418,143
2009,Missouri,1842,811,6685,871,112
2009,Montana,52,40,188,47,4
2009,Nebraska,404,154,810,124,29
2009,Nevada,950,695,3974,625,56
2009,New Hampshire,245,187,526,63,28
2009,New Jersey,10511,10624,10482,1634,765
2009,New Mexico,310,239,1403,280,26
2009,New York,31093,30810,44483,6269,2857
2009,North Carolina,7814,3227,10353,1092,298
2009,North Dakota,37,19,103,11,3
2009,Ohio,3798,1432,9830,914,238
2009,Oklahoma,757,521,2672,544,62
2009,Oregon,575,484,3124,460,59
2009,Pennsylvania,9185,7352,9976,1646,467
2009,Rhode Island,552,492,792,101,30
2009,South Carolina,5182,1690,5879,723,175
2009,South Dakota,118,61,155,31,15
2009,Tennessee,4281,1343,7516,615,157
2009,Texas,14310,7914,33309,4988,598
2009,Utah,276,259,1320,344,29
2009,Vermont,64,58,228,33,11
2009,Virginia,5411,2339,9509,1067,279
2009,Washington,1380,832,6479,1069,123
2009,West Virginia,289,225,757,85,20
2009,Wisconsin,989,579,2786,370,84
2009,Wyoming,37,38,101,24,4
2010,Alabama,3567,1125,5332,588,124
2010,Alaska,161,83,316,72,10
2010,Arizona,1548,1406,7841,1211,156
2010,Arkansas,1099,500,2321,293,52
2010,California,12297,8778,73465,10143,1004
2010,Colorado,1183,798,6537,1134,78
2010,Connecticut,2901,3768,2760,381,202
2010,Delaware,976,761,989,181,36
2010,District of Columbia,3977,2388,6694,852,140
2010,Florida,34778,9109,39032,4055,1421
2010,Georgia,11175,4108,22104,2320,466
2010,Hawaii,262,199,1697,197,31
2010,Idaho,159,125,453,116,16
2010,Illinois,6003,4440,16876,2198,451
2010,Indiana,2023,775,5160,647,125
2010,Iowa,443,223,1079,206,36
2010,Kansas,536,220,1498,311,31
2010,Kentucky,1154,595,3156,354,58
2010,Louisiana,6122,2091,6318,971,202
2010,Maine,194,175,788,78,18
2010,Maryland,9678,7324,8510,1421,519
2010,Massachusetts,4280,4605,6949,880,378
2010,Michigan,2907,1666,7639,804,234
2010,Minnesota,1551,578,3800,445,101
2010,Mississippi,2826,853,3615,408,153
2010,Missouri,1847,840,6525,750,115
2010,Montana,55,49,252,57,8
2010,Nebraska,472,176,926,140,36
2010,Nevada,1085,699,4266,574,75
2010,New Hampshire,252,187,559,65,31
2010,New Jersey,10336,9762,10580,1383,709
2010,New Mexico,386,286,1797,352,37
2010,New York,31263,30197,45517,6484,2820
2010,North Carolina,8213,3336,11195,1086,354
2010,North Dakota,48,25,107,16,5
2010,Ohio,3975,1426,10271,959,244
2010,Oklahoma,830,581,2802,563,75
2010,Oregon,684,534,3698,657,70
2010,Pennsylvania,9755,7493,10676,1749,527
2010,Rhode Island,571,517,866,100,35
2010,South Carolina,5266,1714,6075,666,214
2010,South Dakota,122,59,144,23,14
2010,Tennessee,4526,1376,7886,640,179
2010,Texas,15491,7945,35974,5069,657
2010,Utah,279,243,1242,322,36
2010,Vermont,82,71,261,30,8
2010,Virginia,5385,2207,9262,891,316
2010,Washington,1498,929,6827,1071,140
2010,West Virginia,316,236,839,114,30
2010,Wisconsin,1037,563,2825,348,94
2010,Wyoming,48,46,129,27,7
2011,Alabama,3669,1120,5691,619,134
2011,Alaska,171,87,319,73,10
2011,Arizona,1644,1443,8048,1253,161
2011,Arkansas,1109,502,2408,292,53
2011,California,12677,8760,76175,10077,1019
2011,Colorado,1217,795,6776,1155,81
2011,Connecticut,2932,3652,2831,361,202
2011,Delaware,1003,740,1052,188,46
2011,District of Columbia,4032,2323,6826,802,135
2011,Florida,35607,8933,40620,4031,1466
2011,Georgia,11583,4103,23036,2264,478
2011,Hawaii,275,192,1693,193,33
2011,Idaho,164,122,480,124,17
2011,Illinois,6255,4401,17660,2205,477
2011,Indiana,2111,793,5380,658,131
2011,Iowa,457,218,1138,214,33
2011,Kansas,554,221,1566,308,34
2011,Kentucky,1203,607,3311,352,63
2011,Louisiana,6466,2094,6780,967,210
2011,Maine,202,175,803,70,19
2011,Maryland,10127,7151,9204,1421,533
2011,Massachusetts,4490,4662,7329,910,391
2011,Michigan,3013,1616,7922,804,237
2011,Minnesota,1630,574,3972,445,107
2011,Mississippi,2935,847,3872,432,157
2011,Missouri,1905,841,6846,752,118
2011,Montana,59,60,282,69,8
2011,Nebraska,482,166,972,147,37
2011,Nevada,1123,701,4450,570,82
2011,New Hampshire,255,178,582,66,32
2011,New Jersey,10412,9507,10898,1386,713
2011,New Mexico,403,303,1868,347,36
2011,New York,31690,29541,47275,6402,2875
2011,North Carolina,8446,3325,11829,1088,376
2011,North Dakota,50,26,118,17,4
2011,Ohio,4107,1449,10745,970,245
2011,Oklahoma,862,594,2909,563,76
2011,Oregon,691,550,3875,665,70
2011,Pennsylvania,10142,7420,11154,1726,554
2011,Rhode Island,577,492,898,106,35
2011,South Carolina,5872,2049,7479,955,225
2011,South Dakota,131,63,149,30,13
2011,Tennessee,4709,1366,8207,630,183
2011,Texas,16327,7928,38246,5157,685
2011,Utah,296,247,1293,347,38
2011,Vermont,82,73,288,37,10
2011,Virginia,5528,2168,9587,864,319
2011,Washington,1527,904,6998,1092,142
2011,West Virginia,344,260,885,120,30
2011,Wisconsin,1066,570,2939,356,96
2011,Wyoming,47,42,129,25,6
2012,Alabama,3711,1102,5975,613,135
2012,Alaska,176,78,322,64,9
2012,Arizona,1769,1471,8401,1306,167
2012,Arkansas,1134,507,2554,290,50
2012,California,13074,8744,78969,10070,1040
2012,Colorado,1278,800,6973,1174,86
2012,Connecticut,2985,3562,2917,337,204
2012,Delaware,1040,717,1099,175,48
2012,District of Columbia,4157,2294,7313,840,137
2012,Florida,36729,9082,43329,4265,1509
2012,Georgia,12108,4162,24543,2275,485
2012,Hawaii,268,182,1702,192,30
2012,Idaho,164,124,507,149,18
2012,Illinois,6432,4288,18406,2177,495
2012,Indiana,2236,801,5566,666,130
2012,Iowa,486,218,1204,221,32
2012,Kansas,562,223,1605,297,37
2012,Kentucky,1227,611,3485,365,68
2012,Louisiana,6648,2029,6935,941,211
2012,Maine,217,171,810,70,19
2012,Maryland,10429,6979,9683,1375,532
2012,Massachusetts,4680,4652,7837,938,399
2012,Michigan,3110,1591,8341,784,246
2012,Minnesota,1705,572,4156,479,112
2012,Mississippi,2942,827,4056,418,159
2012,Missouri,1957,825,7118,771,120
2012,Montana,67,60,285,71,9
2012,Nebraska,491,165,990,151,42
2012,Nevada,1140,707,4654,577,77
2012,New Hampshire,255,174,598,71,27
2012,New Jersey,10565,9315,11339,1343,715
2012,New Mexico,401,283,1888,339,32
2012,New York,32084,28930,48862,6331,2919
2012,North Carolina,8702,3422,12635,1146,400
2012,North Dakota,59,24,133,19,5
2012,Ohio,4235,1442,11234,981,249
2012,Oklahoma,906,610,3029,561,83
2012,Oregon,720,539,4027,660,73
2012,Pennsylvania,10520,7340,11641,1734,567
2012,Rhode Island,602,485,938,103,36
2012,South Carolina,5621,1788,6994,757,214
2012,South Dakota,145,69,157,32,13
2012,Tennessee,4888,1352,8611,670,187
2012,Texas,17043,7988,40549,5244,721
2012,Utah,314,247,1328,349,39
2012,Vermont,88,80,319,47,13
2012,Virginia,5776,2247,10209,926,332
2012,Washington,1600,909,7256,1138,149
2012,West Virginia,360,260,927,132,31
2012,Wisconsin,1089,572,3028,353,91
2012,Wyoming,50,35,132,29,5
2013,Alabama,3808,1113,6264,599,131
2013,Alaska,178,72,320,64,9
2013,Arizona,1858,1508,8777,1320,178
2013,Arkansas,1159,502,2696,303,54
2013,California,13462,8704,81419,10034,1067
2013,Colorado,1336,796,7121,1178,88
2013,Connecticut,3073,3514,3112,345,205
2013,Delaware,1035,680,1137,180,48
2013,District of Columbia,4080,2211,7490,820,160
2013,Florida,37351,8963,45122,4229,1550
2013,Georgia,12845,4230,27153,2542,522
2013,Hawaii,279,178,1746,198,30
2013,Idaho,173,123,536,156,23
2013,Illinois,6596,4173,19088,2163,508
2013,Indiana,2357,799,5781,664,132
2013,Iowa,509,209,1280,201,32
2013,Kansas,566,223,1643,290,36
2013,Kentucky,1395,636,3752,388,70
2013,Louisiana,6873,2041,7477,975,211
2013,Maine,228,176,829,73,23
2013,Maryland,10711,6800,10064,1350,533
2013,Massachusetts,4814,4626,8132,963,412
2013,Michigan,3189,1581,8663,757,252
2013,Minnesota,1781,580,4271,469,124
2013,Mississippi,2998,816,4176,393,156
2013,Missouri,2017,850,7299,748,120
2013,Montana,71,62,304,82,9
2013,Nebraska,501,160,1026,145,43
2013,Nevada,1201,697,4870,580,81
2013,New Hampshire,264,167,608,77,30
2013,New Jersey,10858,9206,11937,1376,728
2013,New Mexico,389,274,1898,327,27
2013,New York,32295,28328,50211,6226,2922
2013,North Carolina,8954,3400,13200,1149,393
2013,North Dakota,65,22,144,17,5
2013,Ohio,4360,1464,11714,992,256
2013,Oklahoma,939,612,3184,568,84
2013,Oregon,728,523,4070,666,72
2013,Pennsylvania,10784,7211,12023,1691,579
2013,Rhode Island,619,478,956,106,39
2013,South Carolina,5644,1723,7079,685,211
2013,South Dakota,160,79,172,33,11
2013,Tennessee,4954,1315,8874,655,202
2013,Texas,17871,8024,42922,5286,748
2013,Utah,339,259,1441,385,43
2013,Vermont,92,83,354,52,12
2013,Virginia,5867,2173,10491,916,328
2013,Washington,1665,910,7580,1161,152
2013,West Virginia,363,265,904,122,32
2013,Wisconsin,1214,627,3325,393,95
2013,Wyoming,55,33,140,22,4
2014,Alabama,3875,1107,6638,589,131
2014,Alaska,175,71,308,58,10
2014,Arizona,1983,1557,9223,1373,184
2014,Arkansas,1196,529,2915,310,61
2014,California,13926,8705,83976,9893,1076
2014,Colorado,1369,795,7356,1227,95
2014,Connecticut,3041,3311,3081,341,210
2014,Delaware,1062,653,1141,160,48
2014,District of Columbia,3989,2130,7208,755,150
2014,Florida,38356,8908,48027,4345,1613
2014,Georgia,12934,4114,27159,2271,510
2014,Hawaii,279,172,1778,203,31
2014,Idaho,168,122,547,144,26
2014,Illinois,6758,4094,19839,2126,510
2014,Indiana,2458,819,6008,659,139
2014,Iowa,533,212,1350,203,32
2014,Kansas,569,239,1691,287,43
2014,Kentucky,1399,637,3941,414,77
2014,Louisiana,7194,2022,8078,1005,218
2014,Maine,259,182,862,74,21
2014,Maryland,11235,6636,10864,1360,566
2014,Massachusetts,4974,4585,8381,946,411
2014,Michigan,3200,1503,8837,759,251
2014,Minnesota,1849,576,4414,476,132
2014,Mississippi,3048,804,4403,396,158
2014,Missouri,2091,840,7555,775,124
2014,Montana,76,65,305,88,8
2014,Nebraska,524,159,1083,147,43
2014,Nevada,1280,716,5272,655,83
2014,New Hampshire,272,169,651,74,29
2014,New Jersey,10949,8990,12300,1346,726
2014,New Mexico,409,288,2001,331,28
2014,New York,32886,27942,52917,6329,2960
2014,North Carolina,9179,3389,13943,1192,424
2014,North Dakota,80,24,158,24,7
2014,Ohio,4488,1481,12289,1006,261
2014,Oklahoma,960,599,3345,578,82
2014,Oregon,728,535,4148,690,67
2014,Pennsylvania,11084,7092,12513,1676,603
2014,Rhode Island,649,467,1031,110,45
2014,South Carolina,5670,1683,7410,667,211
2014,South Dakota,182,82,187,33,15
2014,Tennessee,4887,1271,8865,654,198
2014,Texas,18673,8048,45563,5317,787
2014,Utah,353,261,1519,382,41
2014,Vermont,100,82,382,56,15
2014,Virginia,6051,2130,11002,934,337
2014,Washington,1738,925,7891,1219,164
2014,West Virginia,366,273,950,117,31
2014,Wisconsin,1229,601,3460,385,91
2014,Wyoming,57,33,144,22,5
2015,Alabama,3801,1029,6634,569,133
2015,Alaska,183,71,326,60,13
2015,Arizona,2101,1569,9645,1411,193
2015,Arkansas,1237,537,3040,296,61
2015,California,14367,8716,87284,9875,1089
2015,Colorado,1460,813,7571,1297,106
2015,Connecticut,3131,3266,3194,344,207
2015,Delaware,1062,626,1185,168,54
2015,District of Columbia,4102,2111,7218,699,148
2015,Florida,39162,8892,50540,4367,1616
2015,Georgia,13462,4099,28584,2222,528
2015,Hawaii,309,172,1831,183,31
2015,Idaho,171,121,572,151,20
2015,Illinois,6894,3980,20531,2135,517
2015,Indiana,2544,986,6223,674,143
2015,Iowa,560,212,1397,202,30
2015,Kansas,563,221,1692,280,41
2015,Kentucky,1390,644,4089,411,79
2015,Louisiana,7412,2036,8547,1009,225
2015,Maine,263,188,870,80,21
2015,Maryland,11820,6523,11892,1439,599
2015,Massachusetts,5113,4543,8657,939,416
2015,Michigan,3175,1415,8848,692,256
2015,Minnesota,1929,587,4551,505,145
2015,Mississippi,3178,781,4591,401,145
2015,Missouri,2183,854,7790,791,129
2015,Montana,75,67,323,93,8
2015,Nebraska,530,156,1132,151,43
2015,Nevada,1366,735,5633,670,85
2015,New Hampshire,261,148,641,69,27
2015,New Jersey,11038,8713,12626,1315,730
2015,New Mexico,409,305,2100,340,27
2015,New York,33121,27451,54243,6194,2959
2015,North Carolina,9357,3376,14702,1223,431
2015,North Dakota,96,33,169,24,7
2015,Ohio,4641,1510,12841,1009,271
2015,Oklahoma,1013,582,3484,582,81
2015,Oregon,754,559,4426,725,76
2015,Pennsylvania,11307,6984,12970,1663,613
2015,Rhode Island,663,464,1038,112,46
2015,South Carolina,5739,1666,7703,657,220
2015,South Dakota,193,81,198,37,15
2015,Tennessee,5009,1267,9200,670,211
2015,Texas,19424,8052,48137,5377,826
2015,Utah,367,265,1583,377,42
2015,Vermont,102,86,381,56,18
2015,Virginia,6188,2115,11379,897,334
2015,Washington,1794,948,8216,1237,179
2015,West Virginia,355,251,951,114,35
2015,Wisconsin,1206,575,3586,390,94
2015,Wyoming,57,40,151,30,7
2016,Alabama,3944,1024,6927,555,134
2016,Alaska,191,71,352,60,15
2016,Arizona,2162,1582,10067,1409,206
2016,Arkansas,1265,531,3243,317,63
2016,California,14893,8739,90543,9860,1108
2016,Colorado,1548,873,8100,1392,122
2016,Connecticut,3160,3172,3247,340,202
2016,Delaware,1107,596,1220,165,52
2016,District of Columbia,4168,2070,7313,685,147
2016,Florida,39936,8701,52623,4312,1651
2016,Georgia,13847,4056,29922,2207,557
2016,Hawaii,322,166,1822,179,31
2016,Idaho,185,127,602,152,27
2016,Illinois,7056,3884,21060,2092,519
2016,Indiana,2652,993,6404,678,156
2016,Iowa,600,217,1477,217,33
2016,Kansas,582,227,1778,290,40
2016,Kentucky,1442,646,4253,422,83
2016,Louisiana,7667,2040,9001,997,227
2016,Maine,308,193,917,88,26
2016,Maryland,11880,6205,11956,1311,577
2016,Massachusetts,5255,4520,8869,921,415
2016,Michigan,3305,1420,9534,724,254
2016,Minnesota,2036,596,4700,523,157
2016,Mississippi,3264,760,4678,392,144
2016,Missouri,2275,857,7959,782,130
2016,Montana,81,72,332,90,7
2016,Nebraska,551,162,1161,157,41
2016,Nevada,1445,746,5997,678,83
2016,New Hampshire,265,147,651,76,28
2016,New Jersey,11111,8464,12891,1252,711
2016,New Mexico,424,315,2175,331,31
2016,New York,33523,26993,55872,6196,2966
2016,North Carolina,9582,3325,15410,1250,435
2016,North Dakota,124,36,172,29,11
2016,Ohio,4835,1577,13424,1039,274
2016,Oklahoma,1071,587,3566,606,85
2016,Oregon,777,573,4532,741,76
2016,Pennsylvania,11885,7145,14086,1842,660
2016,Rhode Island,683,461,1096,114,50
2016,South Carolina,5796,1651,8083,642,233
2016,South Dakota,195,79,207,42,14
2016,Tennessee,4996,1213,9121,652,201
2016,Texas,19976,8028,50508,5316,853
2016,Utah,381,260,1663,363,41
2016,Vermont,102,90,387,59,18
2016,Virginia,6291,2096,11732,904,336
2016,Washington,1893,967,8389,1278,187
2016,West Virginia,368,257,985,107,32
2016,Wisconsin,1221,575,3712,393,98
2016,Wyoming,57,44,163,37,8
2017,Alabama,4070,1039,7295,580,140
2017,Alaska,201,71,371,65,12
2017,Arizona,2267,1594,10538,1439,224
2017,Arkansas,1302,547,3393,330,63
2017,California,15257,8758,93227,9789,1122
2017,Colorado,1602,877,8346,1400,126
2017,Connecticut,3239,3139,3396,343,210
2017,Delaware,1155,593,1307,177,53
2017,District of Columbia,4127,1996,7360,678,156
2017,Florida,40634,8574,54857,4312,1658
2017,Georgia,14404,4093,31251,2191,590
2017,Hawaii,309,171,1839,177,28
2017,Idaho,197,128,632,161,28
2017,Illinois,7146,3820,21531,2046,534
2017,Indiana,2775,1012,6590,674,167
2017,Iowa,643,223,1547,222,36
2017,Kansas,598,231,1834,290,45
2017,Kentucky,1482,670,4416,456,84
2017,Louisiana,7805,2031,9368,987,234
2017,Maine,311,187,965,85,28
2017,Maryland,12131,6038,12385,1294,589
2017,Massachusetts,5401,4543,9073,933,424
2017,Michigan,3382,1430,9858,743,254
2017,Minnesota,2133,607,4860,540,164
2017,Mississippi,3328,752,4794,380,146
2017,Missouri,2369,868,8153,786,132
2017,Montana,85,79,353,98,10
2017,Nebraska,562,159,1214,162,40
2017,Nevada,1519,781,6497,717,95
2017,New Hampshire,273,147,670,74,26
2017,New Jersey,11251,8311,13379,1236,714
2017,New Mexico,443,324,2276,352,33
2017,New York,33697,26463,57259,6122,2954
2017,North Carolina,9813,3341,16114,1250,435
2017,North Dakota,140,34,193,28,12
2017,Ohio,4986,1652,13898,1079,284
2017,Oklahoma,1099,601,3690,613,82
2017,Oregon,799,596,4689,723,73
2017,Pennsylvania,11896,6953,14318,1690,663
2017,Rhode Island,707,477,1176,130,56
2017,South Carolina,5906,1689,8385,643,235
2017,South Dakota,202,80,224,50,13
2017,Tennessee,5074,1217,9451,653,216
2017,Texas,20721,8041,53037,5412,888
2017,Utah,380,254,1715,363,45
2017,Vermont,107,90,412,66,18
2017,Virginia,6532,2083,12272,914,348
2017,Washington,2008,973,8691,1331,204
2017,West Virginia,370,272,1012,123,32
2017,Wisconsin,1267,590,3872,383,103
2017,Wyoming,56,48,182,33,8
2008,Abbeville County SC,14,,21,,0
2008,Acadia Parish LA,23,9,35,,
2008,Accomack County VA,51,,35,,0
2008,Ada County ID,,,,,
2008,Adair County IA,0,0,0,0,0
2008,Adair County KY,,,,,
2008,Adair County MO,,0,8,0,
2008,Adair County OK,0,,,0,
2008,Adams County CO,101,59,354,39,9
2008,Adams County IA,0,0,0,0,0
2008,Adams County ID,,,,,
2008,Adams County IL,,,,,
2008,Adams County IN,,0,,,0
2008,Adams County MS,31,10,37,6,0
2008,Adams County ND,,,,,
2008,Adams County NE,5,,,,0
2008,Adams County OH,,0,6,,0
2008,Adams County PA,17,11,26,,
2008,Adams County WA,0,0,5,0,0
2008,Adams County WI,,6,8,,0
2008,Addison County VT,,,,,
2008,Aiken County SC,129,36,160,15,5
2008,Aitkin County MN,,,,,
2008,Alachua County FL,301,88,281,58,11
2008,Alamance County NC,95,41,129,,
2008,Alameda County CA,991,479,2626,295,55
2008,Alamosa County CO,0,0,,,
2008,Albany County NY,278,261,380,104,19
2008,Albany County WY,,,12,,0
2008,Albemarle County VA,19,8,50,,
2008,Alcona County MI,,,,,
2008,Alcorn County MS,10,,17,,0
2008,Aleutians East Borough AK,,,,,
2008,Aleutians West Census Area AK,,,,,
2008,Alexander County IL,,,,,
2008,Alexander County NC,8,,13,,0
2008,Alexandria City VA,335,127,587,70,8
2008,Alfalfa County OK,,,,,
2008,Alger County MI,,,,,
2008,Allamakee County IA,,,,,
2008,Allegan County MI,9,,50,,
2008,Allegany County MD,20,29,30,,
2008,Allegany County NY,,,12,,
2008,Alleghany County NC,,,,,
2008,Alleghany County VA,,,6,,0
2008,Allegheny County PA,502,264,1175,108,24
2008,Allen County IN,78,33,239,,
2008,Allen County KS,0,,,,0
2008,Allen County KY,,,,,
2008,Allen County OH,42,24,67,,
2008,Allen Parish LA,23,28,50,13,0
2008,Allendale County SC,36,,10,,0
2008,Alpena County MI,,,,,
2008,Alpine County CA,,,,,
2008,Amador County CA,,,,,
2008,Amelia County VA,,,,0,0
2008,Amherst County VA,14,8,10,,
2008,Amite County MS,6,5,,0,
2008,Anchorage Municipality AK,,,,,
2008,Anderson County KS,,,,,
2008,Anderson County KY,,,,,
2008,Anderson County SC,75,23,132,,
2008,Anderson County TN,13,5,32,,
2008,Anderson County TX,31,59,32,,
2008,Andrew County MO,,,,,
2008,Andrews County TX,,,,,
2008,Androscoggin County ME,,,,,
2008,Angelina County TX,52,13,23,,
2008,Anne Arundel County MD,363,369,322,54,27
2008,Anoka County MN,65,18,92,14,6
2008,Anson County NC,25,16,30,,
2008,Antelope County NE,,,,,
2008,Antrim County MI,,0,,0,0
2008,Apache County AZ,11,5,23,,
2008,Appanoose County IA,,,,,
2008,Appling County GA,5,,8,,0
2008,Appomattox County VA,5,,,,
2008,Aransas County TX,,5,8,,0
2008,Arapahoe County CO,207,71,561,84,10
2008,Archer County TX,,,,,
2008,Archuleta County CO,,,,,
2008,Arenac County MI,0,,,0,0
2008,Arkansas County AR,8,,8,,
2008,Arlington County VA,244,119,753,72,10
2008,Armstrong County PA,6,,14,,
2008,Armstrong County TX,0,0,0,0,0
2008,Aroostook County ME,,,,,
2008,Arthur County NE,0,0,0,0,0
2008,Ascension Parish LA,60,24,48,,
2008,Ashe County NC,,0,6,,0
2008,Ashland County OH,,0,11,,0
2008,Ashland County WI,,,,0,0
2008,Ashley County AR,6,,6,,0
2008,Ashtabula County OH,21,7,20,,
2008,Asotin County WA,,0,6,,
2008,Assumption Parish LA,6,,7,,0
2008,Atascosa County TX,,5,15,,0
2008,Atchison County KS,,,,,0
2008,Atchison County MO,,,,,
2008,Athens County OH,11,,18,,0
2008,Atkinson County GA,7,,,,0
2008,Atlantic County NJ,353,534,406,116,18
2008,Atoka County OK,,,,0,0
2008,Attala County MS,15,5,14,,
2008,Audrain County MO,16,7,,,0
2008,Audubon County IA,,,,,
2008,Auglaize County OH,,0,8,0,
2008,Augusta County VA,8,13,27,6,0
2008,Aurora County SD,,,,,
2008,Austin County TX,13,,12,,0
2008,Autauga County AL,25,11,30,9,0
2008,Avery County NC,,,,,0
2008,Avoyelles Parish LA,39,23,41,,
2008,Baca County CO,,,,,
2008,Bacon County GA,12,7,15,0,0
2008,Bailey County TX,,,,,
2008,Baker County FL,25,14,26,9,0
2008,Baker County GA,12,5,18,,
2008,Baker County OR,,,,,
2008,Baldwin County AL,94,28,107,,
2008,Baldwin County GA,43,37,97,24,0
2008,Ballard County KY,,,,,
2008,Baltimore City MD,2916,4896,2369,708,171
2008,Baltimore County MD,945,825,859,141,58
2008,Bamberg County SC,67,10,25,,
2008,Bandera County TX,,,7,,0
2008,Banks County GA,18,5,15,,
2008,Banner County NE,0,0,0,0,0
2008,Bannock County ID,,,,,
2008,Baraga County MI,,,,,
2008,Barber County KS,,,,,
2008,Barbour County AL,50,9,17,,
2008,Barbour County WV,,,,0,0
2008,Barnes County ND,,,,,
2008,Barnstable County MA,,,,,
2008,Barnwell County SC,63,9,26,,
2008,Barren County KY,,,,,
2008,Barron County WI,5,,,,0
2008,Barrow County GA,27,9,30,,
2008,Barry County MI,6,,10,,
2008,Barry County MO,,0,5,0,
2008,Bartholomew County IN,6,,27,,
2008,Barton County KS,5,,10,,
2008,Barton County MO,,,,,
2008,Bartow County GA,44,17,81,,
2008,Bastrop County TX,13,13,42,,
2008,Bates County MO,,,5,,0
2008,Bath County KY,,,,,
2008,Bath County VA,,,,,
2008,Baxter County AR,,5,13,,
2008,Bay County FL,105,39,154,21,0
2008,Bay County MI,8,9,31,,
2008,Bayfield County WI,,,5,0,0
2008,Baylor County TX,,,,,
2008,Beadle County SD,,,,,
2008,Bear Lake County ID,,,,,
2008,Beaufort County NC,38,18,34,,
2008,Beaufort County SC,114,48,125,15,5
2008,Beauregard Parish LA,10,10,8,,
2008,Beaver County OK,,,,,
2008,Beaver County PA,15,14,46,,
2008,Beaver County UT,,,,,
2008,Beaverhead County MT,0,0,0,0,0
2008,Becker County MN,,,,,
2008,Beckham County OK,,,7,0,
2008,Bedford County PA,0,,13,,
2008,Bedford County TN,6,,11,,0
2008,Bedford County VA,13,6,18,,
2008,Bee County TX,20,82,29,43,0
2008,Belknap County NH,,,,,
2008,Bell County KY,,,,,
2008,Bell County TX,93,44,154,19,7
2008,Belmont County OH,9,,22,,0
2008,Beltrami County MN,,,,0,
2008,Ben Hill County GA,17,,9,,
2008,Benewah County ID,,,,,
2008,Bennett County SD,,,,,
