Year,Full Name,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
2010,Slope County ND,,,,,
2010,Smith County KS,0,0,0,0,0
2010,Smith County MS,5,,10,,0
2010,Smith County TN,9,,19,,
2010,Smith County TX,94,57,145,,
2010,Smyth County VA,9,,15,,0
2010,Snohomish County WA,121,60,354,60,18
2010,Snyder County PA,,,5,,0
2010,Socorro County NM,,,,,
2010,Solano County CA,158,232,493,142,11
2010,Somerset County MD,,,,,
2010,Somerset County ME,,,,,
2010,Somerset County NJ,123,107,167,10,10
2010,Somerset County PA,11,,22,,0
2010,Somervell County TX,,,,0,0
2010,Sonoma County CA,122,78,747,117,16
2010,Southampton County VA,10,7,16,,
2010,Southeast Fairbanks Census Area AK,,,,,
2010,Spalding County GA,16,7,19,,
2010,Spartanburg County SC,64,33,110,17,6
2010,Spencer County IN,,0,,0,
2010,Spencer County KY,,,,,
2010,Spink County SD,,,,,
2010,Spokane County WA,34,42,189,49,6
2010,Spotsylvania County VA,25,7,49,,
2010,St. Bernard Parish LA,32,17,45,,
2010,St. Charles County MO,31,9,128,10,6
2010,St. Charles Parish LA,30,8,30,,
2010,St. Clair County AL,20,5,37,,
2010,St. Clair County IL,,,,,
2010,St. Clair County MI,17,5,47,,
2010,St. Clair County MO,,,,,
2010,St. Croix County WI,,,15,0,0
2010,St. Francis County AR,18,,14,,0
2010,St. Francois County MO,16,10,60,16,0
2010,St. Helena Parish LA,7,,10,,0
2010,St. James Parish LA,25,,18,,
2010,St. John The Baptist Parish LA,57,7,36,,
2010,St. Johns County FL,106,35,73,15,6
2010,St. Joseph County IN,159,27,184,19,6
2010,St. Joseph County MI,,,19,0,0
2010,St. Landry Parish LA,104,22,80,,
2010,St. Lawrence County NY,39,108,66,,
2010,St. Louis City MO,409,117,1537,104,16
2010,St. Louis County MN,32,20,43,,
2010,St. Louis County MO,328,81,1000,70,17
2010,St. Lucie County FL,877,154,327,30,30
2010,St. Martin Parish LA,22,12,38,,
2010,St. Mary Parish LA,24,9,32,0,0
2010,St. Mary's County MD,35,13,39,,
2010,St. Tammany Parish LA,56,37,169,,
2010,Stafford County KS,,,,,
2010,Stafford County VA,39,10,62,,
2010,Stanislaus County CA,76,66,265,44,19
2010,Stanley County SD,,,,,
2010,Stanly County NC,34,14,25,,
2010,Stanton County KS,0,0,0,0,0
2010,Stanton County NE,,,,,
2010,Stark County IL,,,,,
2010,Stark County ND,,,,,
2010,Stark County OH,66,18,201,25,5
2010,Starke County IN,,0,5,,0
2010,Starr County TX,5,,13,,0
2010,Staunton City VA,12,,19,,0
2010,Ste. Genevieve County MO,5,5,15,7,0
2010,Stearns County MN,14,7,24,,
2010,Steele County MN,,0,,0,0
2010,Steele County ND,,,,,
2010,Stephens County GA,7,,6,,0
2010,Stephens County OK,,,8,,0
2010,Stephens County TX,,7,,,0
2010,Stephenson County IL,,,,,
2010,Sterling County TX,0,0,0,0,0
2010,Steuben County IN,,,8,0,0
2010,Steuben County NY,21,9,21,,
2010,Stevens County KS,,,,,
2010,Stevens County MN,,,,,
2010,Stevens County WA,,0,5,,0
2010,Stewart County GA,5,,5,,0
2010,Stewart County TN,,,,,
2010,Stillwater County MT,,,,,
2010,Stoddard County MO,0,0,5,0,0
2010,Stokes County NC,6,5,24,,
2010,Stone County AR,,,,0,0
2010,Stone County MO,,,12,,
2010,Stone County MS,12,,9,5,
2010,Stonewall County TX,0,0,0,0,0
2010,Storey County NV,,0,,0,
2010,Story County IA,9,5,24,,
2010,Strafford County NH,,,,,
2010,Stutsman County ND,,,,,
2010,Sublette County WY,,,,,
2010,Suffolk City VA,63,17,96,,
2010,Suffolk County MA,1147,1078,2564,262,76
2010,Suffolk County NY,639,472,1066,185,98
2010,Sullivan County IN,5,,5,,0
2010,Sullivan County MO,0,,,0,0
2010,Sullivan County NH,,,,,
2010,Sullivan County NY,73,121,66,22,7
2010,Sullivan County PA,,0,,0,
2010,Sullivan County TN,26,17,77,,
2010,Sully County SD,,,,,
2010,Summers County WV,0,,8,,0
2010,Summit County CO,9,5,20,5,0
2010,Summit County OH,164,53,426,37,9
2010,Summit County UT,,0,11,,0
2010,Sumner County KS,,7,,,0
2010,Sumner County TN,29,9,77,,
2010,Sumter County AL,11,,11,0,
2010,Sumter County FL,64,23,55,,
2010,Sumter County GA,37,9,24,,
2010,Sumter County SC,69,31,63,,
2010,Sunflower County MS,74,35,98,,
2010,Surry County NC,15,,33,,
2010,Surry County VA,5,,5,,0
2010,Susquehanna County PA,,7,8,,0
2010,Sussex County DE,155,74,270,29,9
2010,Sussex County NJ,33,29,48,,
2010,Sussex County VA,23,12,20,,
2010,Sutter County CA,21,10,29,8,0
2010,Sutton County TX,,,,,
2010,Suwannee County FL,41,7,22,,
2010,Swain County NC,,0,10,,0
2010,Sweet Grass County MT,,,,,
2010,Sweetwater County WY,5,,9,,
2010,Swift County MN,,,,,
2010,Swisher County TX,,,,,0
2010,Switzerland County IN,,,,,
2010,Talbot County GA,6,,5,0,
2010,Talbot County MD,,,,,
2010,Taliaferro County GA,,,,,
2010,Talladega County AL,34,9,49,,
2010,Tallahatchie County MS,8,,6,,
2010,Tallapoosa County AL,9,,15,,0
2010,Tama County IA,,,,0,
2010,Taney County MO,11,5,22,,
2010,Tangipahoa Parish LA,103,32,115,9,6
2010,Taos County NM,,,13,5,
2010,Tarrant County TX,880,564,1908,339,57
2010,Tate County MS,14,,8,,0
2010,Tattnall County GA,15,7,22,,
2010,Taylor County FL,48,26,52,,
2010,Taylor County GA,10,,6,,0
2010,Taylor County IA,,,,,
2010,Taylor County KY,,,,,
2010,Taylor County TX,38,59,110,,
2010,Taylor County WI,,,,,
2010,Taylor County WV,,,5,,0
2010,Tazewell County IL,,,,,
2010,Tazewell County VA,,,11,7,
2010,Tehama County CA,,7,19,,0
2010,Telfair County GA,27,11,20,,
2010,Teller County CO,,,6,0,0
2010,Tensas Parish LA,,,,,
2010,Terrebonne Parish LA,53,23,74,10,0
2010,Terrell County GA,,,,,
2010,Terrell County TX,,,,,
2010,Terry County TX,,,,,0
2010,Teton County ID,,,,,
2010,Teton County MT,,,,,
2010,Teton County WY,,,6,0,0
2010,Texas County MO,6,,7,,0
2010,Texas County OK,5,,,0,0
2010,Thayer County NE,,,,,
2010,Thomas County GA,15,5,26,,
2010,Thomas County KS,0,0,0,0,0
2010,Thomas County NE,0,0,0,0,0
2010,Throckmorton County TX,,,,,
2010,Thurston County NE,,,,,
2010,Thurston County WA,23,22,92,19,7
2010,Tift County GA,47,7,29,,
2010,Tillamook County OR,,,,,
2010,Tillman County OK,,,,,
2010,Tioga County NY,6,7,15,,
2010,Tioga County PA,,,6,,
2010,Tippah County MS,,,,,0
2010,Tippecanoe County IN,30,8,72,,
2010,Tipton County IN,,,,,
2010,Tipton County TN,35,7,33,,
2010,Tishomingo County MS,,0,,,0
2010,Titus County TX,8,,8,,0
2010,Todd County KY,,,,,
2010,Todd County MN,,,,,
2010,Todd County SD,,,,,
2010,Tolland County CT,,10,15,,0
2010,Tom Green County TX,15,15,40,7,0
2010,Tompkins County NY,25,12,46,,
2010,Tooele County UT,,0,10,0,
2010,Toole County MT,,,,,
2010,Toombs County GA,25,9,17,0,0
2010,Torrance County NM,,9,17,,0
2010,Towner County ND,,,,,
2010,Towns County GA,,,,,
2010,Traill County ND,,,,,
2010,Transylvania County NC,,,11,,0
2010,Traverse County MN,,,,,
2010,Travis County TX,546,395,2368,398,28
2010,Treasure County MT,0,0,0,0,0
2010,Trego County KS,0,0,0,0,0
2010,Trempealeau County WI,0,,,,
2010,Treutlen County GA,6,,,0,0
2010,Trigg County KY,,,,,
2010,Trimble County KY,,,,,
2010,Trinity County CA,,,,,
2010,Trinity County TX,9,,5,,0
2010,Tripp County SD,,,,,
2010,Troup County GA,17,5,19,,
2010,Trousdale County TN,,0,,0,0
2010,Trumbull County OH,41,22,78,,
2010,Tucker County WV,,,,,
2010,Tulare County CA,46,21,125,,
2010,Tulsa County OK,179,96,703,132,12
2010,Tunica County MS,30,,24,,0
2010,Tuolumne County CA,,,,,
2010,Turner County GA,9,,7,,0
2010,Turner County SD,,,,,
2010,Tuscaloosa County AL,70,18,133,,
2010,Tuscarawas County OH,,,9,0,0
2010,Tuscola County MI,,,,,
2010,Twiggs County GA,6,,6,,0
2010,Twin Falls County ID,,,,,
2010,Tyler County TX,,,14,,
2010,Tyler County WV,,,,,0
2010,Tyrrell County NC,7,,6,,0
2010,Uinta County WY,,,,,0
2010,Uintah County UT,,,,,
2010,Ulster County NY,122,186,138,41,9
2010,Umatilla County OR,7,14,25,,
2010,Unicoi County TN,0,,13,,0
2010,Union County AR,57,14,40,,
2010,Union County FL,65,76,133,,
2010,Union County GA,,,,0,0
2010,Union County IA,0,0,0,0,0
2010,Union County IL,,,,,
2010,Union County IN,0,0,0,0,0
2010,Union County KY,,,,,
2010,Union County MS,7,,12,,0
2010,Union County NC,67,21,72,,
2010,Union County NJ,684,607,629,77,44
2010,Union County NM,0,0,,,0
2010,Union County OH,43,30,9,,
2010,Union County OR,,,,0,
2010,Union County PA,14,28,31,,
2010,Union County SC,6,,5,,0
2010,Union County SD,,,,,
2010,Union County TN,,0,5,,0
2010,Union Parish LA,14,,12,,
2010,Upshur County TX,7,,25,,0
2010,Upshur County WV,,,6,,0
2010,Upson County GA,5,,13,,
2010,Upton County TX,,,,,
2010,Utah County UT,21,6,70,15,7
2010,Uvalde County TX,,,9,0,0
2010,Val Verde County TX,,5,11,,
2010,Valdez-Cordova Census Area AK,,,,,
2010,Valencia County NM,7,,21,,0
2010,Valley County ID,,,,,
2010,Valley County MT,,,,,
2010,Valley County NE,0,0,0,0,0
2010,Van Buren County AR,,,,,
2010,Van Buren County IA,,,,,
2010,Van Buren County MI,13,8,22,,
2010,Van Buren County TN,,,6,,0
2010,Van Wert County OH,5,0,,,0
2010,Van Zandt County TX,7,,11,,0
2010,Vance County NC,73,28,55,7,7
2010,Vanderburgh County IN,42,19,160,,
2010,Venango County PA,8,,12,,0
2010,Ventura County CA,133,64,535,54,17
2010,Vermilion County IL,,,,,
2010,Vermilion Parish LA,19,10,36,,
2010,Vermillion County IN,,,,,0
2010,Vernon County MO,,,5,,
2010,Vernon County WI,,,,,
2010,Vernon Parish LA,13,,24,,
2010,Victoria County TX,22,12,46,,
2010,Vigo County IN,25,32,67,,
2010,Vilas County WI,0,,,,0
2010,Vinton County OH,,0,,0,0
2010,Virginia Beach City VA,245,101,489,41,23
2010,Volusia County FL,337,211,589,87,20
2010,Wabash County IL,,,,,
2010,Wabash County IN,5,,5,,0
2010,Wabasha County MN,,,,,
2010,Wabaunsee County KS,,,,,
2010,Wadena County MN,,,,,
2010,Wagoner County OK,5,,8,8,
2010,Wahkiakum County WA,,,,,
2010,Wake County NC,812,311,1467,109,32
2010,Wakulla County FL,22,8,26,6,0
2010,Waldo County ME,,,,,
2010,Walker County AL,19,,22,,0
2010,Walker County GA,6,,21,,
2010,Walker County TX,121,521,155,,
2010,Walla Walla County WA,9,,12,,0
2010,Wallace County KS,0,0,0,0,0
2010,Waller County TX,23,5,15,,
2010,Wallowa County OR,0,0,5,0,0
2010,Walsh County ND,,,,,
2010,Walthall County MS,9,,14,,0
2010,Walton County FL,22,8,22,,
2010,Walton County GA,21,7,22,,
2010,Walworth County SD,,,,,
2010,Walworth County WI,6,,23,0,
2010,Wapello County IA,,,5,,0
2010,Ward County ND,,,,,
2010,Ward County TX,,,,,
2010,Ware County GA,48,18,44,,
2010,Warren County GA,7,,6,,0
2010,Warren County IA,,,,,
2010,Warren County IL,,,,,
2010,Warren County IN,,,,,
2010,Warren County KY,20,14,60,,
2010,Warren County MO,,,,0,0
2010,Warren County MS,68,20,56,,
2010,Warren County NC,21,7,19,,
2010,Warren County NJ,34,31,29,,
2010,Warren County NY,13,,21,,7
2010,Warren County OH,24,18,76,,
2010,Warren County PA,,,8,0,0
2010,Warren County TN,9,,15,,0
2010,Warren County VA,9,,14,,
2010,Warrick County IN,,,12,,
2010,Wasatch County UT,,,,,0
2010,Wasco County OR,0,,14,,0
2010,Waseca County MN,,,,,0
2010,Washakie County WY,0,0,0,0,0
2010,Washburn County WI,,,,,
2010,Washington County AL,,,,,0
2010,Washington County AR,33,23,111,,
2010,Washington County CO,,,,,
2010,Washington County FL,52,22,66,,
2010,Washington County GA,13,,9,,0
2010,Washington County IA,,0,10,,
2010,Washington County ID,,,,,
2010,Washington County IL,,,,,
2010,Washington County IN,,0,11,,0
2010,Washington County KS,,,,,
2010,Washington County KY,,,,,
2010,Washington County MD,113,152,156,49,6
2010,Washington County ME,,,,,
2010,Washington County MN,38,12,84,5,5
2010,Washington County MO,7,,19,6,
2010,Washington County MS,82,21,84,,
2010,Washington County NC,21,,17,,0
2010,Washington County NE,,,,,
2010,Washington County NY,21,56,48,,
2010,Washington County OH,5,,22,,
2010,Washington County OK,,,,,0
2010,Washington County OR,92,40,397,45,10
2010,Washington County PA,21,14,53,,
2010,Washington County RI,11,8,36,,
2010,Washington County TN,26,16,82,,
2010,Washington County TX,10,,10,,0
2010,Washington County UT,7,6,28,7,0
2010,Washington County VA,6,,15,,
2010,Washington County VT,6,,24,,
2010,Washington County WI,,0,21,0,
2010,Washington Parish LA,60,29,48,,
2010,Washita County OK,,,,,
2010,Washoe County NV,109,102,485,,
2010,Washtenaw County MI,95,44,322,33,10
2010,Watauga County NC,,,18,,0
2010,Watonwan County MN,,,,,
2010,Waukesha County WI,22,9,86,7,5
2010,Waupaca County WI,,0,5,0,
2010,Waushara County WI,,0,5,0,
2010,Wayne County GA,29,8,18,,
2010,Wayne County IA,0,0,0,0,0
2010,Wayne County IL,,,,,
2010,Wayne County IN,10,6,39,,
2010,Wayne County KY,,,,,
2010,Wayne County MI,1298,876,2774,293,77
2010,Wayne County MO,,,,0,0
2010,Wayne County MS,6,6,9,,
2010,Wayne County NC,111,68,150,26,5
2010,Wayne County NE,0,0,0,0,0
2010,Wayne County NY,34,24,38,,
2010,Wayne County OH,9,,26,,
2010,Wayne County PA,14,28,9,,
2010,Wayne County TN,6,,5,,0
2010,Wayne County UT,,,,,
2010,Wayne County WV,0,0,7,0,0
2010,Waynesboro City VA,6,,14,,
2010,Weakley County TN,,0,10,,0
2010,Webb County TX,89,39,165,16,6
2010,Weber County UT,19,12,70,,
2010,Webster County GA,,,,,
2010,Webster County IA,,,11,,0
2010,Webster County KY,,,,,
2010,Webster County MO,5,,10,0,
2010,Webster County MS,7,,,0,
2010,Webster County NE,0,0,0,0,0
2010,Webster County WV,,,,0,
2010,Webster Parish LA,20,,17,,0
2010,Weld County CO,17,11,78,,
2010,Wells County IN,,,7,,
2010,Wells County ND,,,,,
2010,West Baton Rouge Parish LA,57,17,22,,
2010,West Carroll Parish LA,5,,,0,0
2010,West Feliciana Parish LA,18,30,58,24,0
2010,Westchester County NY,908,715,780,138,64
2010,Westmoreland County PA,20,18,87,,
2010,Westmoreland County VA,,,11,0,0
2010,Weston County WY,,,,,
2010,Wetzel County WV,,0,6,,0
2010,Wexford County MI,,0,,,0
2010,Wharton County TX,25,,18,,0
2010,Whatcom County WA,25,15,85,,
2010,Wheatland County MT,0,0,0,0,0
2010,Wheeler County GA,6,,5,,0
2010,Wheeler County NE,0,0,0,0,0
2010,Wheeler County OR,0,0,0,0,0
2010,Wheeler County TX,,,,,
2010,White County AR,11,8,20,,
2010,White County GA,,,,0,0
2010,White County IL,,,,,
2010,White County IN,5,,11,,0
2010,White County TN,,,6,0,0
2010,White Pine County NV,0,,,,0
2010,Whiteside County IL,,,,,
2010,Whitfield County GA,24,5,38,,
2010,Whitley County IN,,0,5,,
2010,Whitley County KY,,,,,
2010,Whitman County WA,5,,6,,
2010,Wibaux County MT,0,0,0,0,0
2010,Wichita County KS,0,0,0,0,0
2010,Wichita County TX,21,28,66,,
2010,Wicomico County MD,72,25,67,,
2010,Wilbarger County TX,,,,,0
2010,Wilcox County AL,7,0,0,0,0
2010,Wilcox County GA,15,,20,,0
2010,Wilkes County GA,,,,,0
2010,Wilkes County NC,13,12,17,,
2010,Wilkin County MN,,,,,
2010,Wilkinson County GA,6,,5,,
2010,Wilkinson County MS,10,,8,,0
2010,Will County IL,97,61,207,30,8
2010,Willacy County TX,16,13,38,,
2010,Williams County ND,,,,,
2010,Williams County OH,5,,15,,0
2010,Williamsburg City VA,9,6,18,,
2010,Williamsburg County SC,41,14,28,,
2010,Williamson County IL,,,,,
2010,Williamson County TN,16,6,59,,
2010,Williamson County TX,107,42,307,,
2010,Wilson County KS,0,0,0,0,0
2010,Wilson County NC,138,48,88,9,8
2010,Wilson County TN,14,9,54,,
2010,Wilson County TX,7,,19,,0
2010,Winchester City VA,16,9,35,,
2010,Windham County CT,22,23,17,,
2010,Windham County VT,,,,,
2010,Windsor County VT,,,,,
2010,Winkler County TX,,,,,0
2010,Winn Parish LA,21,9,28,8,0
2010,Winnebago County IA,,,,,
2010,Winnebago County IL,,,,,
2010,Winnebago County WI,16,,34,,0
2010,Winneshiek County IA,0,0,0,0,0
2010,Winona County MN,,,5,0,0
2010,Winston County AL,,,5,,0
2010,Winston County MS,12,,7,,0
2010,Wirt County WV,,,,,
2010,Wise County TX,5,,15,,0
2010,Wise County VA,7,,13,,0
2010,Wolfe County KY,,,,,
2010,Wood County OH,15,,36,6,
2010,Wood County TX,14,11,26,9,0
2010,Wood County WI,10,,12,,0
2010,Wood County WV,5,5,37,,
2010,Woodbury County IA,11,10,50,,
2010,Woodford County IL,,,,,
2010,Woodford County KY,,,,,
2010,Woodruff County AR,,,,,
2010,Woods County OK,,,,,
2010,Woodson County KS,0,0,0,0,0
2010,Woodward County OK,,,,,0
2010,Worcester County MA,441,558,413,80,50
2010,Worcester County MD,,,,,
2010,Worth County GA,6,,7,,0
2010,Worth County IA,,,,,
2010,Worth County MO,0,0,0,0,0
2010,Wrangell City and Borough AK,,,,,
2010,Wright County IA,,,,,
2010,Wright County MN,5,,17,,
2010,Wright County MO,,,,,
2010,Wyandot County OH,0,0,5,0,0
2010,Wyandotte County KS,100,29,222,,
2010,Wyoming County NY,14,93,31,,
2010,Wyoming County PA,5,5,6,,
2010,Wyoming County WV,,,6,0,0
2010,Wythe County VA,10,,10,,0
2010,Yadkin County NC,7,,11,0,
2010,Yakima County WA,38,21,76,,
2010,Yakutat City and Borough AK,,,,,
2010,Yalobusha County MS,7,,11,,0
2010,Yamhill County OR,10,,30,,0
2010,Yancey County NC,,,8,,0
2010,Yankton County SD,,,,,
2010,Yates County NY,,,5,0,
2010,Yavapai County AZ,20,26,87,,
2010,Yazoo County MS,40,10,48,,
2010,Yell County AR,,,6,0,0
2010,Yellow Medicine County MN,0,0,0,0,0
2010,Yellowstone County MT,19,8,68,17,0
2010,Yoakum County TX,0,,,0,0
2010,Yolo County CA,27,17,88,,
2010,York County ME,,,,,
2010,York County NE,,,,,0
2010,York County PA,227,174,215,20,15
2010,York County SC,56,28,91,,
2010,York County VA,12,,19,,
2010,Young County TX,,0,,0,0
2010,Yuba County CA,7,,16,,
2010,Yukon-Koyukuk Census Area AK,,,,,
2010,Yuma County AZ,32,23,89,,
2010,Yuma County CO,,,,0,0
2010,Zapata County TX,,,5,0,0
2010,Zavala County TX,,,7,,0
2010,Ziebach County SD,,,,,
2011,Abbeville County SC,11,,26,,0
2011,Acadia Parish LA,28,11,42,,
2011,Accomack County VA,47,,37,,0
2011,Ada County ID,,,,,
2011,Adair County IA,,,,,
2011,Adair County KY,,,,,
2011,Adair County MO,,6,22,6,
2011,Adair County OK,,,,,
2011,Adams County CO,144,65,457,57,12
2011,Adams County IA,0,0,0,0,0
2011,Adams County ID,,,,,
2011,Adams County IL,,,,,
2011,Adams County IN,,0,,0,0
2011,Adams County MS,31,,43,,0
2011,Adams County ND,,,,,
2011,Adams County NE,,,9,,0
2011,Adams County OH,5,,20,,0
2011,Adams County PA,32,13,39,,
2011,Adams County WA,0,,8,,0
2011,Adams County WI,,5,11,,
2011,Addison County VT,,,,,
2011,Aiken County SC,146,39,179,,
2011,Aitkin County MN,,,,,0
2011,Alachua County FL,311,84,337,62,13
2011,Alamance County NC,106,45,156,,
2011,Alameda County CA,1062,467,3122,355,57
2011,Alamosa County CO,,0,,0,0
2011,Albany County NY,272,217,367,91,29
2011,Albany County WY,,,7,0,0
2011,Albemarle County VA,21,9,46,,
2011,Alcona County MI,,,,,
2011,Alcorn County MS,10,,20,,0
2011,Aleutians East Borough AK,,,,,
2011,Aleutians West Census Area AK,,,,,
2011,Alexander County IL,,,,,
2011,Alexander County NC,8,7,24,6,0
2011,Alexandria City VA,328,92,475,24,9
2011,Alfalfa County OK,,,,,0
2011,Alger County MI,,,,,
2011,Allamakee County IA,,0,,0,0
2011,Allegan County MI,6,,57,6,
2011,Allegany County MD,29,46,34,,
2011,Allegany County NY,5,,14,,
2011,Alleghany County NC,,,,,0
2011,Alleghany County VA,,,8,,0
2011,Allegheny County PA,544,246,1343,116,22
2011,Allen County IN,92,36,265,,
2011,Allen County KS,0,,5,,0
2011,Allen County KY,,,,,
2011,Allen County OH,37,18,74,,
2011,Allen Parish LA,52,49,63,,
2011,Allendale County SC,28,,11,,
2011,Alpena County MI,0,,,,0
2011,Alpine County CA,,,,,
2011,Amador County CA,,,,,
2011,Amelia County VA,7,,,0,
2011,Amherst County VA,16,,11,,
2011,Amite County MS,10,,5,,
2011,Anchorage Municipality AK,,,,,
2011,Anderson County KS,,0,,,0
2011,Anderson County KY,,,,,
2011,Anderson County SC,89,33,159,,
2011,Anderson County TN,20,7,45,,
2011,Anderson County TX,44,45,53,22,0
2011,Andrew County MO,5,,8,,0
2011,Andrews County TX,,0,6,,0
2011,Androscoggin County ME,,,,,
2011,Angelina County TX,62,17,38,,
2011,Anne Arundel County MD,369,273,383,49,27
2011,Anoka County MN,104,27,147,16,7
2011,Anson County NC,34,16,49,,
2011,Antelope County NE,,,,,
2011,Antrim County MI,,,5,,0
2011,Apache County AZ,10,5,30,,
2011,Appanoose County IA,,,,,
2011,Appling County GA,11,,7,,
2011,Appomattox County VA,10,,7,,
2011,Aransas County TX,6,,5,,0
2011,Arapahoe County CO,219,70,643,85,10
2011,Archer County TX,0,0,0,0,0
2011,Archuleta County CO,,0,6,,0
2011,Arenac County MI,0,,5,,0
2011,Arkansas County AR,8,,13,,
2011,Arlington County VA,184,73,538,41,11
2011,Armstrong County PA,5,,16,,
2011,Armstrong County TX,,,,,
2011,Aroostook County ME,,,,,
2011,Arthur County NE,0,0,0,0,0
2011,Ascension Parish LA,60,30,80,,
2011,Ashe County NC,,0,7,,0
2011,Ashland County OH,,0,9,,0
2011,Ashland County WI,,0,,,0
2011,Ashley County AR,6,,8,,0
2011,Ashtabula County OH,30,10,36,,
2011,Asotin County WA,,0,12,,0
2011,Assumption Parish LA,9,5,9,,
2011,Atascosa County TX,7,,29,,0
2011,Atchison County KS,,0,,,0
2011,Atchison County MO,,,,,
2011,Athens County OH,9,,30,,0
2011,Atkinson County GA,7,,5,,0
2011,Atlantic County NJ,320,369,333,69,17
2011,Atoka County OK,,,8,5,0
2011,Attala County MS,17,,20,,
2011,Audrain County MO,18,16,7,0,0
2011,Audubon County IA,,,,,
2011,Auglaize County OH,,,10,0,
2011,Augusta County VA,12,12,37,5,0
2011,Aurora County SD,,,,,
2011,Austin County TX,10,10,21,,
2011,Autauga County AL,20,7,37,6,0
2011,Avery County NC,,,,0,0
2011,Avoyelles Parish LA,46,24,40,,
2011,Baca County CO,0,0,0,0,0
2011,Bacon County GA,14,10,35,,
2011,Bailey County TX,,,,,
2011,Baker County FL,29,10,25,,
2011,Baker County GA,7,,10,,0
2011,Baker County OR,,,,,0
2011,Baldwin County AL,81,23,119,15,5
2011,Baldwin County GA,37,25,67,,
2011,Ballard County KY,,,,,
2011,Baltimore City MD,2405,3376,2232,552,124
2011,Baltimore County MD,870,557,795,85,62
2011,Bamberg County SC,57,8,27,,
2011,Bandera County TX,,5,15,,0
2011,Banks County GA,21,,12,,0
2011,Banner County NE,,,,,
2011,Bannock County ID,,,,,
2011,Baraga County MI,0,0,,,0
2011,Barber County KS,,,,,
2011,Barbour County AL,44,,14,,0
2011,Barbour County WV,,,5,,
2011,Barnes County ND,,,,,
2011,Barnstable County MA,,,,,
2011,Barnwell County SC,60,8,22,6,0
2011,Barren County KY,,,,,
2011,Barron County WI,6,,10,,0
2011,Barrow County GA,16,6,32,,
2011,Barry County MI,,0,16,,0
2011,Barry County MO,,,16,,
2011,Bartholomew County IN,8,5,26,,
2011,Barton County KS,7,,11,,0
2011,Barton County MO,,,,,
2011,Bartow County GA,28,9,55,,
2011,Bastrop County TX,25,24,80,,
2011,Bates County MO,,,9,0,
2011,Bath County KY,,,,,
2011,Bath County VA,,0,,0,
2011,Baxter County AR,6,,13,,0
2011,Bay County FL,117,39,163,,
2011,Bay County MI,11,6,42,,
2011,Bayfield County WI,,,,0,0
2011,Baylor County TX,,,,,
2011,Beadle County SD,,,,,
2011,Bear Lake County ID,,,,,
2011,Beaufort County NC,49,15,45,,
2011,Beaufort County SC,141,48,169,17,7
2011,Beauregard Parish LA,16,8,16,,
2011,Beaver County OK,,,,,
2011,Beaver County PA,20,13,57,,
2011,Beaver County UT,,,,,
2011,Beaverhead County MT,,,,,
2011,Becker County MN,,,8,0,0
2011,Beckham County OK,,0,8,0,
2011,Bedford County PA,,,19,,0
2011,Bedford County TN,10,,28,,0
2011,Bedford County VA,16,5,25,,
2011,Bee County TX,21,53,45,24,0
2011,Belknap County NH,,,,,
2011,Bell County KY,,,,,
2011,Bell County TX,142,76,238,46,10
2011,Belmont County OH,11,,39,,0
2011,Beltrami County MN,,,8,,
2011,Ben Hill County GA,27,9,13,,
2011,Benewah County ID,,,,,
2011,Bennett County SD,,,,,
2011,Bennington County VT,,,,,
2011,Benson County ND,,,,,
2011,Bent County CO,,,,,
2011,Benton County AR,45,17,137,,
2011,Benton County IA,8,,7,,0
2011,Benton County IN,,0,,0,0
2011,Benton County MN,5,,7,,
2011,Benton County MO,,6,19,5,
2011,Benton County MS,,0,8,,
2011,Benton County OR,5,5,39,,
2011,Benton County TN,,0,5,,0
2011,Benton County WA,18,8,56,,
2011,Benzie County MI,0,,5,,0
2011,Bergen County NJ,358,296,583,48,28
2011,Berkeley County SC,143,57,202,37,6
2011,Berkeley County WV,38,29,46,,
2011,Berks County PA,250,293,199,48,16
2011,Berkshire County MA,,,,,
2011,Bernalillo County NM,131,88,838,151,15
2011,Berrien County GA,36,,25,,0
2011,Berrien County MI,93,25,91,,
2011,Bertie County NC,29,11,28,,
2011,Bethel Census Area AK,,,,,
2011,Bexar County TX,749,475,3095,356,32
2011,Bibb County AL,9,,18,,
2011,Bibb County GA,300,95,323,44,8
2011,Bienville Parish LA,13,,13,,
2011,Big Horn County MT,,,,0,0
2011,Big Horn County WY,,,,,
2011,Big Stone County MN,0,0,0,0,0
2011,Billings County ND,,,,,
2011,Bingham County ID,,,,,
2011,Black Hawk County IA,23,14,36,,
2011,Blackford County IN,,0,,,0
2011,Bladen County NC,42,,34,,0
2011,Blaine County ID,,,,,
2011,Blaine County MT,0,0,0,0,0
2011,Blaine County NE,,,,,
2011,Blaine County OK,,,,,0
2011,Blair County PA,9,11,50,,
2011,Blanco County TX,,0,8,,0
2011,Bland County VA,,,,,0
2011,Bleckley County GA,30,,15,,0
2011,Bledsoe County TN,,,19,,
2011,Blount County AL,9,,18,,0
2011,Blount County TN,26,,80,9,
2011,Blue Earth County MN,11,,9,,
2011,Boise County ID,,,,,
2011,Bolivar County MS,49,11,36,,
2011,Bollinger County MO,5,0,9,0,0
2011,Bon Homme County SD,,,,,
2011,Bond County IL,,,,,
2011,Bonner County ID,,,,,
2011,Bonneville County ID,,,,,
