Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2016,"Litchfield County, CT",44,37,124,Data suppressed,Data suppressed
2016,"Little River County, AR",12,Data suppressed,8,Data suppressed,0
2016,"Live Oak County, TX",Data suppressed,Data suppressed,5,0,0
2016,"Livingston County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Livingston County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Livingston County, MI",13,Data suppressed,61,Data suppressed,Data suppressed
2016,"Livingston County, MO",Data suppressed,6,Data suppressed,0,0
2016,"Livingston County, NY",18,55,34,Data suppressed,Data suppressed
2016,"Livingston Parish, LA",86,26,90,Data suppressed,Data suppressed
2016,"Llano County, TX",6,Data suppressed,16,Data suppressed,0
2016,"Logan County, AR",5,Data suppressed,Data suppressed,0,0
2016,"Logan County, CO",Data suppressed,Data suppressed,9,Data suppressed,Data suppressed
2016,"Logan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Logan County, KS",0,0,0,0,0
2016,"Logan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Logan County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Logan County, NE",0,0,0,0,0
2016,"Logan County, OH",5,Data suppressed,15,Data suppressed,0
2016,"Logan County, OK",5,Data suppressed,20,Data suppressed,0
2016,"Logan County, WV",Data suppressed,Data suppressed,5,0,0
2016,"Long County, GA",5,Data suppressed,8,Data suppressed,0
2016,"Lonoke County, AR",8,9,35,Data suppressed,Data suppressed
2016,"Lorain County, OH",94,48,232,25,8
2016,"Los Alamos County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Los Angeles County, CA","5,156","2,451","36,841","2,951",401
2016,"Loudon County, TN",5,Data suppressed,35,Data suppressed,0
2016,"Loudoun County, VA",99,21,185,12,6
2016,"Louisa County, IA",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Louisa County, VA",7,Data suppressed,20,Data suppressed,Data suppressed
2016,"Loup County, NE",0,0,0,0,0
2016,"Love County, OK",Data suppressed,0,Data suppressed,Data suppressed,0
2016,"Loving County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lowndes County, AL",20,Data suppressed,27,Data suppressed,0
2016,"Lowndes County, GA",288,45,183,20,6
2016,"Lowndes County, MS",44,10,69,Data suppressed,Data suppressed
2016,"Lubbock County, TX",72,50,262,53,5
2016,"Lucas County, IA",0,Data suppressed,Data suppressed,Data suppressed,0
2016,"Lucas County, OH",276,65,517,51,16
2016,"Luce County, MI",Data suppressed,0,Data suppressed,0,0
2016,"Lumpkin County, GA",Data suppressed,Data suppressed,15,Data suppressed,0
2016,"Luna County, NM",5,Data suppressed,7,Data suppressed,Data suppressed
2016,"Lunenburg County, VA",9,5,11,Data suppressed,Data suppressed
2016,"Luzerne County, PA",55,21,66,Data suppressed,Data suppressed
2016,"Lycoming County, PA",21,Data suppressed,19,Data suppressed,0
2016,"Lyman County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lynchburg City, VA",61,13,88,8,5
2016,"Lynn County, TX",Data suppressed,0,Data suppressed,Data suppressed,0
2016,"Lyon County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lyon County, KS",0,Data suppressed,Data suppressed,Data suppressed,0
2016,"Lyon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lyon County, MN",7,Data suppressed,Data suppressed,0,0
2016,"Lyon County, NV",9,Data suppressed,22,Data suppressed,0
2016,"Mackinac County, MI",Data suppressed,0,6,Data suppressed,0
2016,"Macomb County, MI",199,76,701,34,19
2016,"Macon County, AL",30,9,40,Data suppressed,Data suppressed
2016,"Macon County, GA",20,Data suppressed,18,Data suppressed,0
2016,"Macon County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Macon County, MO",5,0,Data suppressed,Data suppressed,0
2016,"Macon County, NC",6,Data suppressed,27,Data suppressed,0
2016,"Macon County, TN",Data suppressed,0,5,Data suppressed,0
2016,"Macoupin County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Madera County, CA",32,55,74,Data suppressed,Data suppressed
2016,"Madison County, AL",161,39,474,32,6
2016,"Madison County, AR",5,Data suppressed,6,Data suppressed,0
2016,"Madison County, FL",60,16,49,Data suppressed,Data suppressed
2016,"Madison County, GA",5,Data suppressed,13,Data suppressed,Data suppressed
2016,"Madison County, IA",Data suppressed,Data suppressed,7,0,0
2016,"Madison County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Madison County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Madison County, IN",42,21,95,15,0
2016,"Madison County, KY",6,7,49,Data suppressed,Data suppressed
2016,"Madison County, MO",Data suppressed,0,Data suppressed,0,0
2016,"Madison County, MS",80,16,109,6,5
2016,"Madison County, MT",Data suppressed,0,Data suppressed,Data suppressed,Data suppressed
2016,"Madison County, NC",Data suppressed,Data suppressed,15,Data suppressed,Data suppressed
2016,"Madison County, NE",Data suppressed,Data suppressed,10,Data suppressed,0
2016,"Madison County, NY",9,5,29,Data suppressed,Data suppressed
2016,"Madison County, OH",15,Data suppressed,47,Data suppressed,0
2016,"Madison County, TN",80,23,122,10,8
2016,"Madison County, TX",10,7,23,Data suppressed,Data suppressed
2016,"Madison County, VA",Data suppressed,0,6,Data suppressed,0
2016,"Madison Parish, LA",24,Data suppressed,9,Data suppressed,0
2016,"Magoffin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mahaska County, IA",Data suppressed,Data suppressed,9,0,0
2016,"Mahnomen County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mahoning County, OH",130,69,242,28,11
2016,"Major County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Malheur County, OR",5,6,18,6,0
2016,"Manassas City, VA",31,12,31,Data suppressed,Data suppressed
2016,"Manassas Park City, VA",7,0,9,Data suppressed,Data suppressed
2016,"Manatee County, FL",383,113,451,37,19
2016,"Manistee County, MI",Data suppressed,0,8,Data suppressed,0
2016,"Manitowoc County, WI",5,5,18,Data suppressed,Data suppressed
2016,"Marathon County, WI",8,5,43,Data suppressed,Data suppressed
2016,"Marengo County, AL",13,0,16,Data suppressed,Data suppressed
2016,"Maricopa County, AZ","1,441",902,"7,256",874,133
2016,"Maries County, MO",Data suppressed,0,Data suppressed,Data suppressed,0
2016,"Marin County, CA",116,100,501,71,5
2016,"Marinette County, WI",5,Data suppressed,8,Data suppressed,0
2016,"Marion County, AL",5,Data suppressed,18,Data suppressed,0
2016,"Marion County, AR",Data suppressed,Data suppressed,7,Data suppressed,0
2016,"Marion County, FL",400,195,368,45,22
2016,"Marion County, GA",5,Data suppressed,6,Data suppressed,0
2016,"Marion County, IA",5,Data suppressed,6,Data suppressed,0
2016,"Marion County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marion County, IN","1,136",279,"2,711",255,46
2016,"Marion County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marion County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marion County, MO",Data suppressed,Data suppressed,13,Data suppressed,0
2016,"Marion County, MS",21,Data suppressed,27,Data suppressed,0
2016,"Marion County, OH",19,12,57,9,0
2016,"Marion County, OR",50,45,271,Data suppressed,Data suppressed
2016,"Marion County, SC",84,19,48,Data suppressed,Data suppressed
2016,"Marion County, TN",Data suppressed,Data suppressed,16,Data suppressed,0
2016,"Marion County, TX",6,Data suppressed,7,Data suppressed,Data suppressed
2016,"Marion County, WV",7,Data suppressed,15,Data suppressed,0
2016,"Mariposa County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marlboro County, SC",48,15,45,Data suppressed,Data suppressed
2016,"Marquette County, MI",5,Data suppressed,22,0,Data suppressed
2016,"Marquette County, WI",0,Data suppressed,6,Data suppressed,0
2016,"Marshall County, AL",31,9,42,Data suppressed,Data suppressed
2016,"Marshall County, IA",8,Data suppressed,14,0,Data suppressed
2016,"Marshall County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marshall County, IN",Data suppressed,0,11,Data suppressed,0
2016,"Marshall County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marshall County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marshall County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marshall County, MS",27,Data suppressed,53,Data suppressed,0
2016,"Marshall County, OK",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2016,"Marshall County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Marshall County, TN",16,Data suppressed,15,Data suppressed,0
2016,"Marshall County, WV",Data suppressed,Data suppressed,10,Data suppressed,0
2016,"Martin County, FL",128,36,198,17,8
2016,"Martin County, IN",0,Data suppressed,Data suppressed,Data suppressed,0
2016,"Martin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Martin County, MN",Data suppressed,Data suppressed,7,Data suppressed,0
2016,"Martin County, NC",24,7,21,Data suppressed,Data suppressed
2016,"Martin County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Martinsville City, VA",8,Data suppressed,13,Data suppressed,0
2016,"Mason County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mason County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mason County, MI",5,Data suppressed,7,Data suppressed,0
2016,"Mason County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mason County, WA",13,8,47,13,0
2016,"Mason County, WV",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Massac County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Matagorda County, TX",24,8,24,Data suppressed,Data suppressed
2016,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mathews County, VA",Data suppressed,Data suppressed,6,Data suppressed,0
2016,"Maui County, HI",29,16,230,17,5
2016,"Maury County, TN",31,11,82,Data suppressed,Data suppressed
2016,"Maverick County, TX",20,7,45,5,0
2016,"Mayes County, OK",Data suppressed,Data suppressed,8,Data suppressed,0
2016,"Mcclain County, OK",6,Data suppressed,15,Data suppressed,Data suppressed
2016,"Mccone County, MT",0,0,0,0,0
2016,"Mccook County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mccormick County, SC",5,Data suppressed,18,Data suppressed,0
2016,"Mccracken County, KY",45,10,56,Data suppressed,Data suppressed
2016,"Mccreary County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mcculloch County, TX",0,Data suppressed,8,Data suppressed,0
2016,"Mccurtain County, OK",Data suppressed,Data suppressed,9,Data suppressed,Data suppressed
2016,"Mcdonald County, MO",6,Data suppressed,17,Data suppressed,0
2016,"Mcdonough County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mcdowell County, NC",5,6,17,6,0
2016,"Mcdowell County, WV",Data suppressed,Data suppressed,7,0,Data suppressed
2016,"Mcduffie County, GA",14,5,20,Data suppressed,Data suppressed
2016,"Mchenry County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mchenry County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mcintosh County, GA",19,Data suppressed,13,0,Data suppressed
2016,"Mcintosh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mcintosh County, OK",Data suppressed,Data suppressed,9,Data suppressed,0
2016,"Mckean County, PA",0,Data suppressed,7,Data suppressed,0
2016,"Mckenzie County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mckinley County, NM",30,13,61,Data suppressed,Data suppressed
2016,"Mclean County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mclean County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mclean County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mclennan County, TX",146,56,182,36,5
2016,"Mcleod County, MN",Data suppressed,0,12,Data suppressed,0
2016,"Mcminn County, TN",12,Data suppressed,26,Data suppressed,0
2016,"Mcmullen County, TX",0,0,0,0,0
2016,"Mcnairy County, TN",Data suppressed,Data suppressed,15,Data suppressed,0
2016,"Mcpherson County, KS",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Mcpherson County, NE",0,0,0,0,0
2016,"Mcpherson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Meade County, KS",0,0,0,0,0
2016,"Meade County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Meade County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Meagher County, MT",0,0,0,0,0
2016,"Mecklenburg County, NC","1,652",553,"3,042",193,53
2016,"Mecklenburg County, VA",28,13,29,Data suppressed,Data suppressed
2016,"Mecosta County, MI",7,Data suppressed,5,Data suppressed,0
2016,"Medina County, OH",21,Data suppressed,53,Data suppressed,0
2016,"Medina County, TX",13,12,33,5,0
2016,"Meeker County, MN",Data suppressed,Data suppressed,7,0,Data suppressed
2016,"Meigs County, OH",0,Data suppressed,6,Data suppressed,0
2016,"Meigs County, TN",6,Data suppressed,7,Data suppressed,0
2016,"Mellette County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Menard County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Menard County, TX",0,0,0,0,0
2016,"Mendocino County, CA",26,24,89,Data suppressed,Data suppressed
2016,"Menifee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Menominee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2016,"Menominee County, WI",Data suppressed,Data suppressed,0,0,0
2016,"Merced County, CA",50,31,162,Data suppressed,Data suppressed
2016,"Mercer County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mercer County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mercer County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mercer County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mercer County, NJ",484,349,455,66,24
2016,"Mercer County, OH",Data suppressed,0,8,Data suppressed,0
2016,"Mercer County, PA",6,Data suppressed,13,0,Data suppressed
2016,"Mercer County, WV",6,6,22,Data suppressed,Data suppressed
2016,"Meriwether County, GA",19,Data suppressed,18,Data suppressed,0
2016,"Merrick County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Merrimack County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Mesa County, CO",27,9,84,Data suppressed,Data suppressed
2016,"Metcalfe County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Miami County, IN",8,8,22,5,0
