,Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After,Difference_Cases,Difference_Rates
352,Plumas County CA,0.0,0.0,0.0,0.0,0.0,0.0
353,Pleasants County WV,0.0,0.0,0.0,0.0,0.0,0.0
354,Platte County WY,0.0,0.0,0.0,0.0,0.0,0.0
355,Platte County NE,0.0,0.0,0.0,0.0,0.0,0.0
356,Plaquemines Parish LA,0.0,0.0,0.0,0.0,0.0,0.0
357,Piute County UT,0.0,0.0,0.0,0.0,0.0,0.0
358,Pitkin County CO,0.0,0.0,0.0,0.0,0.0,0.0
359,Piscataquis County ME,0.0,0.0,0.0,0.0,0.0,0.0
360,Pipestone County MN,0.0,0.0,0.0,0.0,0.0,0.0
361,Pike County OH,0.0,0.0,0.0,0.0,0.0,0.0
362,Pike County MO,0.0,0.0,0.0,0.0,0.0,0.0
363,Pike County IN,0.0,0.0,0.0,0.0,0.0,0.0
364,Pike County IL,0.0,0.0,0.0,0.0,0.0,0.0
365,Pike County AR,0.0,0.0,0.0,0.0,0.0,0.0
366,Pierce County NE,0.0,0.0,0.0,0.0,0.0,0.0
367,Pierce County ND,0.0,0.0,0.0,0.0,0.0,0.0
368,Pickett County TN,0.0,0.0,0.0,0.0,0.0,0.0
369,Pickens County GA,0.0,0.0,0.0,0.0,0.0,0.0
370,Piatt County IL,0.0,0.0,0.0,0.0,0.0,0.0
371,Phillips County MT,0.0,0.0,0.0,0.0,0.0,0.0
372,Phillips County KS,0.0,0.0,0.0,0.0,0.0,0.0
373,Phillips County CO,0.0,0.0,0.0,0.0,0.0,0.0
374,Phelps County NE,0.0,0.0,0.0,0.0,0.0,0.0
375,Pettis County MO,0.0,0.0,2.0,7.2,-2.0,-7.2
376,Petroleum County MT,0.0,0.0,0.0,0.0,0.0,0.0
377,Pershing County NV,0.0,0.0,0.0,0.0,0.0,0.0
378,Perry County MO,0.0,0.0,0.0,0.0,0.0,0.0
379,Perry County IN,0.0,0.0,0.0,0.0,0.0,0.0
380,Perry County AR,0.0,0.0,0.0,0.0,0.0,0.0
381,Perry County AL,0.0,0.0,0.0,0.0,0.0,0.0
382,Perkins County SD,0.0,0.0,0.0,0.0,0.0,0.0
383,Perkins County NE,0.0,0.0,0.0,0.0,0.0,0.0
384,Pepin County WI,0.0,0.0,0.0,0.0,0.0,0.0
385,Pennington County MN,0.0,0.0,0.0,0.0,0.0,0.0
386,Pendleton County WV,0.0,0.0,0.0,0.0,0.0,0.0
387,Pend Oreille County WA,0.0,0.0,0.0,0.0,0.0,0.0
388,Pembina County ND,0.0,0.0,0.0,0.0,0.0,0.0
389,Pecos County TX,0.0,0.0,0.0,0.0,0.0,0.0
390,Payette County ID,0.0,0.0,0.0,0.0,0.0,0.0
391,Pawnee County OK,0.0,0.0,0.0,0.0,0.0,0.0
392,Pawnee County NE,0.0,0.0,0.0,0.0,0.0,0.0
393,Pawnee County KS,0.0,0.0,0.0,0.0,0.0,0.0
394,Paulding County GA,2.0,1.5,10.0,8.0,-8.0,-6.5
395,Patrick County VA,0.0,0.0,0.0,0.0,0.0,0.0
396,Park County WY,0.0,0.0,0.0,0.0,0.0,0.0
397,Park County MT,0.0,0.0,0.0,0.0,0.0,0.0
398,Park County CO,0.0,0.0,0.0,0.0,0.0,0.0
399,Palo Pinto County TX,0.0,0.0,0.0,0.0,0.0,0.0
400,Page County IA,0.0,0.0,0.0,0.0,0.0,0.0
401,Oxford County ME,0.0,0.0,0.0,0.0,0.0,0.0
402,Owyhee County ID,0.0,0.0,0.0,0.0,0.0,0.0
403,Owen County IN,0.0,0.0,0.0,0.0,0.0,0.0
404,Overton County TN,0.0,0.0,0.0,0.0,0.0,0.0
405,Ouray County CO,0.0,0.0,0.0,0.0,0.0,0.0
406,Ouachita County AR,0.0,0.0,0.0,0.0,0.0,0.0
407,Ottawa County KS,0.0,0.0,0.0,0.0,0.0,0.0
408,Otoe County NE,0.0,0.0,0.0,0.0,0.0,0.0
409,Otero County CO,0.0,0.0,0.0,0.0,0.0,0.0
410,Oscoda County MI,0.0,0.0,0.0,0.0,0.0,0.0
411,Osceola County IA,0.0,0.0,0.0,0.0,0.0,0.0
412,Osborne County KS,0.0,0.0,0.0,0.0,0.0,0.0
413,Osage County MO,0.0,0.0,0.0,0.0,0.0,0.0
414,Osage County KS,0.0,0.0,0.0,0.0,0.0,0.0
415,Oregon County MO,0.0,0.0,0.0,0.0,0.0,0.0
416,Orange County VA,0.0,0.0,5.0,17.1,-5.0,-17.1
417,Orange County IN,0.0,0.0,0.0,0.0,0.0,0.0
418,Ontonagon County MI,0.0,0.0,0.0,0.0,0.0,0.0
419,Oneida County WI,0.0,0.0,0.0,0.0,0.0,0.0
420,Oneida County ID,0.0,0.0,0.0,0.0,0.0,0.0
421,Oliver County ND,0.0,0.0,0.0,0.0,0.0,0.0
422,Oldham County TX,0.0,0.0,0.0,0.0,0.0,0.0
423,Okmulgee County OK,2.0,6.1,0.0,0.0,2.0,6.1
424,Okeechobee County FL,4.0,13.1,6.0,16.0,-2.0,-2.9000000000000004
425,Ohio County IN,0.0,0.0,0.0,0.0,0.0,0.0
426,Ogemaw County MI,0.0,0.0,0.0,0.0,0.0,0.0
427,Oconto County WI,0.0,0.0,0.0,0.0,0.0,0.0
428,Oconee County SC,0.0,0.0,6.0,9.7,-6.0,-9.7
429,Oconee County GA,0.0,0.0,0.0,0.0,0.0,0.0
430,Ochiltree County TX,0.0,0.0,0.0,0.0,0.0,0.0
431,Nye County NV,0.0,0.0,0.0,0.0,0.0,0.0
432,Nuckolls County NE,0.0,0.0,0.0,0.0,0.0,0.0
433,Noxubee County MS,2.0,27.0,0.0,0.0,2.0,27.0
434,Nowata County OK,0.0,0.0,0.0,0.0,0.0,0.0
435,Norton County KS,0.0,0.0,0.0,0.0,0.0,0.0
436,Norton City VA,0.0,0.0,0.0,0.0,0.0,0.0
437,Northumberland County VA,0.0,0.0,0.0,0.0,0.0,0.0
438,Norman County MN,0.0,0.0,0.0,0.0,0.0,0.0
439,Nolan County TX,0.0,0.0,0.0,0.0,0.0,0.0
440,Nodaway County MO,0.0,0.0,0.0,0.0,0.0,0.0
441,Nobles County MN,0.0,0.0,0.0,0.0,0.0,0.0
442,Noble County OK,0.0,0.0,0.0,0.0,0.0,0.0
443,Noble County OH,0.0,0.0,0.0,0.0,0.0,0.0
444,Noble County IN,0.0,0.0,0.0,0.0,0.0,0.0
445,Niobrara County WY,0.0,0.0,0.0,0.0,0.0,0.0
446,Nicholas County WV,0.0,0.0,0.0,0.0,0.0,0.0
447,Newton County TX,0.0,0.0,0.0,0.0,0.0,0.0
448,Newton County IN,0.0,0.0,0.0,0.0,0.0,0.0
449,Newton County AR,0.0,0.0,0.0,0.0,0.0,0.0
450,Newaygo County MI,0.0,0.0,0.0,0.0,0.0,0.0
451,Nevada County AR,0.0,0.0,0.0,0.0,0.0,0.0
452,Ness County KS,0.0,0.0,0.0,0.0,0.0,0.0
453,Neosho County KS,0.0,0.0,0.0,0.0,0.0,0.0
454,Nemaha County NE,0.0,0.0,0.0,0.0,0.0,0.0
455,Nemaha County KS,0.0,0.0,0.0,0.0,0.0,0.0
456,Nelson County ND,0.0,0.0,0.0,0.0,0.0,0.0
457,Nance County NE,0.0,0.0,0.0,0.0,0.0,0.0
458,Musselshell County MT,0.0,0.0,0.0,0.0,0.0,0.0
459,Murray County OK,0.0,0.0,0.0,0.0,0.0,0.0
460,Murray County MN,0.0,0.0,0.0,0.0,0.0,0.0
461,Mountrail County ND,0.0,0.0,0.0,0.0,0.0,0.0
462,Moultrie County IL,0.0,0.0,0.0,0.0,0.0,0.0
463,Motley County TX,0.0,0.0,0.0,0.0,0.0,0.0
464,Morton County ND,0.0,0.0,0.0,0.0,0.0,0.0
465,Morton County KS,0.0,0.0,0.0,0.0,0.0,0.0
466,Morrow County OR,0.0,0.0,0.0,0.0,0.0,0.0
467,Morrison County MN,0.0,0.0,0.0,0.0,0.0,0.0
468,Morris County TX,0.0,0.0,0.0,0.0,0.0,0.0
469,Morris County KS,0.0,0.0,0.0,0.0,0.0,0.0
470,Morrill County NE,0.0,0.0,0.0,0.0,0.0,0.0
471,Morgan County WV,0.0,0.0,0.0,0.0,0.0,0.0
472,Morgan County UT,0.0,0.0,0.0,0.0,0.0,0.0
473,Morgan County OH,0.0,0.0,0.0,0.0,0.0,0.0
474,Morgan County MO,0.0,0.0,0.0,0.0,0.0,0.0
475,Mora County NM,0.0,0.0,0.0,0.0,0.0,0.0
476,Moore County TX,0.0,0.0,,,,
477,Moore County TN,0.0,0.0,0.0,0.0,0.0,0.0
478,Moody County SD,0.0,0.0,0.0,0.0,0.0,0.0
479,Montour County PA,0.0,0.0,0.0,0.0,0.0,0.0
480,Montmorency County MI,0.0,0.0,0.0,0.0,0.0,0.0
481,Montgomery County MS,0.0,0.0,0.0,0.0,0.0,0.0
482,Montgomery County MO,0.0,0.0,0.0,0.0,0.0,0.0
483,Montgomery County IN,0.0,0.0,,,,
484,Montgomery County GA,0.0,0.0,0.0,0.0,0.0,0.0
485,Montgomery County AR,0.0,0.0,0.0,0.0,0.0,0.0
486,Montcalm County MI,0.0,0.0,0.0,0.0,0.0,0.0
487,Montague County TX,0.0,0.0,0.0,0.0,0.0,0.0
488,Monroe County WI,0.0,0.0,0.0,0.0,0.0,0.0
489,Monroe County OH,0.0,0.0,0.0,0.0,0.0,0.0
490,Monroe County MO,0.0,0.0,0.0,0.0,0.0,0.0
491,Monroe County IA,0.0,0.0,0.0,0.0,0.0,0.0
492,Monroe County GA,0.0,0.0,0.0,0.0,0.0,0.0
493,Monroe County AR,0.0,0.0,0.0,0.0,0.0,0.0
494,Monona County IA,0.0,0.0,0.0,0.0,0.0,0.0
495,Mitchell County TX,0.0,0.0,0.0,0.0,0.0,0.0
496,Mitchell County KS,0.0,0.0,0.0,0.0,0.0,0.0
497,Mitchell County IA,0.0,0.0,0.0,0.0,0.0,0.0
498,Missaukee County MI,0.0,0.0,0.0,0.0,0.0,0.0
499,Minidoka County ID,0.0,0.0,0.0,0.0,0.0,0.0
500,Mingo County WV,0.0,0.0,0.0,0.0,0.0,0.0
501,Mineral County WV,0.0,0.0,0.0,0.0,0.0,0.0
502,Mineral County NV,0.0,0.0,0.0,0.0,0.0,0.0
503,Mineral County MT,0.0,0.0,0.0,0.0,0.0,0.0
504,Mineral County CO,0.0,0.0,0.0,0.0,0.0,0.0
505,Miner County SD,0.0,0.0,0.0,0.0,0.0,0.0
506,Mills County TX,0.0,0.0,0.0,0.0,0.0,0.0
507,Miller County MO,0.0,0.0,0.0,0.0,0.0,0.0
508,Miller County GA,0.0,0.0,0.0,0.0,0.0,0.0
509,Millard County UT,0.0,0.0,0.0,0.0,0.0,0.0
510,Miami County KS,0.0,0.0,0.0,0.0,0.0,0.0
511,Merrick County NE,0.0,0.0,0.0,0.0,0.0,0.0
512,Mercer County ND,0.0,0.0,0.0,0.0,0.0,0.0
513,Mercer County MO,0.0,0.0,0.0,0.0,0.0,0.0
514,Mercer County IL,0.0,0.0,0.0,0.0,0.0,0.0
515,Menominee County WI,0.0,0.0,0.0,0.0,0.0,0.0
516,Menominee County MI,0.0,0.0,0.0,0.0,0.0,0.0
517,Menard County TX,0.0,0.0,0.0,0.0,0.0,0.0
518,Mellette County SD,0.0,0.0,0.0,0.0,0.0,0.0
519,Meigs County TN,0.0,0.0,0.0,0.0,0.0,0.0
520,Meigs County OH,0.0,0.0,0.0,0.0,0.0,0.0
521,Meeker County MN,0.0,0.0,0.0,0.0,0.0,0.0
522,Meagher County MT,0.0,0.0,0.0,0.0,0.0,0.0
523,Meade County KS,0.0,0.0,0.0,0.0,0.0,0.0
524,Mcpherson County SD,0.0,0.0,0.0,0.0,0.0,0.0
525,Mcpherson County NE,0.0,0.0,0.0,0.0,0.0,0.0
526,Mcnairy County TN,0.0,0.0,0.0,0.0,0.0,0.0
527,Mcmullen County TX,0.0,0.0,0.0,0.0,0.0,0.0
528,Mclean County ND,0.0,0.0,0.0,0.0,0.0,0.0
529,Mckenzie County ND,0.0,0.0,0.0,0.0,0.0,0.0
530,Mcintosh County ND,0.0,0.0,0.0,0.0,0.0,0.0
531,Mcintosh County GA,0.0,0.0,0.0,0.0,0.0,0.0
532,Mchenry County ND,0.0,0.0,0.0,0.0,0.0,0.0
533,Mcduffie County GA,0.0,0.0,,,,
534,Mcdonough County IL,0.0,0.0,0.0,0.0,0.0,0.0
535,Mcdonald County MO,0.0,0.0,0.0,0.0,0.0,0.0
536,Mcculloch County TX,0.0,0.0,0.0,0.0,0.0,0.0
537,Mccormick County SC,0.0,0.0,0.0,0.0,0.0,0.0
538,Mccook County SD,0.0,0.0,0.0,0.0,0.0,0.0
539,Mccone County MT,0.0,0.0,0.0,0.0,0.0,0.0
540,Mcclain County OK,0.0,0.0,0.0,0.0,0.0,0.0
541,Mayes County OK,0.0,0.0,0.0,0.0,0.0,0.0
542,Massac County IL,0.0,0.0,0.0,0.0,0.0,0.0
543,Mason County TX,0.0,0.0,0.0,0.0,0.0,0.0
544,Mason County IL,0.0,0.0,0.0,0.0,0.0,0.0
545,Martin County NC,0.0,0.0,2.0,12.4,-2.0,-12.4
546,Martin County MN,0.0,0.0,0.0,0.0,0.0,0.0
547,Martin County IN,0.0,0.0,0.0,0.0,0.0,0.0
548,Marshall County SD,0.0,0.0,0.0,0.0,0.0,0.0
549,Marshall County OK,0.0,0.0,0.0,0.0,0.0,0.0
550,Marshall County MN,0.0,0.0,0.0,0.0,0.0,0.0
551,Marshall County KS,0.0,0.0,0.0,0.0,0.0,0.0
552,Marshall County IL,0.0,0.0,0.0,0.0,0.0,0.0
553,Marquette County WI,0.0,0.0,0.0,0.0,0.0,0.0
554,Marquette County MI,0.0,0.0,0.0,0.0,0.0,0.0
555,Mariposa County CA,0.0,0.0,0.0,0.0,0.0,0.0
556,Marion County MO,0.0,0.0,,,,
557,Marion County KS,0.0,0.0,0.0,0.0,0.0,0.0
558,Marion County IL,0.0,0.0,,,,
559,Marion County AR,0.0,0.0,0.0,0.0,0.0,0.0
560,Marinette County WI,0.0,0.0,0.0,0.0,0.0,0.0
561,Maries County MO,0.0,0.0,0.0,0.0,0.0,0.0
562,Manistee County MI,0.0,0.0,0.0,0.0,0.0,0.0
563,Major County OK,0.0,0.0,0.0,0.0,0.0,0.0
564,Mahnomen County MN,0.0,0.0,0.0,0.0,0.0,0.0
565,Mahaska County IA,0.0,0.0,0.0,0.0,0.0,0.0
566,Madison County TX,2.0,13.0,,,,
567,Madison County NE,0.0,0.0,0.0,0.0,0.0,0.0
568,Madison County NC,0.0,0.0,0.0,0.0,0.0,0.0
569,Madison County MT,0.0,0.0,0.0,0.0,0.0,0.0
570,Madison County MO,0.0,0.0,0.0,0.0,0.0,0.0
571,Madison County ID,0.0,0.0,0.0,0.0,0.0,0.0
572,Madison County GA,0.0,0.0,0.0,0.0,0.0,0.0
573,Madison County AR,0.0,0.0,0.0,0.0,0.0,0.0
574,Mackinac County MI,0.0,0.0,0.0,0.0,0.0,0.0
575,Lyon County IA,0.0,0.0,0.0,0.0,0.0,0.0
576,Lynn County TX,0.0,0.0,0.0,0.0,0.0,0.0
577,Lyman County SD,0.0,0.0,0.0,0.0,0.0,0.0
578,Luna County NM,0.0,0.0,0.0,0.0,0.0,0.0
579,Luce County MI,0.0,0.0,0.0,0.0,0.0,0.0
580,Lucas County IA,0.0,0.0,0.0,0.0,0.0,0.0
581,Love County OK,0.0,0.0,0.0,0.0,0.0,0.0
582,Loup County NE,0.0,0.0,0.0,0.0,0.0,0.0
583,Louisa County IA,0.0,0.0,0.0,0.0,0.0,0.0
584,Loudon County TN,2.0,5.8,0.0,0.0,2.0,5.8
585,Los Alamos County NM,0.0,0.0,0.0,0.0,0.0,0.0
586,Long County GA,0.0,0.0,2.0,10.7,-2.0,-10.7
587,Logan County WV,0.0,0.0,0.0,0.0,0.0,0.0
588,Logan County NE,0.0,0.0,0.0,0.0,0.0,0.0
589,Logan County ND,0.0,0.0,0.0,0.0,0.0,0.0
590,Logan County KS,0.0,0.0,0.0,0.0,0.0,0.0
591,Logan County CO,0.0,0.0,0.0,0.0,0.0,0.0
592,Logan County AR,0.0,0.0,0.0,0.0,0.0,0.0
593,Llano County TX,0.0,0.0,0.0,0.0,0.0,0.0
594,Livingston County MO,0.0,0.0,0.0,0.0,0.0,0.0
595,Lipscomb County TX,0.0,0.0,0.0,0.0,0.0,0.0
596,Linn County MO,0.0,0.0,0.0,0.0,0.0,0.0
597,Lincoln County WV,0.0,0.0,0.0,0.0,0.0,0.0
598,Lincoln County WI,0.0,0.0,0.0,0.0,0.0,0.0
599,Lincoln County WA,0.0,0.0,0.0,0.0,0.0,0.0
600,Lincoln County OR,0.0,0.0,0.0,0.0,0.0,0.0
601,Lincoln County NV,0.0,0.0,0.0,0.0,0.0,0.0
602,Lincoln County NM,0.0,0.0,0.0,0.0,0.0,0.0
603,Lincoln County NE,0.0,0.0,0.0,0.0,0.0,0.0
604,Lincoln County MT,0.0,0.0,0.0,0.0,0.0,0.0
605,Lincoln County MO,0.0,0.0,0.0,0.0,0.0,0.0
606,Lincoln County MN,0.0,0.0,0.0,0.0,0.0,0.0
607,Lincoln County KS,0.0,0.0,0.0,0.0,0.0,0.0
608,Lincoln County ID,0.0,0.0,0.0,0.0,0.0,0.0
609,Lincoln County CO,0.0,0.0,0.0,0.0,0.0,0.0
610,Liberty County MT,0.0,0.0,0.0,0.0,0.0,0.0
611,Lexington City VA,0.0,0.0,0.0,0.0,0.0,0.0
612,Lewis County WV,0.0,0.0,0.0,0.0,0.0,0.0
613,Lewis County TN,0.0,0.0,0.0,0.0,0.0,0.0
614,Lewis County NY,0.0,0.0,0.0,0.0,0.0,0.0
615,Lewis County MO,0.0,0.0,0.0,0.0,0.0,0.0
616,Lewis County ID,0.0,0.0,0.0,0.0,0.0,0.0
617,Lemhi County ID,0.0,0.0,0.0,0.0,0.0,0.0
618,Leelanau County MI,0.0,0.0,0.0,0.0,0.0,0.0
619,Lee County VA,0.0,0.0,0.0,0.0,0.0,0.0
620,Lee County TX,0.0,0.0,0.0,0.0,0.0,0.0
621,Lee County IA,0.0,0.0,0.0,0.0,0.0,0.0
622,Leake County MS,0.0,0.0,4.0,21.3,-4.0,-21.3
623,Lea County NM,0.0,0.0,6.0,10.0,-6.0,-10.0
624,Le Sueur County MN,0.0,0.0,0.0,0.0,0.0,0.0
625,Lawrence County SD,0.0,0.0,0.0,0.0,0.0,0.0
626,Lawrence County AR,0.0,0.0,0.0,0.0,0.0,0.0
627,Lavaca County TX,0.0,0.0,0.0,0.0,0.0,0.0
628,Latimer County OK,0.0,0.0,0.0,0.0,0.0,0.0
629,Las Animas County CO,0.0,0.0,0.0,0.0,0.0,0.0
630,Langlade County WI,0.0,0.0,0.0,0.0,0.0,0.0
631,Lane County KS,0.0,0.0,0.0,0.0,0.0,0.0
632,Lander County NV,0.0,0.0,0.0,0.0,0.0,0.0
633,Lampasas County TX,0.0,0.0,0.0,0.0,0.0,0.0
634,Lamoure County ND,0.0,0.0,0.0,0.0,0.0,0.0
635,Lamoille County VT,0.0,0.0,0.0,0.0,0.0,0.0
636,Lamb County TX,0.0,0.0,0.0,0.0,0.0,0.0
637,Lake Of The Woods County MN,0.0,0.0,0.0,0.0,0.0,0.0
638,Lake County SD,0.0,0.0,0.0,0.0,0.0,0.0
639,Lake County OR,0.0,0.0,0.0,0.0,0.0,0.0
640,Lake County MN,0.0,0.0,0.0,0.0,0.0,0.0
641,Lake County MI,0.0,0.0,0.0,0.0,0.0,0.0
642,Lake County CO,0.0,0.0,0.0,0.0,0.0,0.0
643,Lafayette County WI,0.0,0.0,0.0,0.0,0.0,0.0
644,Lafayette County FL,0.0,0.0,,,,
645,Lafayette County AR,0.0,0.0,0.0,0.0,0.0,0.0
646,Laclede County MO,0.0,0.0,0.0,0.0,0.0,0.0
647,Lac Qui Parle County MN,0.0,0.0,0.0,0.0,0.0,0.0
648,Kossuth County IA,0.0,0.0,0.0,0.0,0.0,0.0
649,Koochiching County MN,0.0,0.0,0.0,0.0,0.0,0.0
650,Knox County TX,0.0,0.0,0.0,0.0,0.0,0.0
651,Knox County OH,0.0,0.0,0.0,0.0,0.0,0.0
652,Knox County NE,0.0,0.0,0.0,0.0,0.0,0.0
653,Knox County MO,0.0,0.0,0.0,0.0,0.0,0.0
654,Klickitat County WA,0.0,0.0,0.0,0.0,0.0,0.0
655,Kittson County MN,0.0,0.0,0.0,0.0,0.0,0.0
656,Kittitas County WA,0.0,0.0,0.0,0.0,0.0,0.0
657,Kit Carson County CO,0.0,0.0,0.0,0.0,0.0,0.0
658,Kiowa County OK,0.0,0.0,0.0,0.0,0.0,0.0
659,Kiowa County KS,0.0,0.0,0.0,0.0,0.0,0.0
660,Kiowa County CO,0.0,0.0,0.0,0.0,0.0,0.0
661,Kingsbury County SD,0.0,0.0,0.0,0.0,0.0,0.0
662,Kingman County KS,0.0,0.0,0.0,0.0,0.0,0.0
663,Kingfisher County OK,0.0,0.0,0.0,0.0,0.0,0.0
664,King County TX,0.0,0.0,0.0,0.0,0.0,0.0
665,Kimball County NE,0.0,0.0,0.0,0.0,0.0,0.0
666,Kidder County ND,0.0,0.0,0.0,0.0,0.0,0.0
667,Keya Paha County NE,0.0,0.0,0.0,0.0,0.0,0.0
668,Keweenaw County MI,0.0,0.0,0.0,0.0,0.0,0.0
669,Kewaunee County WI,0.0,0.0,0.0,0.0,0.0,0.0
670,Kent County TX,0.0,0.0,0.0,0.0,0.0,0.0
671,Kent County MD,0.0,0.0,0.0,0.0,0.0,0.0
672,Kenedy County TX,0.0,0.0,0.0,0.0,0.0,0.0
673,Keith County NE,0.0,0.0,0.0,0.0,0.0,0.0
674,Kearny County KS,0.0,0.0,0.0,0.0,0.0,0.0
675,Kearney County NE,0.0,0.0,0.0,0.0,0.0,0.0
676,Kanabec County MN,0.0,0.0,0.0,0.0,0.0,0.0
677,Juneau County WI,0.0,0.0,0.0,0.0,0.0,0.0
678,Judith Basin County MT,0.0,0.0,0.0,0.0,0.0,0.0
679,Juab County UT,0.0,0.0,0.0,0.0,0.0,0.0
680,Jones County SD,0.0,0.0,0.0,0.0,0.0,0.0
681,Jones County IA,0.0,0.0,0.0,0.0,0.0,0.0
682,Jones County GA,2.0,11.0,0.0,0.0,2.0,11.0
683,Johnston County OK,0.0,0.0,0.0,0.0,0.0,0.0
684,Johnson County WY,0.0,0.0,0.0,0.0,0.0,0.0
685,Johnson County TN,0.0,0.0,0.0,0.0,0.0,0.0
686,Johnson County NE,0.0,0.0,0.0,0.0,0.0,0.0
687,Jo Daviess County IL,0.0,0.0,0.0,0.0,0.0,0.0
688,Jim Hogg County TX,0.0,0.0,0.0,0.0,0.0,0.0
689,Jewell County KS,0.0,0.0,0.0,0.0,0.0,0.0
690,Jerome County ID,0.0,0.0,0.0,0.0,0.0,0.0
691,Jerauld County SD,0.0,0.0,0.0,0.0,0.0,0.0
692,Jefferson County WA,0.0,0.0,0.0,0.0,0.0,0.0
693,Jefferson County PA,0.0,0.0,0.0,0.0,0.0,0.0
694,Jefferson County OK,0.0,0.0,0.0,0.0,0.0,0.0
695,Jefferson County NE,0.0,0.0,0.0,0.0,0.0,0.0
696,Jefferson County MT,0.0,0.0,0.0,0.0,0.0,0.0
697,Jefferson County MS,2.0,34.0,0.0,0.0,2.0,34.0
698,Jefferson County KS,0.0,0.0,0.0,0.0,0.0,0.0
699,Jefferson County IN,0.0,0.0,2.0,9.0,-2.0,-9.0
700,Jefferson County IA,0.0,0.0,0.0,0.0,0.0,0.0
701,Jeff Davis County TX,0.0,0.0,0.0,0.0,0.0,0.0
702,Jeff Davis County GA,0.0,0.0,0.0,0.0,0.0,0.0
703,Jay County IN,0.0,0.0,0.0,0.0,0.0,0.0
704,Jasper County TX,2.0,8.4,4.0,12.0,-2.0,-3.5999999999999996
705,Jasper County IL,0.0,0.0,0.0,0.0,0.0,0.0
706,Jackson County WV,0.0,0.0,0.0,0.0,0.0,0.0
707,Jackson County WI,0.0,0.0,0.0,0.0,0.0,0.0
708,Jackson County TX,0.0,0.0,0.0,0.0,0.0,0.0
709,Jackson County TN,0.0,0.0,0.0,0.0,0.0,0.0
710,Jackson County SD,0.0,0.0,0.0,0.0,0.0,0.0
711,Jackson County NC,0.0,0.0,0.0,0.0,0.0,0.0
712,Jackson County MN,0.0,0.0,0.0,0.0,0.0,0.0
713,Jackson County KS,0.0,0.0,0.0,0.0,0.0,0.0
714,Jackson County IA,0.0,0.0,0.0,0.0,0.0,0.0
715,Jackson County CO,0.0,0.0,0.0,0.0,0.0,0.0
716,Izard County AR,0.0,0.0,0.0,0.0,0.0,0.0
717,Itawamba County MS,0.0,0.0,0.0,0.0,0.0,0.0
718,Itasca County MN,0.0,0.0,0.0,0.0,0.0,0.0
719,Issaquena County MS,0.0,0.0,0.0,0.0,0.0,0.0
720,Irwin County GA,0.0,0.0,6.0,74.7,-6.0,-74.7
721,Iroquois County IL,0.0,0.0,0.0,0.0,0.0,0.0
722,Iron County WI,0.0,0.0,0.0,0.0,0.0,0.0
723,Iron County UT,0.0,0.0,0.0,0.0,0.0,0.0
724,Iron County MO,0.0,0.0,0.0,0.0,0.0,0.0
725,Iron County MI,0.0,0.0,0.0,0.0,0.0,0.0
726,Irion County TX,0.0,0.0,0.0,0.0,0.0,0.0
727,Iowa County WI,0.0,0.0,0.0,0.0,0.0,0.0
728,Iowa County IA,0.0,0.0,0.0,0.0,0.0,0.0
729,Iosco County MI,0.0,0.0,0.0,0.0,0.0,0.0
730,Ionia County MI,0.0,0.0,,,,
731,Inyo County CA,0.0,0.0,0.0,0.0,0.0,0.0
732,Idaho County ID,0.0,0.0,0.0,0.0,0.0,0.0
733,Ida County IA,0.0,0.0,0.0,0.0,0.0,0.0
734,Hyde County SD,0.0,0.0,0.0,0.0,0.0,0.0
735,Hyde County NC,0.0,0.0,0.0,0.0,0.0,0.0
736,Hutchinson County SD,0.0,0.0,0.0,0.0,0.0,0.0
737,Huron County OH,0.0,0.0,0.0,0.0,0.0,0.0
738,Huron County MI,0.0,0.0,0.0,0.0,0.0,0.0
739,Humphreys County TN,0.0,0.0,0.0,0.0,0.0,0.0
740,Humboldt County NV,0.0,0.0,0.0,0.0,0.0,0.0
741,Humboldt County IA,0.0,0.0,0.0,0.0,0.0,0.0
742,Huerfano County CO,0.0,0.0,0.0,0.0,0.0,0.0
743,Hudspeth County TX,0.0,0.0,0.0,0.0,0.0,0.0
744,Hubbard County MN,0.0,0.0,0.0,0.0,0.0,0.0
745,Howell County MO,0.0,0.0,0.0,0.0,0.0,0.0
746,Howard County NE,0.0,0.0,0.0,0.0,0.0,0.0
747,Howard County MO,0.0,0.0,0.0,0.0,0.0,0.0
748,Howard County AR,0.0,0.0,0.0,0.0,0.0,0.0
749,Houston County TN,0.0,0.0,0.0,0.0,0.0,0.0
750,Houston County MN,0.0,0.0,0.0,0.0,0.0,0.0
751,Houghton County MI,0.0,0.0,0.0,0.0,0.0,0.0
752,Hot Springs County WY,0.0,0.0,0.0,0.0,0.0,0.0
753,Hooker County NE,0.0,0.0,0.0,0.0,0.0,0.0
754,Holt County MO,0.0,0.0,0.0,0.0,0.0,0.0
755,Holmes County OH,0.0,0.0,0.0,0.0,0.0,0.0
756,Hodgeman County KS,0.0,0.0,0.0,0.0,0.0,0.0
757,Hocking County OH,0.0,0.0,0.0,0.0,0.0,0.0
758,Hitchcock County NE,0.0,0.0,0.0,0.0,0.0,0.0
759,Hinsdale County CO,0.0,0.0,0.0,0.0,0.0,0.0
760,Hillsdale County MI,0.0,0.0,0.0,0.0,0.0,0.0
761,Hill County MT,0.0,0.0,0.0,0.0,0.0,0.0
