Geography,AI_AN Cases 08,AI_AN Rate 08,White Cases 08,Asian Rate 08,Black Cases 08,Black Rate 08,Latino Cases 08,Latino Rate 08,Multi Cases 08,Multi Rate 08,NH_OPI Cases 08,NH_OPI Rate 08,Unnamed: 13,White Rate 08,AI_AN Cases 09,AI_AN Rate 09,Asian Cases 09,Asian Rate 09,Black Cases 09,Black Rate 09,Latino Cases 09,Latino Rate 09,Multi Cases 09,Multi Rate 09,NH_OPI Cases 09,NH_OPI Rate 09,White Cases 09,White Rate 09,AI_AN Cases 10,AI_AN Rate 10,Asian Cases 10,Asian Rate 10,Black Cases 10,Black Rate 10,Latino Cases 10,Latino Rate 10,Multi Cases 10,Multi Rate 10,NH_OPI Cases 10,NH_OPI Rate 10,White Cases 10,White Rate 10,AI_AN Cases 11,AI_AN Rate 11,Asian Cases 11,Asian Rate 11,Black Cases 11,Black Rate 11,Latino Cases 11,Latino Rate 11,Multi Cases 11,Multi Rate 11,NH_OPI Cases 11,NH_OPI Rate 11,White Cases 11,White Rate 11,AI_AN Cases 12,AI_AN Rate 12,Asian Cases 12,Asian Rate 12,Black Cases 12,Black Rate 12,Latino Cases 12,Latino Rate 12,Multi Cases 12,Multi Rate 12,NH_OPI Cases 12,NH_OPI Rate 12,White Cases 12,White Rate 12,AI_AN Cases 13,AI_AN Rate 13,Asian Cases 13,Asian Rate 13,Black Cases 13,Black Rate 13,Latino Cases 13,Latino Rate 13,Multi Cases 13,Multi Rate 13,NH_OPI Cases 13,NH_OPI Rate 13,White Cases 13,White Rate 13,AI_AN Cases 14,AI_AN Rate 14,Asian Cases 14,Asian Rate 14,Black Cases 14,Black Rate 14,Latino Cases 14,Latino Rate 14,Multi Cases 14,Multi Rate 14,NH_OPI Cases 14,NH_OPI Rate 14,White Cases 14,White Rate 14,AI_AN Cases 15,AI_AN Rate 15,Asian Cases 15,Asian Cases 15,Black Cases 15,Black Rate 15,Latino Cases 15,Latino Rate 15,Multi Cases 15,Multi Rate 15,NH_OPI Cases 15,NH_OPI Rate 15,White Cases 15,White Rate 15,AI_AN Cases 16,AI_AN Rate 16,Asian Cases 16,Asian Rate 16,Black Cases 16,Black Rate 16,Latino Cases 16,Latino Rate 16,Multi Cases 16,Multi Rate 16,NH_OPI Cases 16,NH_OPI Rate 16,White Cases 16,White Rate 16,AI_AN Cases 17,AI_AN Rate 17,Asian Cases 17,Asian Rate 17,Black Cases 17,Black Rate 17,Latino Cases 17,Latino Rate 17,Multi Cases 17,Multi Rate 17,NH_OPI Cases 17,NH_OPI Rate 17,White Cases 17,White Rate 17
United States,85,4.6,104,0.9,9413,31.4,2869,8.3,722,25.5,14,4,5335,3.1,65,3.4,75,0.7,9046,29.9,2817,7.9,877,30,7,2,5176,3,73,4,69,0.6,8096,26.4,2637,6.9,883,24.8,6,1.5,5006,3,57,3.1,83,0.6,7766,25,2687,6.9,851,23.1,7,1.7,4878,2.9,54,2.9,72,0.5,7537,23.9,2455,6.1,889,23.2,7,1.7,4999,2.9,64,3.4,71,0.5,7390,23.2,2541,6.2,967,24.4,10,2.3,4871,2.9,61,3.2,60,0.4,7348,22.8,2652,6.3,991,24.2,9,2,5023,2.9,62,3.2,81,0.6,7127,21.8,2505,5.8,1023,24.1,7,1.6,5048,3,47,2.4,102,0.7,7218,21.9,2615,5.9,1024,23.3,14,3,5312,3.1,39,2,84,0.5,7048,21.1,2606,5.8,1061,23.3,8,1.7,5122,3
