Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After,Difference_Cases,Difference_Rates
Limestone County AL,12,18.9,7,8.8,5,10.1
Lenoir County NC,10,21,9,18.6,1,2.4
Kenosha County WI,8,5.7,10,7.3,-2,-1.6
Jones County TX,9,50.8,8,48.7,1,2.1
Hernando County FL,10,6.6,13,8.3,-3,-1.7
Frederick County MD,20,10.5,16,7.6,4,2.9
Franklin County NC,7,14.7,6,11.8,1,2.9
Etowah County AL,9,9.8,9,9.9,0,-0.1
Darlington County SC,16,27.7,12,21.2,4,6.5
Craighead County AR,8,10.2,9,10.3,-1,-0.1
Coryell County TX,11,17.5,10,15.8,1,1.7
Clay County MO,15,8.3,15,7.7,0,0.6
Suffolk County NY,110,8.8,108,8.5,2,0.3
Contra Costa County CA,100,11.5,100,10.6,0,0.9
Chatham County GA,100,46,83,34.8,17,11.2
Multnomah County OR,128,20.5,96,14.2,32,6.3
Fairfax County VA,118,13.4,86,9.2,32,4.2
Oakland County MI,107,10.6,98,9.2,9,1.4
Ware County GA,8,25.6,6,19.3,2,6.3
Ulster County NY,13,8.1,10,6.4,3,1.7
Thurston County WA,10,4.6,8,3.5,2,1.1
St. James Parish LA,6,34.6,6,34.8,0,-0.2
Sangamon County IL,13,8.1,13,7.8,0,0.3
Putnam County FL,16,25.7,9,14.1,7,11.6
Onslow County NC,14,9.4,18,11.8,-4,-2.4
Monroe County PA,13,9.3,10,7.2,3,2.1
Madison County MS,12,15.5,14,17.2,-2,-1.7
Lee County AL,17,14.7,18,13.5,-1,1.2
Johnson County IN,10,9.2,6,5.1,4,4.1
Harrison County TX,8,15.4,6,11.5,2,3.9
Faulkner County AR,10,11.1,13,12.9,-3,-1.8
Emanuel County GA,11,59.7,6,32.7,5,27
Decatur County GA,10,45.3,6,28.7,4,16.6
Coahoma County MS,11,54.1,9,48.2,2,5.9
Calhoun County AL,13,13,9,9.1,4,3.9
Westchester County NY,121,15.3,103,12.6,18,2.7
Hinds County MS,114,56.8,104,52.1,10,4.7
St. Louis City MO,129,45.8,106,39.9,23,5.9
Jefferson Parish LA,105,28.7,102,27.8,3,0.9
Allegheny County PA,130,12.3,112,10.6,18,1.7
Guilford County NC,120,29.7,116,26.6,4,3.1
Webb County TX,26,14,33,16.3,-7,-2.3
Taylor County TX,11,10.5,10,9.3,1,1.2
Sumner County TN,10,7.9,8,5.5,2,2.4
Orange County NC,13,11.6,10,8.4,3,3.2
Lynchburg City VA,10,15.3,9,12.7,1,2.6
Jackson County FL,14,32.5,8,20.2,6,12.3
Glynn County GA,17,26.8,16,23,1,3.8
Desoto County FL,9,31.9,2,8.2,7,23.7
Comanche County OK,10,10.7,10,9.9,0,0.8
Cleveland County NC,11,13.9,9,11.1,2,2.8
Catawba County NC,13,9.9,11,8.6,2,1.3
Broome County NY,12,6.8,13,7.5,-1,-0.7
Baldwin County AL,14,9.4,13,7.4,1,2
Allen County IN,20,6.9,23,7.8,-3,-0.9
Gwinnett County GA,110,17.2,130,17.9,-20,-0.7
Jackson County MO,136,24.1,108,18.8,28,5.3
Milwaukee County WI,130,16.7,124,15.9,6,0.8
Jefferson County KY,140,22.9,141,21.9,-1,1
Yolo County CA,11,6.8,14,7.6,-3,-0.8
Washington County MS,14,33.5,10,26.6,4,6.9
San Luis Obispo County CA,18,7.8,14,5.7,4,2.1
Potter County TX,14,14.1,14,15.1,0,-1
Mchenry County IL,8,3.1,9,3.5,-1,-0.4
Lane County OR,12,3.9,12,3.8,0,0.1
Indian River County FL,15,12.7,12,8.8,3,3.9
Imperial County CA,15,11,24,16.6,-9,-5.6
Granville County NC,17,34.3,10,19.6,7,14.7
Fayette County GA,16,17.9,14,14.7,2,3.2
Davis County UT,10,4.6,9,3.4,1,1.2
Crittenden County AR,12,29.3,10,26.2,2,3.1
Berrien County GA,10,69.8,3,19,7,50.8
Middlesex County MA,144,11.3,133,9.7,11,1.6
Richland County SC,134,42,114,33.2,20,8.8
Union County FL,12,93,11,82.3,1,10.7
Suffolk City VA,16,23.3,12,16.5,4,6.8
Peoria County IL,15,9.9,12,7.6,3,2.3
Nash County NC,17,21,13,16.4,4,4.6
Kanawha County WV,15,9.4,14,8.9,1,0.5
Jones County MS,9,16.4,9,16.5,0,-0.1
Jefferson County CO,22,4.9,29,5.9,-7,-1
Jefferson County AR,12,18.9,12,20.2,0,-1.3
Gadsden County FL,18,45.8,13,32.8,5,13
Dale County AL,12,30.2,11,27.2,1,3
Columbia County FL,12,20.6,9,15.9,3,4.7
Centre County PA,11,8.2,7,5,4,3.2
Santa Clara County CA,147,10,152,9.5,-5,0.5
Denver County CO,164,32.5,136,23.6,28,8.9
Hamilton County OH,142,20.8,162,24,-20,-3.2
Yuma County AZ,13,8.4,12,7.4,1,1
Winnebago County IL,19,8,23,9.5,-4,-1.5
Wicomico County MD,11,14.1,12,14,-1,0.1
Outagamie County WI,16,10.9,6,4.1,10,6.8
Newton County GA,15,18.4,16,18.5,-1,-0.1
Madison County IL,17,7.5,16,6.9,1,0.6
Hillsborough County NH,20,5.9,17,4.8,3,1.1
Cumberland County PA,11,5.3,10,4.6,1,0.7
Bullitt County KY,11,17.1,5,7.3,6,9.8
Benton County AR,13,7.2,9,4.5,4,2.7
Bee County TX,15,56.5,9,32.6,6,23.9
Beaufort County SC,19,14.2,16,10.3,3,3.9
Anderson County SC,14,8.8,14,8.9,0,-0.1
Alamance County NC,20,16.3,18,13.8,2,2.5
Cobb County GA,161,28.2,150,24.4,11,3.8
Yakima County WA,11,6.1,12,5.9,-1,0.2
Union County NC,13,8.1,16,8.9,-3,-0.8
Santa Cruz County CA,17,7.5,14,6,3,1.5
Madera County CA,14,11.9,9,7.6,5,4.3
Kenton County KY,15,11.2,16,11.6,-1,-0.4
Harford County MD,21,10.3,21,10,0,0.3
Coweta County GA,15,15,13,11.6,2,3.4
Ada County ID,17,5.3,14,3.9,3,1.4
Sacramento County CA,176,15.2,156,12.6,20,2.6
Clayton County GA,182,86.3,122,55.6,60,30.7
Pinellas County FL,180,22.5,166,19.8,14,2.7
Washington County MD,20,16.5,8,6.2,12,10.3
St. Tammany Parish LA,19,9.7,19,9.3,0,0.4
St. Charles County MO,14,4.8,15,4.6,-1,0.2
Santa Fe County NM,14,11.6,10,8.1,4,3.5
Rowan County NC,19,16.3,14,12.4,5,3.9
Roanoke City VA,17,21.1,14,17,3,4.1
New London County CT,18,8,15,6.3,3,1.7
Monroe County FL,20,29.9,13,18.7,7,11.2
Madison County TN,14,17.6,14,17.7,0,-0.1
Lackawanna County PA,14,7.7,10,5.7,4,2
Kalamazoo County MI,18,8.5,16,7.1,2,1.4
Greene County MO,22,9.6,14,5.6,8,4
Erie County PA,13,5.5,12,5,1,0.5
Craven County NC,17,19.9,13,14.6,4,5.3
Cabarrus County NC,17,12,16,9.9,1,2.1
Brooks County GA,12,88.9,3,23,9,65.9
San Bernardino County CA,190,11.8,218,12.7,-28,-0.9
Spokane County WA,24,6,21,5.1,3,0.9
Smith County TX,21,12.2,22,12.1,-1,0.1
Oneida County NY,14,7,14,6.9,0,0.1
Merced County CA,17,8.5,21,9.8,-4,-1.3
Jackson County MS,13,11.4,12,10.5,1,0.9
Jackson County MI,16,12.1,14,10.3,2,1.8
Iberville Parish LA,18,64.8,13,45.2,5,19.6
Houston County GA,17,15.1,24,19.5,-7,-4.4
Genesee County MI,24,6.9,28,8.2,-4,-1.3
Butler County OH,19,6.2,24,7.6,-5,-1.4
Buncombe County NC,22,10.8,20,9,2,1.8
Brazos County TX,27,17,27,14.6,0,2.4
Boulder County CO,12,4.8,11,4,1,0.8
Ascension Parish LA,13,15.5,15,15.3,-2,0.2
Anoka County MN,12,4.3,16,5.4,-4,-1.1
Hudson County NJ,190,36,176,31.3,14,4.7
Travis County TX,215,25.2,238,24.1,-23,1.1
Hennepin County MN,183,18.9,154,14.9,29,4
Wake County NC,167,22.9,143,16.9,24,6
Suffolk County MA,210,32.6,170,24.8,40,7.8
Marion County IN,202,27.6,210,27.3,-8,0.3
Jefferson County AL,192,35,141,25.6,51,9.4
Los Angeles County CA,2168,26.7,1872,22.1,296,4.6
Washington Parish LA,12,30.5,8,20.8,4,9.7
Sussex County DE,21,12.3,16,8.3,5,4
St. Johns County FL,13,7.9,13,6.8,0,1.1
Rockland County NY,24,9.8,24,9.2,0,0.6
Orangeburg County SC,28,37.3,23,31.1,5,6.2
Marion County OR,19,7.2,16,6,3,1.2
Livingston Parish LA,13,12.4,12,11,1,1.4
Lancaster County NE,17,7.4,16,6.1,1,1.3
Ingham County MI,26,10.8,22,8.7,4,2.1
Dorchester County SC,14,12.6,16,12.6,-2,0
Carroll County GA,16,17,11,11.7,5,5.3
Bulloch County GA,18,30.3,14,21.4,4,8.9
Montgomery County MD,210,26,175,20.4,35,5.6
Cuyahoga County OH,207,19.3,189,17.7,18,1.6
St. Landry Parish LA,19,27.7,22,32.8,-3,-5.1
Montgomery County TN,18,13.6,20,12.8,-2,0.8
Liberty County TX,22,36.3,13,19.1,9,17.2
Forrest County MS,21,33.5,25,40.1,-4,-6.6
Douglas County GA,18,16.9,23,19.7,-5,-2.8
Clark County WA,24,6.7,21,5.5,3,1.2
Champaign County IL,20,11.5,16,9.1,4,2.4
Davidson County TN,190,36,149,26.2,41,9.8
Williamson County TX,22,6.7,32,7.6,-10,-0.9
Santa Barbara County CA,24,6.9,26,6.9,-2,0
Saginaw County MI,18,10.5,13,8.1,5,2.4
Nueces County TX,27,9.8,36,12,-9,-2.2
Harnett County NC,14,15.3,11,10.9,3,4.4
Columbia County GA,18,18.3,11,9.4,7,8.9
Clay County FL,20,13.1,17,9.7,3,3.4
Riverside County CA,226,13,265,13.7,-39,-0.7
Ocean County NJ,22,4.6,22,4.6,0,0
Luzerne County PA,20,7.2,18,6.6,2,0.6
El Paso County CO,28,5.6,37,6.5,-9,-0.9
Cumberland County ME,22,9.1,17,6.8,5,2.3
Chester County PA,27,6.6,17,4,10,2.6
Berkeley County SC,20,13.9,23,13.6,-3,0.3
Bay County FL,22,15.4,25,16.6,-3,-1.2
Baltimore County MD,227,33.5,154,22,73,11.5
Wyandotte County KS,22,17.5,20,15.6,2,1.9
Washtenaw County MI,25,8.6,31,9.7,-6,-1.1
Tuscaloosa County AL,27,16.5,40,22.7,-13,-6.2
Stark County OH,24,7.4,25,8,-1,-0.6
Robeson County NC,24,22.2,21,19.2,3,3
Rankin County MS,30,25.5,22,17.7,8,7.8
Lorain County OH,23,9.1,17,6.4,6,2.7
Kane County IL,27,6.7,32,7.4,-5,-0.7
Chesapeake City VA,32,17.4,29,14.8,3,2.6
Cherokee County GA,21,12.5,20,10.3,1,2.2
Barnstable County MA,20,10.2,16,8.6,4,1.6
East Baton Rouge Parish LA,236,65.1,196,53,40,12.1
Orleans Parish LA,245,81.9,224,68.2,21,13.7
York County SC,27,14.4,22,10.4,5,4
St. Joseph County IN,25,11.2,25,11.3,0,-0.1
Rutherford County TN,24,11.4,23,9.2,1,2.2
Petersburg City VA,17,64.1,17,62.2,0,1.9
Marin County CA,28,12.9,21,9.5,7,3.4
Lake County FL,32,12.3,36,12.5,-4,-0.2
Desoto County MS,21,16.1,22,15,-1,1.1
Clackamas County OR,21,6.4,16,4.8,5,1.6
Aiken County SC,19,14.6,20,14.4,-1,0.2
York County PA,31,8.5,31,8.4,0,0.1
Portsmouth City VA,26,32.9,27,34.4,-1,-1.5
Mahoning County OH,25,12.2,18,8.9,7,3.3
Harrison County MS,30,19.7,28,16.7,2,3
Hampton City VA,28,23.8,32,27.9,-4,-4.1
Edgecombe County NC,21,46.8,14,31.8,7,15
Doña Ana County NM,20,12,16,8.8,4,3.2
Bartow County GA,18,23.4,10,11.4,8,12
Anderson County TX,24,48.2,16,32.7,8,15.5
Alameda County CA,236,18.7,226,16.4,10,2.3
Tarrant County TX,267,18.5,274,17,-7,1.5
Franklin County OH,264,27.5,211,20.2,53,7.3
Pasco County FL,37,9.4,41,9.5,-4,-0.1
New Hanover County NC,23,13.6,22,11.4,1,2.2
Monterey County CA,28,8.5,36,10.2,-8,-1.7
Lubbock County TX,23,10.2,40,16,-17,-5.8
Howard County MD,26,11,25,9.6,1,1.4
Dakota County MN,18,5.5,18,5.3,0,0.2
Tangipahoa Parish LA,27,27.6,25,23.2,2,4.4
Spartanburg County SC,34,14.2,31,12.3,3,1.9
Lowndes County GA,28,31.8,32,34,-4,-2.2
Dane County WI,28,6.7,25,5.6,3,1.1
Washoe County NV,28,8,38,10.2,-10,-2.2
Somerset County NJ,32,11.8,34,12.2,-2,-0.4
Johnson County KS,32,7.2,34,7,-2,0.2
Dutchess County NY,23,9.1,20,7.7,3,1.4
King County WA,292,17.9,245,13.5,47,4.4
Ouachita Parish LA,34,27,38,29.5,-4,-2.5
Kent County DE,22,16.6,20,13.5,2,3.1
Cleveland County OK,24,11.4,23,10,1,1.4
Will County IL,32,5.8,36,6.4,-4,-0.6
Pitt County NC,31,22.5,35,23.6,-4,-1.1
Newport News City VA,45,30,37,24.8,8,5.2
Lexington County SC,34,15.7,34,14.6,0,1.1
Orange County CA,297,11.8,310,11.7,-13,0.1
Wilson County NC,21,32.1,11,16.2,10,15.9
Morris County NJ,34,8.2,28,6.6,6,1.6
Montgomery County TX,28,7.7,42,9.6,-14,-1.9
Clarke County GA,25,24.8,24,22.2,1,2.6
Clark County NV,338,21.4,423,24,-85,-2.6
Bexar County TX,319,23.3,353,22.8,-34,0.5
Orange County NY,30,9.9,21,6.6,9,3.3
Brazoria County TX,30,12,35,12.4,-5,-0.4
Mecklenburg County NC,309,41.3,265,30.9,44,10.4
Hillsborough County FL,308,30.4,310,27.3,-2,3.1
Sarasota County FL,35,10.4,32,8.6,3,1.8
Rapides Parish LA,27,25.2,34,31,-7,-5.8
Lafayette Parish LA,33,18.5,48,24.4,-15,-5.9
Horry County SC,32,14.1,47,17.1,-15,-3
Gregg County TX,25,25.4,25,25,0,0.4
Charles County MD,27,22.6,30,23.3,-3,-0.7
Palm Beach County FL,330,29.6,295,23.9,35,5.7
Washington County OR,33,7.6,33,7,0,0.6
Stanislaus County CA,32,7.9,42,9.7,-10,-1.8
Lucas County OH,39,10.4,38,10.5,1,-0.1
Henrico County VA,43,17.1,36,13.1,7,4
Dauphin County PA,42,18.8,38,16.7,4,2.1
Cumberland County NJ,30,22.9,19,14.8,11,8.1
Duval County FL,323,45.3,279,36.6,44,8.7
Mclennan County TX,26,13.4,25,12.4,1,1
Burlington County NJ,41,10.8,37,9.8,4,1
Berks County PA,36,10.5,33,9.4,3,1.1
Albany County NY,40,15.4,27,10.2,13,5.2
Wayne County MI,366,23.9,329,22.5,37,1.4
Wayne County NC,29,29.9,17,16.6,12,13.3
Plymouth County MA,38,9.2,43,10,-5,-0.8
Onondaga County NY,46,11.8,35,9,11,2.8
Madison County AL,41,14.8,40,13.3,1,1.5
Lancaster County PA,35,8.2,28,6.2,7,2
Gaston County NC,31,17.9,25,14,6,3.9
Chesterfield County VA,33,13,29,10.3,4,2.7
Bucks County PA,42,8,31,5.8,11,2.2
Ventura County CA,39,5.8,52,7.4,-13,-1.6
Polk County IA,37,10.4,30,7.9,7,2.5
Calcasieu Parish LA,38,24.4,35,21.2,3,3.2
Butts County GA,24,118.5,12,57.4,12,61.1
Shelby County TN,374,49.8,280,36.5,94,13.3
Essex County NJ,362,56.8,302,46.1,60,10.7
Sumter County SC,32,37.5,23,26.1,9,11.4
Snohomish County WA,35,5.9,35,5.4,0,0.5
Osceola County FL,45,20,68,24.8,-23,-4.8
Walker County TX,30,50.8,16,25.3,14,25.5
Prince William County VA,44,14.2,43,12,1,2.2
Lake County IN,52,12.9,51,12.5,1,0.4
Arapahoe County CO,54,11.6,60,11.5,-6,0.1
Prince George's County MD,403,57,321,42.6,82,14.4
Summit County OH,36,7.8,43,9.4,-7,-1.6
Marion County FL,46,16.1,42,14,4,2.1
Knox County TN,45,12.2,45,11.8,0,0.4
Dupage County IL,36,4.7,41,5.2,-5,-0.5
Alexandria City VA,41,32.7,33,25,8,7.7
Sonoma County CA,37,9.2,32,7.5,5,1.7
Lehigh County PA,44,15.1,35,11.5,9,3.6
Sedgwick County KS,39,9.9,35,8.5,4,1.4
Florence County SC,33,29.8,28,24,5,5.8
Maricopa County AZ,447,14.1,517,14.9,-70,-0.8
Orange County FL,431,46,419,38.2,12,7.8
Manatee County FL,41,14.9,39,12.2,2,2.7
Arlington County VA,42,22.3,35,17.7,7,4.6
San Francisco County CA,459,62.9,293,37.8,166,25.1
Solano County CA,41,12,37,10.2,4,1.8
Pinal County AZ,38,13.2,39,11.3,-1,1.9
Collier County FL,44,16.1,42,13.3,2,2.8
Cameron County TX,49,16.2,59,18.1,-10,-1.9
Brevard County FL,54,11.5,56,11.2,-2,0.3
Bell County TX,48,20.1,46,17.1,2,3
Woodbury County IA,5,6.1,5,6,0,0.1
Winnebago County WI,5,3.6,7,4.8,-2,-1.2
West Feliciana Parish LA,6,46.3,6,41.6,0,4.7
Weld County CO,7,3.3,11,4.7,-4,-1.4
Waukesha County WI,6,2,5,1.5,1,0.5
Warren County OH,7,4.2,7,3.7,0,0.5
Wakulla County FL,6,22.6,0,0,6,22.6
Victoria County TX,7,9.4,8,10.6,-1,-1.2
Union County AR,6,18.3,,,,
Tolland County CT,8,5.8,11,8.3,-3,-2.5
Tipton County TN,5,10.2,,,,
Tazewell County IL,2,2.2,,,,
Suwannee County FL,6,15.5,7,18.2,-1,-2.7
Sussex County VA,5,47,,,,
Sumter County GA,9,35.7,9,34.5,0,1.2
Stephenson County IL,5,12.6,,,,
St. Mary's County MD,6,7.6,8,8.8,-2,-1.2
St. Martin Parish LA,6,14.6,5,10.8,1,3.8
St. Charles Parish LA,8,17.9,8,19.3,0,-1.4
Spalding County GA,5,9.6,9,16.3,-4,-6.7
Sherburne County MN,7,9.6,4,4.9,3,4.7
Shasta County CA,6,3.6,8,5.3,-2,-1.7
Scott County MS,6,24.7,6,24.1,0,0.6
Salem City VA,2,11.4,0,0,2,11.4
Rusk County TX,7,17.2,12,26.4,-5,-9.2
Ross County OH,6,8.5,0,0,6,8.5
Rogers County OK,6,9,,,,
Rockdale County GA,7,10.5,14,18.6,-7,-8.1
Rock County WI,6,4.8,7,5.2,-1,-0.4
Richland County OH,5,4.8,6,5.5,-1,-0.7
Reeves County TX,7,63.3,16,130.8,-9,-67.5
Raleigh County WV,8,11.9,8,12.9,0,-1
Queen Anne's County MD,5,12.5,0,0,5,12.5
Putnam County IN,5,15.9,0,0,5,15.9
Pope County AR,2,5,,,,
Northampton County NC,7,37.9,2,13.9,5,24
Morgan County IN,5,8.5,,,,
Morgan County IL,3,11.2,0,0,3,11.2
Monongalia County WV,5,6.4,8,8.5,-3,-2.1
Midland County TX,9,8.4,12,9.3,-3,-0.9
Mercer County WV,5,9.5,,,,
Mendocino County CA,5,6.9,5,6.8,0,0.1
Meade County SD,5,24.7,0,0,5,24.7
Matagorda County TX,6,18.5,7,24.1,-1,-5.6
Marlboro County SC,6,24.7,6,26.1,0,-1.4
Marion County MS,5,24.2,5,24,0,0.2
Madison County OH,2,7,0,0,2,7
Louisa County VA,2,6,0,0,2,6
Livingston County NY,5,9.2,,,,
Leflore County MS,8,29.5,9,36.9,-1,-7.4
Laurens County SC,6,11.4,8,13.7,-2,-2.3
Lasalle County IL,4,4.2,2,2.6,2,1.6
Lamar County TX,2,6.2,5,12.1,-3,-5.9
Kings County CA,9,7.5,11,9.2,-2,-1.7
Kershaw County SC,7,14.2,9,16.2,-2,-2
Kay County OK,2,4.5,0,0,2,4.5
Kaufman County TX,10,11.6,9,9.8,1,1.8
Isle Of Wight County VA,5,16.6,8,26,-3,-9.4
Holmes County MS,6,37.4,0,0,6,37.4
Henry County IL,5,12.1,0,0,5,12.1
Henderson County TX,6,8.6,6,8.5,0,0.1
Haywood County NC,2,5.1,,,,
Hardin County TX,5,11.4,,,,
Hardin County KY,7,8.3,10,11.2,-3,-2.9
Hardeman County TN,6,24.2,0,0,6,24.2
Hancock County IN,5,9,,,,
Hamilton County IN,10,4.3,9,3.7,1,0.6
Garza County TX,2,65.2,4,64.9,-2,0.3
Forsyth County GA,8,5.5,7,4.3,1,1.2
Floyd County IN,6,9,6,8.9,0,0.1
Floyd County GA,7,9.4,9,11.1,-2,-1.7
Fairfield County SC,7,34,5,26.8,2,7.2
Evangeline Parish LA,7,26.6,8,29.8,-1,-3.2
Elko County NV,1,3.3,,,,
Dunn County WI,2,4.5,0,0,2,4.5
Douglas County CO,7,3.2,9,3.5,-2,-0.3
Dodge County WI,6,7.4,3,4,3,3.4
Dixie County FL,2,13.2,0,0,2,13.2
Dickson County TN,2,4.2,,,,
Daviess County KY,6,7.6,8,9.8,-2,-2.2
Creek County OK,5,8.6,,,,
Crawford County PA,6,7.4,0,0,6,7.4
Covington County MS,2,15,0,0,2,15
Cook County GA,5,37.6,5,35.8,0,1.8
Clarendon County SC,7,23.6,8,28.2,-1,-4.6
Claiborne County MS,5,55.9,0,0,5,55.9
Cass County MO,5,6.2,6,7.2,-1,-1
Carbon County PA,6,11.4,6,10,0,1.4
Calvert County MD,8,10.6,4,5.2,4,5.4
Caldwell County TX,6,19.1,6,19,0,0.1
Cabell County WV,6,7.6,9,11.5,-3,-3.9
Butte County CA,8,4.3,9,4.6,-1,-0.3
Brantley County GA,5,38.2,0,0,5,38.2
Bradford County FL,5,21.6,6,25.2,-1,-3.6
Berkshire County MA,6,5.6,8,7.1,-2,-1.5
Benton County WA,7,4.9,7,4.8,0,0.1
Benton County OR,5,6.8,6,7.6,-1,-0.8
Beaver County PA,7,4.6,9,6,-2,-1.4
Bastrop County TX,9,15.2,11,15.6,-2,-0.4
Bartholomew County IN,5,8,,,,
Avoyelles Parish LA,6,17.3,8,22.7,-2,-5.4
Atascosa County TX,5,14.1,6,15.8,-1,-1.7
Anderson County TN,6,9.4,6,9.8,0,-0.4
Amite County MS,5,45.6,0,0,5,45.6
Allendale County SC,5,58.9,0,0,5,58.9
Albemarle County VA,7,9,6,6.7,1,2.3
Adams County MS,8,30.1,6,23.6,2,6.5
Norfolk County MA,38,6.8,38,6.5,0,0.3
Fayette County KY,49,19.5,51,19,-2,0.5
Macomb County MI,50,7.1,62,8.4,-12,-1.3
Worcester County MA,56,8.4,50,7.2,6,1.2
Dougherty County GA,50,65.2,43,57.7,7,7.5
Montgomery County OH,64,14.4,59,13.3,5,1.1
Bristol County MA,42,9,42,8.7,0,0.3
San Mateo County CA,62,10.3,59,9.1,3,1.2
Hampden County MA,68,17.3,57,14.4,11,2.9
Lake County IL,49,8.6,38,6.5,11,2.1
Kent County MI,43,8.7,44,8.4,-1,0.3
Adams County CO,50,14.4,43,10.8,7,3.6
Baltimore City MD,537,101.6,276,53.1,261,48.5
Dekalb County GA,529,89.5,372,61.1,157,28.4
Escambia County FL,61,24.1,55,21,6,3.1
Denton County TX,56,10.4,67,10.4,-11,0
Bibb County GA,58,46.1,58,45.8,0,0.3
Montgomery County PA,56,8.5,43,6.2,13,2.3
Virginia Beach City VA,56,15.5,63,16.7,-7,-1.2
Hamilton County TN,52,18.3,47,15.5,5,2.8
St. Clair County IL,50,22.7,36,16.6,14,6.1
Seminole County FL,51,14.4,67,17.4,-16,-3
Essex County MA,66,10.5,68,10.3,-2,0.2
Bernalillo County NM,56,10.5,53,9.4,3,1.1
Atlantic County NJ,48,21.1,41,18,7,3.1
Queens County NY,549,28.5,452,23.2,97,5.3
York County VA,6,11.8,7,12.4,-1,-0.6
Yellowstone County MT,7,5.5,7,5.1,0,0.4
Yazoo County MS,7,28.5,6,24.6,1,3.9
Wood County TX,2,5.4,6,16.7,-4,-11.3
Wilson County TN,6,6.6,7,6.1,-1,0.5
Wharton County TX,6,16.7,4,11.9,2,4.8
West Baton Rouge Parish LA,6,31.4,8,36.4,-2,-5
Wayne County NY,6,7.4,5,6.5,1,0.9
Washington County PA,6,3.4,8,4.3,-2,-0.9
Washington County NY,6,10.2,0,0,6,10.2
Warren County MS,7,17.9,10,24.8,-3,-6.9
Waller County TX,6,20.2,7,16.6,-1,3.6
Vermilion Parish LA,7,14.3,6,12.3,1,2
Vance County NC,9,24.2,8,21.7,1,2.5
Valencia County NM,6,10.6,6,10.3,0,0.3
Utah County UT,10,2.6,10,2.2,0,0.4
Terrebonne Parish LA,10,11.1,13,14,-3,-2.9
Sussex County NJ,6,4.8,6,5,0,-0.2
Surry County NC,3,5,4,5.7,-1,-0.7
St. John The Baptist Parish LA,13,34.1,10,28.4,3,5.7
St. Francis County AR,3,14,6,27,-3,-13
Somerset County MD,6,26.3,6,24.5,0,1.8
Schenectady County NY,11,8.3,11,8.1,0,0.2
San Juan County NM,7,6.6,7,6.7,0,-0.1
Rockingham County NH,8,3.1,6,2.4,2,0.7
Rockingham County NC,10,12.4,8,9.7,2,2.7
Rice County MN,4,7.7,0,0,4,7.7
Powhatan County VA,6,27.6,0,0,6,27.6
Portage County OH,8,5.7,7,5,1,0.7
Pittsylvania County VA,6,10.7,4,6.6,2,4.1
Parker County TX,6,6,7,6.6,-1,-0.6
Otero County NM,7,13.3,0,0,7,13.3
Oswego County NY,6,5.4,3,3.3,3,2.1
Niagara County NY,9,5,8,4.5,1,0.5
Newport County RI,7,9.9,,,,
Navarro County TX,7,17.8,6,16.7,1,1.1
Natchitoches Parish LA,8,25.4,8,24.7,0,0.7
Morehouse Parish LA,6,27.4,6,28.3,0,-0.9
Moore County NC,8,11.1,8,9.5,0,1.6
Mississippi County AR,6,15.4,7,21.2,-1,-5.8
Merrimack County NH,7,5.3,7,5.5,0,-0.2
Maury County TN,7,10.4,7,9.9,0,0.5
Manassas City VA,6,19.8,7,21.1,-1,-1.3
Madison Parish LA,6,65.3,,,,
Levy County FL,6,16.2,6,16.8,0,-0.6
Lebanon County PA,7,6.6,6,4.9,1,1.7
Leavenworth County KS,6,9.6,4,6.6,2,3
Larimer County CO,9,3.7,10,3.5,-1,0.2
Johnson County TX,8,6.3,11,8,-3,-1.7
Hunt County TX,8,10.8,8,9.9,0,0.9
Hertford County NC,6,31.4,6,31.2,0,0.2
Hawaii County HI,7,4.8,10,6.1,-3,-1.3
Hardin County TN,2,9,0,0,2,9
Hanover County VA,6,6.9,5,5.8,1,1.1
Halifax County NC,11,24.7,9,19.4,2,5.3
Guadalupe County TX,7,6.2,8,6.8,-1,-0.6
Grimes County TX,3,13.8,,,,
Greenbrier County WV,2,6.8,,,,
Fremont County CO,4,8.8,0,0,4,8.8
Franklin County WA,6,10,2,3.8,4,6.2
Franklin County MO,3,3.6,0,0,3,3.6
Fayette County TN,10,31,10,29.1,0,1.9
Fairfield County OH,7,6,6,5.2,1,0.8
Effingham County GA,5,12.5,6,12.9,-1,-0.4
Douglas County KS,7,6.7,6,5.4,1,1.3
Dillon County SC,6,23.7,5,21.1,1,2.6
Deschutes County OR,6,4.1,6,4,0,0.1
Cochise County AZ,7,6,7,6.3,0,-0.3
Clarke County AL,6,28,0,0,6,28
Cecil County MD,6,7.2,6,7.6,0,-0.4
Caswell County NC,6,30.4,0,0,6,30.4
Canadian County OK,7,7.4,10,9.2,-3,-1.8
Calhoun County MI,8,7.6,7,6.6,1,1
Calhoun County FL,6,49.8,0,0,6,49.8
Blount County TN,7,6.4,6,5.7,1,0.7
Berrien County MI,9,6.5,9,7,0,-0.5
Beaufort County NC,7,18.4,6,14,1,4.4
Barnwell County SC,4,24.1,7,38.8,-3,-14.7
Augusta County VA,6,9.8,2,3.9,4,5.9
Androscoggin County ME,6,7.2,8,9.4,-2,-2.2
Allen County OH,7,8.5,9,10.8,-2,-2.3
San Diego County CA,537,20.9,455,16.5,82,4.4
Pierce County WA,55,8.4,54,7.7,1,0.7
