Full Name,Diag 08,Diag Rate 08,Diag 09,Diag Rate 09,Diag 10,Diag Rate 10,Diag 11,Diag Rate 11,Diag 12,Diag Rate 12,Diag 13,Diag Rate 13,Diag 14,Diag Rate 14,Diag 15,Diag Rate 15,Diag 16,Diag Rate 16,Diag 17,Diag Rate 17,Diag 18,Diag Rate 18
Lauderdale County AL,,,,,,,,,7,8.9,,,8,10,,,9,11.3,,,,
Latah County ID,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,
Lassen County CA,,,,,,,,,,,0,0,0,0,,,,,,,0,0
Larue County KY,,,,,,,,,,,,,,,,,,,,,,
Laramie County WY,12,16.6,,,,,9,11.8,,,5,6.3,,,,,,,0,0,,
Lapeer County MI,,,,,,,,,,,,,0,0,,,,,,,,
Lanier County GA,,,,,,,,,,,0,0,,,0,0,,,,,,
Lancaster County VA,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,
Lamar County MS,,,,,,,,,,,,,,,,,,,5,9.9,5,9.7
Lamar County GA,0,0,,,,,,,5,32.8,0,0,5,32.3,,,,,,,,
Lamar County AL,,,,,0,0,0,0,,,,,,,0,0,,,0,0,0,0
Lake and Peninsula Borough AK,,,,,,,,,,,,,,,,,,,,,,
Lake County TN,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Lake County MT,0,0,,,0,0,,,,,,,0,0,0,0,,,,,0,0
Lake County CA,,,,,0,0,,,,,,,,,,,,,,,,
Lagrange County IN,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lafourche Parish LA,7,9.1,,,12,15.1,10,12.5,5,6.2,8,9.9,16,19.7,16,19.6,11,13.5,7,8.6,9,11
Lafayette County MO,,,,,,,0,0,0,0,0,0,,,,,,,0,0,,
Labette County KS,0,0,,,0,0,0,0,,,,,0,0,,,,,,,0,0
La Salle County TX,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,
La Plata County CO,,,,,,,0,0,,,0,0,,,,,,,,,,
La Paz County AZ,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,
La Crosse County WI,,,,,0,0,6,6.1,5,5,,,7,7,,,,,5,4.9,,
Kusilvak Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Kosciusko County IN,,,,,,,,,,,,,0,0,,,,,,,,
Kootenai County ID,,,,,0,0,,,,,0,0,0,0,,,,,10,7.6,,
Kodiak Island Borough AK,,,,,,,,,,,,,,,,,,,,,,
Knox County ME,0,0,,,6,17.5,,,,,0,0,,,0,0,0,0,0,0,,
Knox County KY,,,,,,,,,,,,,,,,,,,,,,
Knox County IN,,,,,0,0,0,0,,,0,0,,,,,,,,,,
Knox County IL,,,,,,,,,,,,,,,,,,,,,0,0
Knott County KY,,,,,,,,,,,,,,,,,,,,,,
Kleberg County TX,0,0,,,5,19.2,0,0,,,,,,,,,,,,,,
Klamath County OR,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Kinney County TX,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King William County VA,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,
King George County VA,0,0,,,,,,,,,,,,,,,,,0,0,0,0
King And Queen County VA,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0
Kimble County TX,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Ketchikan Gateway Borough AK,,,,,,,,,,,,,,,,,,,,,,
Kerr County TX,,,,,,,,,,,,,,,0,0,,,5,11.2,,
Keokuk County IA,,,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0
Kendall County TX,,,,,,,,,,,,,0,0,0,0,0,0,,,,
Kendall County IL,,,,,5,5.6,,,,,,,,,,,5,5.1,,,,
Kenai Peninsula Borough AK,,,,,,,,,,,,,,,,,,,,,,
Kemper County MS,0,0,,,,,,,,,,,,,,,0,0,,,,
Kauai County HI,,,,,,,,,,,,,,,,,,,,,,
Karnes County TX,,,,,,,,,0,0,,,,,,,,,,,,
Kane County UT,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
Kandiyohi County MN,0,0,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0
Kalkaska County MI,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,
Kalawao County HI,,,,,,,,,,,,,,,,,,,,,,
Juniata County PA,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Juneau City and Borough AK,,,,,,,,,,,,,,,,,,,,,,
Josephine County OR,,,,,,,,,,,,,,,,,,,,,,
Jones County NC,,,,,,,,,,,,,,,0,0,0,0,,,,
Johnson County MO,,,,,,,,,,,0,0,0,0,,,,,0,0,,
Johnson County KY,,,,,,,,,,,,,,,,,,,,,,
Johnson County IL,,,,,,,,,0,0,,,,,0,0,,,0,0,0,0
Johnson County GA,,,,,,,,,,,,,,,0,0,,,,,0,0
Johnson County AR,0,0,,,0,0,0,0,,,,,,,,,,,0,0,0,0
Jim Wells County TX,,,,,,,,,,,,,,,,,,,,,,
Jessamine County KY,,,,,,,,,,,,,,,,,,,,,,
Jersey County IL,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,
Jennings County IN,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenkins County GA,0,0,,,0,0,0,0,0,0,,,,,0,0,,,,,,
Jefferson Davis Parish LA,,,,,,,,,,,,,,,6,23.5,,,6,23.4,,
Jefferson Davis County MS,,,,,,,,,,,,,,,,,,,,,,
Jefferson County WV,6,14,,,,,,,,,,,,,0,0,,,,,,
Jefferson County WI,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,
Jefferson County TN,,,,,0,0,,,5,11.2,,,,,,,,,0,0,,
Jefferson County OR,0,0,,,0,0,,,0,0,,,0,0,0,0,,,,,,
Jefferson County OH,,,,,,,,,5,8.5,,,,,,,,,,,,
Jefferson County NY,7,7.2,,,9,9.5,,,,,10,10.4,,,7,7.4,,,,,5,5.5
Jefferson County IL,,,,,,,,,,,,,,,,,,,,,,
Jefferson County ID,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County GA,,,,,,,,,,,,,,,,,,,,,,
Jefferson County FL,5,41.5,,,,,6,47.7,,,5,40.4,,,5,40.6,,,,,,
Jasper County SC,,,,,,,,,,,6,27.3,,,,,,,8,33.1,,
Jasper County MS,,,,,,,5,35.7,,,5,36.3,,,,,,,5,36.1,,
Jasper County IN,,,,,,,,,,,,,,,,,,,0,0,,
Jasper County IA,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,
James City County VA,,,,,,,6,10.3,10,16.9,,,6,9.7,,,6,9.4,0,0,,
Jackson Parish LA,0,0,,,,,,,0,0,,,,,,,,,,,,
Jackson County OK,,,,,,,,,,,0,0,,,,,0,0,,,0,0
Jackson County OH,,,,,,,0,0,,,0,0,,,0,0,,,,,,
Jackson County KY,,,,,,,,,,,,,,,,,,,,,,
Jackson County IN,,,,,,,,,,,0,0,,,9,24.9,,,,,,
Jackson County IL,0,0,,,,,6,11.4,5,9.7,5,9.6,5,9.7,,,,,,,,
Jackson County GA,,,,,,,,,,,,,,,,,,,5,9,10,17.3
Jackson County AR,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,
Jackson County AL,0,0,,,,,,,,,,,,,,,0,0,,,,
Jack County TX,0,0,,,,,0,0,0,0,,,0,0,,,0,0,,,,
Island County WA,,,,,,,,,,,,,,,,,,,,,,
Isanti County MN,,,,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0
Isabella County MI,,,,,,,,,,,,,,,,,0,0,,,,
Indiana County PA,,,,,0,0,,,,,,,0,0,,,,,,,,
Independence County AR,0,0,,,,,,,,,,,0,0,0,0,,,,,,
Iberia Parish LA,6,10,,,9,15.3,8,13.5,5,8.4,7,11.7,11,18.4,8,13.4,13,22,11,18.8,11,19.1
Hutchinson County TX,,,,,,,,,,,0,0,0,0,,,,,0,0,,
Huntington County IN,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,
Huntingdon County PA,,,,,,,0,0,,,,,0,0,,,,,,,0,0
Humphreys County MS,,,,,5,68,,,,,,,,,,,0,0,,,,
Humboldt County CA,8,7.3,,,,,6,5.2,,,,,6,5.2,9,7.8,6,5.1,,,12,10.2
Hughes County SD,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hughes County OK,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,
Howard County TX,,,,,10,34.1,,,,,9,29.5,7,22.8,12,38.5,8,25.9,9,29.5,8,26
Howard County IN,,,,,,,5,7.2,0,0,,,,,,,5,7.3,,,,
Howard County IA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Spring County AR,0,0,,,,,0,0,0,0,,,8,28.2,10,35,15,52.5,13,45.2,12,41.5
Hopkins County TX,6,21.5,,,,,,,,,,,,,,,,,,,,
Hopkins County KY,,,,,,,,,,,,,,,,,,,,,,
Hoonah-Angoon Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Hood River County OR,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
Hood County TX,,,,,,,,,,,,,,,,,,,0,0,,
Holt County NE,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holmes County FL,6,37,,,6,35.5,0,0,,,,,,,,,5,30.1,0,0,,
Hockley County TX,0,0,,,,,0,0,,,0,0,0,0,,,,,,,,
Hill County TX,,,,,,,,,,,,,,,,,,,,,,
Highland County OH,,,,,,,,,,,0,0,0,0,0,0,,,,,,
Hickman County TN,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
Hickman County KY,,,,,,,,,,,,,,,,,,,,,,
Herkimer County NY,,,,,6,11,,,,,,,,,,,,,0,0,,
Henry County VA,,,,,0,0,,,,,,,,,,,,,0,0,,
Henry County TN,0,0,,,,,0,0,0,0,,,0,0,,,0,0,,,,
Henry County MO,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,
Henry County KY,,,,,,,,,,,,,,,,,,,,,,
Henry County IN,,,,,,,0,0,,,,,,,,,,,6,14.5,0,0
Henry County AL,,,,,0,0,,,,,,,0,0,,,,,5,34.1,0,0
Henderson County NC,,,,,7,7.7,,,,,,,,,10,10.4,9,9.2,7,7,8,7.9
Henderson County KY,,,,,,,,,,,,,,,,,,,,,,
Hempstead County AR,0,0,,,,,,,,,0,0,,,,,,,,,,
Heard County GA,,,,,,,5,51.7,,,,,,,,,,,0,0,,
Haywood County TN,6,38.7,,,6,38.9,9,58.8,,,6,39.7,,,,,5,33.5,5,33.8,,
Haskell County TX,,,,,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0
Harvey County KS,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,
Hart County KY,,,,,,,,,,,,,,,,,,,,,,
Hart County GA,5,24.6,,,,,,,5,23.2,,,,,,,0,0,,,,
Harrisonburg City VA,,,,,,,,,6,13.3,,,,,,,,,,,,
Harrison County WV,0,0,,,,,,,,,0,0,,,5,8.6,,,0,0,,
Harrison County MO,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Harrison County KY,,,,,,,,,,,,,,,,,,,,,,
Harrison County IN,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,
Harlan County KY,,,,,,,,,,,,,,,,,,,,,,
Hardee County FL,,,,,5,22.6,,,,,,,,,,,,,,,,
Haralson County GA,,,,,7,29.7,,,0,0,,,,,0,0,0,0,,,,
Hancock County MS,,,,,,,,,7,18.5,,,9,23.2,,,5,12.6,,,,
Hancock County KY,,,,,,,,,,,,,,,,,,,,,,
Hancock County GA,,,,,,,0,0,,,,,,,0,0,0,0,,,,
Hampton County SC,5,29,,,,,5,28.8,,,,,6,34.8,8,47.5,5,29.8,5,30.2,,
Hampshire County WV,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Hamilton County IA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton County FL,10,81.9,,,,,6,47.7,,,,,,,,,,,,,,
Hamblen County TN,5,9.7,,,,,,,,,5,9.5,,,,,,,,,,
Hall County NE,8,17.9,,,0,0,,,,,,,5,10.2,,,,,5,10.2,,
Halifax County VA,5,16.7,,,5,16.3,,,6,19.7,6,19.9,,,,,6,20,0,0,5,17.1
Hale County TX,0,0,,,,,0,0,0,0,,,,,,,,,,,,
Hale County AL,,,,,6,45.8,7,54.5,,,,,7,55.5,0,0,,,,,,
Haines Borough AK,,,,,,,,,,,,,,,,,,,,,,
Gulf County FL,,,,,,,,,,,,,,,,,,,,,,
Guernsey County OH,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
Grundy County TN,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,
Grundy County IL,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,
Grenada County MS,5,26.5,,,,,,,,,,,,,,,,,,,,
Greer County OK,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Greenwood County SC,7,12.3,,,,,7,12.1,9,15.5,8,13.8,14,24.1,10,17.1,10,17.1,6,10.2,,
Greenup County KY,,,,,,,,,,,,,,,,,,,,,,
Greensville County VA,,,,,,,5,47,,,,,,,,,,,0,0,0,0
Greene County VA,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0
Greene County TN,,,,,,,,,,,,,,,,,,,,,,
Greene County PA,,,,,,,0,0,,,,,,,,,0,0,0,0,,
Greene County NC,,,,,,,,,,,,,6,33.7,,,,,,,0,0
Greene County MS,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Greene County IN,,,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0
Greene County IL,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene County IA,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0
Greene County GA,,,,,0,0,,,,,,,,,0,0,0,0,,,,
Greene County AL,,,,,0,0,,,,,,,5,69.6,,,,,0,0,0,0
Green County WI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Green County KY,,,,,,,,,,,,,,,,,,,,,,
Grayson County TX,,,,,7,7,8,7.9,7,6.9,9,8.9,11,10.7,12,11.5,6,5.6,7,6.4,6,5.4
Grayson County KY,,,,,,,,,,,,,,,,,,,,,,
Gray County TX,5,27.7,,,0,0,,,,,6,32.1,,,,,,,,,0,0
Graves County KY,,,,,,,,,,,,,,,,,,,,,,
Grant Parish LA,,,,,,,0,0,,,,,,,,,,,,,,
Grant County KY,,,,,,,,,,,,,,,,,,,,,,
Grant County IN,,,,,,,,,0,0,,,,,,,,,7,12.4,,
Grant County AR,,,,,,,,,,,,,0,0,0,0,,,,,,
Granite County MT,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Traverse County MI,5,6.9,,,,,7,9.3,,,,,0,0,0,0,0,0,,,,
Grainger County TN,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Graham County AZ,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,,
Grafton County NH,,,,,,,,,,,,,,,,,,,,,0,0
Grady County OK,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0
Gordon County GA,,,,,,,,,0,0,,,,,0,0,,,0,0,,
Gooding County ID,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Goodhue County MN,,,,,,,,,0,0,,,0,0,0,0,,,0,0,,
Goochland County VA,,,,,,,0,0,,,,,,,,,,,0,0,,
Gloucester County VA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,
Glenn County CA,0,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
Glascock County GA,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Glades County FL,,,,,,,,,,,,,,,0,0,,,,,,
Gilmer County GA,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,
Gillespie County TX,0,0,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0
Giles County TN,,,,,0,0,,,,,,,,,,,,,0,0,,
Gilchrist County FL,,,,,0,0,,,,,0,0,,,,,,,0,0,,
Gila County AZ,,,,,,,,,0,0,,,,,,,,,,,,
Gibson County TN,,,,,,,7,17,,,,,,,,,,,,,,
George County MS,,,,,,,6,32.5,0,0,,,,,0,0,,,,,,
Gentry County MO,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Geneva County AL,,,,,,,,,,,,,,,0,0,,,,,,
Genesee County NY,,,,,6,11.8,6,11.8,0,0,,,,,,,,,5,10.1,,
Geauga County OH,,,,,,,,,,,,,,,,,,,,,,
Geary County KS,,,,,,,6,22.6,7,24.6,6,21.7,5,18.3,,,,,0,0,10,40.9
Gasconade County MO,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0
Garvin County OK,0,0,,,,,,,0,0,,,0,0,,,0,0,,,0,0
Garrard County KY,,,,,,,,,,,,,,,,,,,,,,
Garfield County OK,,,,,0,0,0,0,,,,,0,0,,,,,,,,
Garfield County CO,,,,,0,0,,,,,,,,,5,10.7,,,5,10.4,,
Gallia County OH,0,0,,,0,0,,,,,,,,,0,0,,,0,0,,
Gallatin County MT,0,0,,,,,,,,,,,0,0,,,5,5.6,,,,
Gallatin County KY,,,,,,,,,,,,,,,,,,,,,,
Fulton County NY,,,,,,,,,,,0,0,,,,,,,,,,
Fulton County KY,,,,,,,,,,,,,,,,,,,,,,
Fulton County IL,,,,,,,,,,,,,,,,,,,0,0,,
Fulton County AR,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Fremont County WY,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,
Freestone County TX,,,,,0,0,0,0,,,,,6,36.5,,,,,,,0,0
Fredericksburg City VA,,,,,,,,,0,0,,,,,7,29.7,,,0,0,,
Frederick County VA,,,,,,,,,,,0,0,6,8.7,6,8.6,,,0,0,,
Franklin Parish LA,,,,,,,,,6,35.9,6,35.9,8,48,,,7,42.2,,,,
Franklin County VT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Franklin County VA,,,,,7,14.6,,,,,,,,,,,0,0,0,0,,
Franklin County TX,0,0,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0
Franklin County TN,0,0,,,0,0,0,0,0,0,,,,,0,0,,,,,0,0
Franklin County NY,,,,,,,,,,,6,13.7,,,,,,,0,0,,
Franklin County MA,5,8,,,,,,,,,,,,,0,0,,,,,,
Franklin County KY,,,,,,,,,,,,,,,,,,,,,,
Franklin County KS,,,,,,,,,0,0,0,0,,,,,0,0,,,0,0
Franklin County IL,0,0,,,,,,,,,,,,,,,,,,,,
Franklin County GA,,,,,,,,,,,,,0,0,,,,,0,0,,
Franklin County FL,,,,,0,0,,,5,49.1,,,,,,,,,,,,
Franklin County AR,0,0,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0
Franklin County AL,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,
Franklin City VA,5,69.8,,,0,0,0,0,,,,,,,,,,,,,0,0
Fountain County IN,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,
Ford County KS,,,,,0,0,0,0,0,0,,,,,0,0,5,18.7,,,,
Fond Du Lac County WI,0,0,,,0,0,,,,,,,0,0,,,,,0,0,,
Foard County TX,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd County TX,0,0,,,0,0,,,0,0,,,,,,,,,0,0,,
Floyd County KY,,,,,,,,,,,,,,,,,,,,,,
Floyd County IA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Fleming County KY,,,,,,,,,,,,,,,,,,,,,,
Flathead County MT,,,,,,,0,0,,,,,,,,,,,,,,
Flagler County FL,5,6.4,,,,,,,10,11.7,,,10,11.2,10,10.9,9,9.5,14,14.4,9,9.1
Fillmore County MN,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette County WV,0,0,,,,,6,15.3,,,6,15.5,,,,,,,,,,
Fayette County IN,0,0,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0
Fayette County IA,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Fauquier County VA,,,,,,,5,9.1,0,0,8,14.3,,,,,,,0,0,,
Fannin County TX,,,,,,,,,5,17.6,,,,,,,,,,,,
Fannin County GA,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Falls County TX,,,,,,,,,,,,,,,,,,,,,,
Fairfax City VA,,,,,,,,,0,0,,,,,0,0,,,,,0,0
Fairbanks North Star Borough AK,,,,,,,,,,,,,,,,,,,,,,
Estill County KY,,,,,,,,,,,,,,,,,,,,,,
Essex County VT,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Essex County VA,0,0,,,0,0,,,,,0,0,,,,,,,0,0,,
Essex County NY,0,0,,,,,0,0,,,0,0,0,0,,,,,0,0,0,0
Escambia County AL,,,,,,,,,5,15.7,0,0,0,0,,,0,0,,,,
Erie County OH,,,,,,,,,,,,,,,,,,,,,5,7.8
Emporia City VA,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0
Elliott County KY,,,,,,,,,,,,,,,,,,,,,,
Elbert County GA,,,,,,,,,,,,,,,0,0,,,,,,
Elbert County CO,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,
Effingham County IL,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwards County TX,,,,,,,0,0,,,,,,,0,0,,,0,0,0,0
Edmonson County KY,,,,,,,,,,,,,,,,,,,,,,
Edgar County IL,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Eddy County NM,,,,,,,,,,,0,0,0,0,,,,,,,5,10.7
Echols County GA,,,,,,,,,,,,,,,,,0,0,,,0,0
Eau Claire County WI,0,0,,,,,,,,,,,,,,,,,0,0,,
Eaton County MI,0,0,,,,,,,,,,,6,6.5,6,6.5,5,5.4,,,8,8.5
East Carroll Parish LA,,,,,,,,,,,0,0,,,,,0,0,,,0,0
Early County GA,5,52.9,,,0,0,5,56.6,,,,,,,0,0,0,0,,,,
Eagle County CO,,,,,,,,,,,,,5,11.3,,,,,,,,
Dyer County TN,,,,,0,0,,,,,0,0,0,0,,,,,,,,
Duval County TX,,,,,,,0,0,,,,,,,,,,,,,,
Dunklin County MO,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0
Dubuque County IA,,,,,,,5,6.4,6,7.6,5,6.2,0,0,,,,,,,,
Drew County AR,,,,,0,0,0,0,0,0,,,,,,,,,0,0,,
Douglas County OR,,,,,0,0,,,,,,,5,5.4,,,,,,,,
Douglas County NV,,,,,0,0,0,0,,,,,,,0,0,,,,,,
Douglas County MO,0,0,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County MN,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,
Dorchester County MD,,,,,12,43.4,8,28.9,,,,,6,21.8,10,36.6,10,36.6,6,22,0,0
Dooly County GA,5,52.1,,,10,79.3,,,0,0,,,,,,,,,,,,
Donley County TX,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0
Dodge County NE,,,,,,,,,,,,,,,,,,,0,0,0,0
Dodge County GA,,,,,,,,,,,,,,,0,0,,,,,0,0
Dinwiddie County VA,,,,,,,,,,,5,20.9,,,5,20.8,,,0,0,,
Dillingham Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Dickinson County KS,0,0,,,,,0,0,,,,,,,0,0,,,0,0,0,0
Dickenson County VA,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Dickens County TX,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewitt County TX,0,0,,,,,0,0,0,0,,,,,,,,,,,0,0
Des Moines County IA,,,,,,,,,0,0,0,0,0,0,,,,,,,,
Denali Borough AK,,,,,,,,,,,,,,,,,,,,,,
Delta County CO,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,
Delaware County IN,6,6.1,,,,,10,9.9,7,6.9,5,5,5,5,11,11,10,10,9,9,7,7
Del Norte County CA,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0
Dekalb County TN,,,,,0,0,,,0,0,,,,,,,,,0,0,,
Dekalb County MO,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Dekalb County IN,0,0,,,,,0,0,,,0,0,0,0,,,0,0,0,0,,
Dekalb County AL,0,0,,,,,,,6,10.3,,,,,,,,,,,,
Defiance County OH,0,0,,,,,,,,,0,0,,,0,0,0,0,,,0,0
Decatur County IN,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0
Dearborn County IN,,,,,0,0,0,0,,,,,,,,,,,0,0,,
Deaf Smith County TX,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,
De Soto Parish LA,,,,,,,,,,,,,5,22.4,,,,,5,22.1,6,26.4
Dawson County TX,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Dawson County NE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dawson County GA,,,,,0,0,,,,,,,,,0,0,0,0,,,,
Daviess County MO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Daviess County IN,0,0,,,,,0,0,,,,,,,0,0,,,0,0,,
Darke County OH,0,0,,,0,0,,,,,,,,,,,0,0,,,0,0
Dare County NC,,,,,,,0,0,,,,,,,,,,,,,,
Dallas County IA,,,,,,,,,,,,,,,,,,,,,,
Dakota County NE,,,,,,,0,0,,,,,,,0,0,0,0,,,,
Dade County GA,,,,,,,0,0,0,0,,,0,0,,,0,0,,,,
Custer County NE,0,0,,,,,,,,,0,0,,,0,0,,,0,0,0,0
Curry County NM,,,,,,,0,0,,,,,,,,,,,5,12.5,0,0
Cumberland County TN,0,0,,,0,0,,,,,,,,,,,,,,,0,0
Cumberland County KY,,,,,,,,,,,,,,,,,,,,,,
Culpeper County VA,,,,,,,,,,,,,,,,,,,0,0,,
Cullman County AL,,,,,,,,,,,,,5,7.3,6,8.7,9,13,,,7,10
Crowley County CO,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crittenden County KY,,,,,,,,,,,,,,,,,,,,,,
Crawford County OH,,,,,0,0,,,,,,,0,0,,,0,0,,,,
Crawford County MO,,,,,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0
Crawford County KS,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0
Crawford County IL,,,,,,,,,,,,,,,0,0,,,0,0,,
Crawford County GA,10,95.4,,,5,47.1,12,113.2,,,,,5,47.6,,,,,,,,
Crawford County AR,0,0,,,,,,,0,0,,,6,11.8,,,5,9.7,0,0,,
Craig County OK,0,0,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,
Cowlitz County WA,,,,,5,5.9,,,5,5.9,,,5,5.9,,,,,5,5.6,,
Cowley County KS,,,,,,,,,,,0,0,,,0,0,,,0,0,,
Covington County AL,0,0,,,6,18.9,,,,,,,,,5,15.8,,,,,,
Covington City VA,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
Coshocton County OH,,,,,,,,,,,,,,,0,0,0,0,0,0,,
Cortland County NY,,,,,,,,,,,,,,,,,,,,,,
Corson County SD,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0
Cooper County MO,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
