Geography,M2F Diag 08,ID Diag 08,M2M Diag 08,M2MID Diag 08,O Diag 08,M2F Diag 09,ID Diag 09,M2M Diag 09,M2MID Diag 09,O Diag 09,M2F Diag 10,ID Diag 10,M2M Diag 10,M2MID Diag 10,O Diag 10,M2F Diag 11,ID Diag 11,M2M Diag 11,M2MID Diag 11,O Diag 11,M2F Diag 12,ID Diag 12,M2M Diag 12,M2MID Diag 12,O Diag 12,M2F Diag 13,ID Diag 13,M2M Diag 13,M2MID Diag 13,O Diag 13,M2F Diag 14,ID Diag 14,M2M Diag 14,M2MID Diag 14,O Diag 14,M2F Diag 15,ID Diag 15,M2M Diag 15,M2MID Diag 15,O Diag 15,M2F Diag 16,ID Diag 16,M2M Diag 16,M2MID Diag 16,O Diag 16,M2F Diag 17,ID Diag 17,M2M Diag 17,M2MID Diag 17,O Diag 17,M2F Diag 18,ID Diag 18,M2M Diag 18,M2MID Diag 18,O Diag 18
Tishomingo County MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Titus County TX,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Todd County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolland County CT,,,,,,,0,,0,0,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,
Tom Green County TX,,,,,0,,,,0,0,,,,,,,,,0,0,,,,,,,,10,,0,,,8,0,0,,0,6,,0,,,5,0,0,0,,6,,0,,,12,,0
Tompkins County NY,,,,0,0,0,,6,,0,,,,,,,0,,0,0,,0,9,,0,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,7,0,0,,,,,0
Tooele County UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Toole County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Toombs County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Torrance County NM,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Towner County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towns County GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traill County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County NC,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Traverse County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis County TX,36,12,150,,,40,11,124,17,0,37,8,145,9,0,38,6,167,17,0,25,8,205,12,0,35,10,157,18,0,32,9,183,21,0,35,12,234,17,0,32,12,190,13,0,32,6,158,18,0,33,13,147,15,0
Treasure County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trego County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trempealeau County WI,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Treutlen County GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Trigg County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trimble County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity County TX,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,
Tripp County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troup County GA,,,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,,,,,,,0,7,,0,,0,5,,0,,0,6,,0,,0,7,,0
Trousdale County TN,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Trumbull County OH,,,,0,0,,0,6,,0,,,,0,0,,0,,0,0,,,,,,,,5,,0,,,6,0,0,,,6,,0,,,6,0,0,,0,6,,0,,,6,0,0
Tucker County WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulare County CA,,,12,0,0,,0,8,0,,,,15,0,0,,,26,,0,,,23,,0,5,,19,,0,6,,25,,0,,,24,,0,6,,24,,0,,,12,0,0,,,40,,0
Tulsa County OK,14,,44,,0,13,,43,,0,9,5,50,8,0,12,7,48,5,0,20,7,52,10,0,17,,68,,0,13,5,66,5,0,15,,54,,0,12,5,41,7,0,18,,42,,0,9,,30,,0
Tunica County MS,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner County GA,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Turner County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscaloosa County AL,9,,12,,0,,0,19,,0,6,,20,,0,5,,18,,0,,,25,0,0,7,,36,,0,,,27,0,0,10,,27,,0,5,,37,,0,6,,41,,0,,0,26,,0
Tuscarawas County OH,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,
Tuscola County MI,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Twiggs County GA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,
Twin Falls County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyler County WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Tyrrell County NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Uinta County WY,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Uintah County UT,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,
Ulster County NY,8,,,,0,6,,,,0,,0,7,,0,,5,7,,0,,,,,,,,7,,0,,,6,,0,,0,5,,0,,0,,,0,,0,6,,0,,,9,,0
Umatilla County OR,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Unicoi County TN,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Union County AR,,,,,,,,,0,0,,,,0,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County FL,,7,9,,0,5,,6,,0,0,0,,,0,,,,,,,,,,0,,,,0,0,,,7,0,0,0,,,0,0,8,,10,,0,,5,5,,0,,,,,0
Union County GA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Union County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County MS,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Union County NC,5,,8,,0,7,,8,,0,,0,7,,0,,0,9,,0,,0,6,,0,,,8,0,0,5,,7,,0,6,,8,,0,7,0,15,0,0,,0,14,,0,,0,14,,0
Union County NJ,35,,40,,0,32,,37,,0,28,,45,,0,24,,42,,0,20,,40,,0,23,,53,,0,29,13,47,0,0,24,,40,,0,27,,34,,0,31,6,53,0,0,18,5,35,,
Union County NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County OH,5,,,0,0,5,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,,,,0,,,,,,,,,,
Union County OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County PA,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County SC,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,0,,0,0
Union County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Union Parish LA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upshur County TX,,,,,,,,6,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Upshur County WV,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Upson County GA,0,0,0,0,0,,,,,,,,,,,,,,0,0,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Upton County TX,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah County UT,,0,6,,0,,0,5,,0,,0,5,,0,,,,,,,,14,,0,0,0,6,0,0,,,,0,0,0,,8,,0,,,9,,0,0,,8,,0,0,,10,,0
Uvalde County TX,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
Val Verde County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valdez-Cordova Census Area AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia County NM,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,5,0,0,,,,,,,,,,
Valley County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Buren County AR,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Van Buren County IA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Buren County MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Buren County TN,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Wert County OH,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Van Zandt County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County NC,5,,,0,0,5,,,0,0,,,6,0,0,5,0,,,0,6,0,,,0,,0,5,,0,,,9,0,0,,0,6,,0,,0,6,,0,0,0,6,0,0,,0,6,,0
Vanderburgh County IN,,0,9,,0,,,7,,0,,,6,,0,,0,11,,0,6,,6,,0,,0,,0,0,,,6,0,0,,,,,0,,,,,,,,,,,,,8,,0
Venango County PA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0
Ventura County CA,,,34,,0,,,31,,0,9,,27,,0,5,,23,,0,6,,33,,0,6,,38,,0,11,,37,,0,5,,43,,0,5,,36,,0,13,,49,,0,,,43,0,0
Vermilion County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermilion Parish LA,,,,,,,,,0,0,,,,,,,,,,0,,0,5,,0,,,,,,0,0,7,0,0,,,,,,,,,0,0,0,0,6,0,0,,0,,,0
Vermillion County IN,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon County WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,
Vernon Parish LA,,,,,,,,,,,,0,6,,0,,0,,,0,,0,,,0,,,,0,0,5,0,,,0,,0,,0,0,,0,,0,0,,,,,,,,,,
Victoria County TX,,,,,,0,0,,,0,5,0,,,0,,,,,,,0,5,,0,,,,,,,,,,,,0,7,,0,,,,,,,0,5,,0,,,,,
Vigo County IN,,,,0,0,,,7,,0,,,,,0,,,,,0,5,0,,,0,5,,5,,0,,0,7,,0,,0,,0,0,,,,,,,,,,,,,,,
Vilas County WI,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinton County OH,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Beach City VA,13,,35,,0,14,,40,,0,15,,45,,0,15,,42,,0,9,,35,,0,11,,42,,,17,,43,,0,15,,48,,0,11,,47,,0,14,,57,,0,11,,37,,0
Volusia County FL,21,,48,,0,18,17,36,,,12,6,34,6,0,11,,33,,0,7,,36,7,,17,7,36,5,0,13,,55,,0,15,,42,,0,11,19,46,7,0,8,,51,,0,13,10,50,9,0
Wabash County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wabash County IN,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabasha County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabaunsee County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wadena County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wagoner County OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6,,0,,,,,,,,,,,,,,,
Wahkiakum County WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wake County NC,51,14,137,5,0,56,,125,,0,40,8,113,5,0,30,,87,,0,37,,92,,0,40,5,108,7,0,43,,99,,0,22,,104,,0,45,6,117,,,32,6,85,5,0,26,,77,,0
Wakulla County FL,,,,,,,0,,0,0,,,,0,0,5,0,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Waldo County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker County AL,,,,,,,,,,,,,,,,0,0,5,0,0,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,
Walker County GA,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Walker County TX,7,15,13,6,0,10,6,20,5,0,7,,13,,0,5,,13,,0,,,14,,0,,,15,,0,,,11,,0,,,13,,0,,0,6,,0,5,0,6,0,0,,,17,,0
Walla Walla County WA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Wallace County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waller County TX,5,0,,,0,,0,,0,0,,,,,,,0,,0,0,,,,,,0,0,6,0,0,,0,,0,0,,,,,,0,0,5,0,0,,,5,0,0,,0,7,,0
Wallowa County OR,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walsh County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walthall County MS,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Walton County FL,,,6,0,0,,,,,,,,,,0,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,
Walton County GA,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,5,0,,,0,,,,,,,0,7,,0,5,0,8,0,0
Walworth County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walworth County WI,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,
Wapello County IA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,,,,,,0,0,0,0,0
Ward County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ward County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Ware County GA,,,,0,0,7,,,0,0,,0,,0,0,,0,,,0,,,,0,0,5,0,,,0,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,0
Warren County GA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Warren County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Warren County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren County KY,,,7,0,0,,,,,,,,,,,,,5,0,0,,0,6,,0,,,,0,0,,0,7,,0,,0,7,,0,0,,5,,0,0,0,11,0,0,,0,8,,0
Warren County MO,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,
Warren County MS,,,5,0,0,,,,0,0,,0,7,,0,,0,5,,0,,0,5,,0,6,0,,,0,0,0,5,0,0,,0,6,,0,,0,,0,0,10,0,5,0,0,5,,5,,0
Warren County NC,,0,,0,0,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Warren County NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,
Warren County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Warren County OH,,,,0,0,,0,,0,0,,,,0,0,,,6,0,0,,,,,,0,,7,,0,,0,6,,0,0,,7,,0,,,,,,0,,,0,0,,0,,,0
Warren County PA,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Warren County TN,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Warren County VA,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Warrick County IN,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch County UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasco County OR,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Waseca County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Washakie County WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washburn County WI,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County AL,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Washington County AR,,0,10,,0,,,6,0,0,,,,,,,0,6,,0,,,12,,0,,0,8,,0,,0,,0,0,,0,9,,0,,,17,0,0,,,12,0,0,5,,12,,0
Washington County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County FL,0,,6,,0,8,,0,,0,,,,,,,0,,0,0,,,,,,,,,,,,,,,,5,0,,,0,,0,,,0,,0,,0,0,,,,,
Washington County GA,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
