Full Name,AI_AN Diag 08,AI_AN Diag Rate 08,Asian Diag 08,Asian Diag Rate 08,Black Diag 08,Black Diag Rate 08,Latino Diag 08,Latino Diag Rate 08,Multi Diag 08,Multi Diag Rate 08,NH_OPI Diag 08,NH_OPI Diag Rate 08,White Diag 08,White Diag Rate 08,AI_AN Diag 09,AI_AN Diag Rate 09,Asian Diag 09,Asian Diag Rate 09,Black Diag 09,Black Diag Rate 09,Latino Diag 09,Latino Diag Rate 09,Multi Diag 09,Multi Diag Rate 09,NH_OPI Diag 09,NH_OPI Diag Rate 09,White Diag 09,White Diag Rate 09,AI_AN Diag 10,AI_AN Diag Rate 10,Asian Diag 10,Asian Diag Rate 10,Black Diag 10,Black Diag Rate 10,Latino Diag 10,Latino Diag Rate 10,Multi Diag 10,Multi Diag Rate 10,NH_OPI Diag 10,NH_OPI Diag Rate 10,White Diag 10,White Diag Rate 10,AI_AN Diag 11,AI_AN Diag Rate 11,Asian Diag 11,Asian Diag Rate 11,Black Diag 11,Black Diag Rate 11,Latino Diag 11,Latino Diag Rate 11,Multi Diag 11,Multi Diag Rate 11,NH_OPI Diag 11,NH_OPI Diag Rate 11,White Diag 11,White Diag Rate 11,AI_AN Diag 12,AI_AN Diag Rate 12,Asian Diag 12,Asian Diag Rate 12,Black Diag 12,Black Diag Rate 12,Latino Diag 12,Latino Diag Rate 12,Multi Diag 12,Multi Diag Rate 12,NH_OPI Diag 12,NH_OPI Diag Rate 12,White Diag 12,White Diag Rate 12,AI_AN Diag 13,AI_AN Diag Rate 13,Asian Diag 13,Asian Diag Rate 13,Black Diag 13,Black Diag Rate 13,Latino Diag 13,Latino Diag Rate 13,Multi Diag 13,Multi Diag Rate 13,NH_OPI Diag 13,NH_OPI Diag Rate 13,White Diag 13,White Diag Rate 13,AI_AN Diag 14,AI_AN Diag Rate 14,Asian Diag 14,Asian Diag Rate 14,Black Diag 14,Black Diag Rate 14,Latino Diag 14,Latino Diag Rate 14,Multi Diag 14,Multi Diag Rate 14,NH_OPI Diag 14,NH_OPI Diag Rate 14,White Diag 14,White Diag Rate 14,AI_AN Diag 15,AI_AN Diag Rate 15,Asian Diag 15,Asian Diag Rate 15,Black Diag 15,Black Diag Rate 15,Latino Diag 15,Latino Diag Rate 15,Multi Diag 15,Multi Diag Rate 15,NH_OPI Diag 15,NH_OPI Diag Rate 15,White Diag 15,White Diag Rate 15,AI_AN Diag 16,AI_AN Diag Rate 16,Asian Diag 16,Asian Diag Rate 16,Black Diag 16,Black Diag Rate 16,Latino Diag 16,Latino Diag Rate 16,Multi Diag 16,Multi Diag Rate 16,NH_OPI Diag 16,NH_OPI Diag Rate 16,White Diag 16,White Diag Rate 16,AI_AN Diag 17,AI_AN Diag Rate 17,Asian Diag 17,Asian Diag Rate 17,Black Diag 17,Black Diag Rate 17,Latino Diag 17,Latino Diag Rate 17,Multi Diag 17,Multi Diag Rate 17,NH_OPI Diag 17,NH_OPI Diag Rate 17,White Diag 17,White Diag Rate 17,AI_AN Diag 18,AI_AN Diag Rate 18,Asian Diag 18,Asian Diag Rate 18,Black Diag 18,Black Diag Rate 18,Latino Diag 18,Latino Diag Rate 18,Multi Diag 18,Multi Diag Rate 18,NH_OPI Diag 18,NH_OPI Diag Rate 18,White Diag 18,White Diag Rate 18
Wayne County NC,0,0,0,0,19,63.9,,,,,,,,,0,0,0,0,28,94.2,,,,,,,,,0,0,0,0,19,61,,,0,0,,,,,,,0,0,25,78.9,0,0,0,0,,,7,11.9,0,0,0,0,16,50.2,,,0,0,,,,,0,0,0,0,17,53.1,,,,,,,,,0,0,0,0,8,24.9,,,0,0,,,5,8.5,0,0,0,0,21,65.2,,,0,0,,,,,0,0,0,0,9,27.9,,,0,0,,,,,0,0,0,0,12,37.9,,,0,0,,,,,0,0,0,0,10,31.5,,,0,0,,,,
Wayne County NE,,,,,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Wayne County NY,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,5,6.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,
Wayne County OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Wayne County TN,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County UT,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Wayne County WV,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Waynesboro City VA,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weakley County TN,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webb County TX,,,0,0,0,0,29,18.5,0,0,,,0,0,,,0,0,0,0,13,8.1,0,0,,,0,0,,,0,0,0,0,28,15.7,0,0,,,0,0,,,0,0,0,0,31,17.1,0,0,,,0,0,,,0,0,0,0,27,14.6,0,0,,,0,0,,,0,0,0,0,29,15.4,0,0,,,0,0,,,,,0,0,34,17.8,0,0,,,0,0,,,0,0,0,0,30,15.5,0,0,,,0,0,,,,,,,36,18.4,0,0,,,0,0,,,,,,,30,15.2,0,0,,,0,0,,,0,0,,,33,16.6,0,0,,,,
Weber County UT,0,0,0,0,,,,,0,0,0,0,5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,
Webster County GA,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0
Webster County IA,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Webster County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webster County MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Webster County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Webster County NE,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Webster County WV,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Webster Parish LA,,,,,,,,,,,,,,,0,0,0,0,6,56.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,62.4,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,0,0,,,0,0,6,54.3,0,0,0,0,,,0,0,0,0,,,5,45.6,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,
Weld County CO,0,0,0,0,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,5,3.4,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,5,3.3,0,0,,,,,8,13.7,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,7,4.4,0,0,,,0,0,,,0,0,0,0,5,3.1,0,0,0,0,,,5,7.5,0,0,,,11,6.5,,,0,0,0,0,,,0,0,0,0,,
Wells County IN,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Baton Rouge Parish LA,,,,,5,76.3,,,0,0,,,,,,,,,6,92.6,0,0,0,0,,,0,0,,,,,5,69.1,0,0,0,0,,,0,0,,,,,5,68.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,80,0,0,0,0,,,,,,,,,5,64.8,0,0,0,0,,,,,,,,,8,101.4,0,0,0,0,,,0,0,,,,,6,74.1,,,0,0,,,,,,,0,0,6,73,0,0,,,,,,,,,0,0,6,71.6,0,0,0,0,,,,
West Carroll Parish LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
West Feliciana Parish LA,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,7,105.5,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,6,93.5,0,0,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westchester County NY,0,0,,,48,46.2,47,33.9,17,251.4,,,28,5.7,,,,,39,37.3,43,30,14,199.8,0,0,22,4.5,0,0,0,0,44,40.7,49,30,22,285,0,0,17,3.6,0,0,,,36,32.9,34,20.3,18,225,,,15,3.2,0,0,0,0,43,39,35,20.5,19,230.6,0,0,10,2.1,0,0,,,30,26.9,38,21.8,17,198.4,,,15,3.2,0,0,,,54,48.1,40,22.5,8,89.8,,,20,4.3,0,0,0,0,37,32.7,39,21.5,,,,,15,3.2,0,0,,,28,24.7,50,27,5,53.4,,,17,3.7,0,0,,,45,39.5,53,28.1,10,104.5,,,7,1.5,0,0,,,27,23.6,34,17.7,7,70.9,,,11,2.4
Westmoreland County PA,0,0,0,0,,,0,0,0,0,,,7,2.3,0,0,0,0,0,0,,,,,,,5,1.7,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,5,1.7,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,15,5.1,0,0,0,0,,,,,0,0,,,5,1.7,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,0,,,9,3.1
Westmoreland County VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Weston County WY,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,,,,,0,0,,,0,0,,,0,0,,,,,0,0
Wetzel County WV,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0
Wexford County MI,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Wharton County TX,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,,,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0
Whatcom County WA,,,0,0,0,0,,,0,0,0,0,8,5.6,0,0,,,0,0,0,0,,,0,0,6,4.1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,5,3.4,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,3.4,,,,,,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Wheatland County MT,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Wheeler County GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Wheeler County NE,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Wheeler County OR,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Wheeler County TX,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0
White County AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,
White County GA,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
White County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White County IN,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0
White County TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Pine County NV,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteside County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitfield County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,6,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,
Whitley County IN,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitley County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitman County WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Wibaux County MT,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Wichita County KS,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,
Wichita County TX,0,0,0,0,,,,,,,0,0,,,0,0,0,0,,,0,0,,,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,5,6.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,5,25.6,,,,,,
Wicomico County MD,,,,,,,,,,,,,6,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilbarger County TX,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Wilcox County AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,
Wilcox County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,
Wilkes County GA,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0
Wilkes County NC,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
