GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0100000US,,United States,316128839,*****
0400000US01,01,Alabama,4833722,*****
0400000US02,02,Alaska,735132,*****
0400000US04,04,Arizona,6626624,*****
0400000US05,05,Arkansas,2959373,*****
0400000US06,06,California,38332521,*****
0400000US08,08,Colorado,5268367,*****
0400000US09,09,Connecticut,3596080,*****
0400000US10,10,Delaware,925749,*****
0400000US11,11,District of Columbia,646449,*****
0400000US12,12,Florida,19552860,*****
0400000US13,13,Georgia,9992167,*****
0400000US15,15,Hawaii,1404054,*****
0400000US16,16,Idaho,1612136,*****
0400000US17,17,Illinois,12882135,*****
0400000US18,18,Indiana,6570902,*****
0400000US19,19,Iowa,3090416,*****
0400000US20,20,Kansas,2893957,*****
0400000US21,21,Kentucky,4395295,*****
0400000US22,22,Louisiana,4625470,*****
0400000US23,23,Maine,1328302,*****
0400000US24,24,Maryland,5928814,*****
0400000US25,25,Massachusetts,6692824,*****
0400000US26,26,Michigan,9895622,*****
0400000US27,27,Minnesota,5420380,*****
0400000US28,28,Mississippi,2991207,*****
0400000US29,29,Missouri,6044171,*****
0400000US30,30,Montana,1015165,*****
0400000US31,31,Nebraska,1868516,*****
0400000US32,32,Nevada,2790136,*****
0400000US33,33,New Hampshire,1323459,*****
0400000US34,34,New Jersey,8899339,*****
0400000US35,35,New Mexico,2085287,*****
0400000US36,36,New York,19651127,*****
0400000US37,37,North Carolina,9848060,*****
0400000US38,38,North Dakota,723393,*****
0400000US39,39,Ohio,11570808,*****
0400000US40,40,Oklahoma,3850568,*****
0400000US41,41,Oregon,3930065,*****
0400000US42,42,Pennsylvania,12773801,*****
0400000US44,44,Rhode Island,1051511,*****
0400000US45,45,South Carolina,4774839,*****
0400000US46,46,South Dakota,844877,*****
0400000US47,47,Tennessee,6495978,*****
0400000US48,48,Texas,26448193,*****
0400000US49,49,Utah,2900872,*****
0400000US50,50,Vermont,626630,*****
0400000US51,51,Virginia,8260405,*****
0400000US53,53,Washington,6971406,*****
0400000US54,54,West Virginia,1854304,*****
0400000US55,55,Wisconsin,5742713,*****
0400000US56,56,Wyoming,582658,*****
0400000US72,72,Puerto Rico,3615086,*****
0500000US01003,01003,"Baldwin County, Alabama",195540,*****
0500000US01015,01015,"Calhoun County, Alabama",116736,*****
0500000US01043,01043,"Cullman County, Alabama",80811,*****
0500000US01049,01049,"DeKalb County, Alabama",71013,*****
0500000US01051,01051,"Elmore County, Alabama",80902,*****
0500000US01055,01055,"Etowah County, Alabama",103931,*****
0500000US01069,01069,"Houston County, Alabama",103668,*****
0500000US01073,01073,"Jefferson County, Alabama",659479,*****
0500000US01077,01077,"Lauderdale County, Alabama",92797,*****
